paragraph_number,paragraph_text,citation,part,predicted_label
67,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם, על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין [פורסם בנבו] (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, [פורסם בנבו] (ניתן ביום 28.3.16)).","ע""פ 319/11",מתחם העונש ההולם,0
67,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם, על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין [פורסם בנבו] (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, [פורסם בנבו] (ניתן ביום 28.3.16)).","ע""פ 1768/14",מתחם העונש ההולם,0
67,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם, על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין [פורסם בנבו] (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, [פורסם בנבו] (ניתן ביום 28.3.16)).","ע""פ 7317/13",מתחם העונש ההולם,0
67,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם, על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין [פורסם בנבו] (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, [פורסם בנבו] (ניתן ביום 28.3.16)).","ע""פ 8280/15",מתחם העונש ההולם,0
69,"נשק, שהוא מטבעו כלי קטלני, עלול לעבור מיד ליד ולהגיע לידי גורמים שיבצעו באמצעותו עבירות פליליות חמורות, ואף לידי ארגוני טרור שיעשו בו שימוש באירועי טרור. על-כן, פוטנציאל הסיכון הנשקף מהסחר בו מחייב הטלת ענישה מחמירה ומרתיעה, ועל בית המשפט לתת משקל משמעותי יותר לאינטרס הציבורי ולצורך להרתיע עבריינים מלבצע עבירות דומות, על-פני הנסיבות האישיות של העבריין. כב' השופט זילברטל  חזר על כך בע""פ 6989/13 פרח נ' מדינת ישראל [פורסם בנבו] (מיום 25.2.14):","ע""פ 6989/13",מתחם העונש ההולם,0
73,"המגמה להחמיר בענישה בעבירות נשק באה לידי ביטוי בשורה ארוכה של פסקי דין שניתנו על ידי בית משפט העליון, בין היתר, בע""פ 1323/13 רך חסן  נגד מדינת ישראל [פורסם בנבו] (ניתן ביום 5.6.13), שם קבעה כבוד השופטת ארבל:","ע""פ 1323/13",מתחם העונש ההולם,0
81,"בע""פ 135/17 מדינת ישראל נ' סמי בסל [פורסם בנבו] (ניתן ביום 8.3.17) קיבל בית המשפט העליון את ערעורה של המדינה  על גזר דינו של בית המשפט המחוזי בחיפה, במסגרתו הושת על הנאשם 12 חודשי מאסר לריצוי בפועל, בגין ביצוע עבירות של החזקה ונשיאת נשק לפי סעיף 144(א) ו-144(ב) לחוק העונשין וגזר עליו 18 חודשי מאסר. הנאשם, בן 20, צבר לחובתו הרשעה אחת בעבירת איומים ושבל""ר, החזיק בתת מקלע ומחסנית והסתירם בשביל קרוב משפחתו, למשך שבוע ימים, שבסופם העבירם לאחר, אשר קנה את הנשק והמחסנית מקרוב משפחתו של הנאשם.","ע""פ 135/17",מתחם העונש ההולם,1
83,"בע""פ 7552/14 יוסף אגבאריה נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 23.6.15) דחה בית המשפט העליון ערעור על גזר דינו של בית המשפט המחוזי בתל אביב, במסגרתו הושת על המערער עונש מאסר בן 32 חודשי מאסר בפועל, בגין עבירה של סחר בנשק (אקדח) שבוצע בצוותא, עבירה של הפרעה לשוטר בעת מילוי תפקידו ועבירת איומים.","ע""פ 7552/14",מתחם העונש ההולם,1
86,"בע""פ 2186/13 עקול נגד מ""י [פורסם בנבו] (ניתן ביום 18.2.14), בית המשפט העליון לא התערב במתחם ענישה של 24 עד 48 חודשי מאסר שנקבעו בבית המשפט המחוזי בחיפה, בגין עבירות של נשיאת נשק וסחר בנשק (אקדח, מחסנית וכדורים) לסוכן משטרתי.","ע""פ 2186/13",מתחם העונש ההולם,1
88,"בע""פ 526/14 פלוני נ' מדינת ישראל [פורסם בנבו] (ניתן ביום 12.03.14) הנאשם הורשע בעבירות החזקת נשק וסחר בנשק, בבית המשפט המחוזי בבאר שבע (אקדח ומחסנית). הושת עליו 22 חודשי מאסר בפועל. בית המשפט העליון קיבל את ערעור הנאשם על חומרת העונש והפחית את עונשו ל- 16 חודשי מאסר בפועל נוכח פוטנציאל שיקומי גבוה במיוחד.","ע""פ 526/14",מתחם העונש ההולם,1
