paragraph_number,paragraph_text,citation,part,predicted_label
61,"לעניין החשש שנשק בלתי מורשה מצוי בידי כל דכפין והסכנה הנשקפת מנשק זה לביטחון הציבור – ראו ע""פ 4460/11 מדינת ישראל נ' פאיד (ניתן ביום 28.11.11); ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11); ע""פ 318/11 מדינת ישראל נגד אבו ערב (ניתנה ביום 5.12.11), וע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12).","ע""פ 4460/11",דיון וגזירת הדין:,0
61,"לעניין החשש שנשק בלתי מורשה מצוי בידי כל דכפין והסכנה הנשקפת מנשק זה לביטחון הציבור – ראו ע""פ 4460/11 מדינת ישראל נ' פאיד (ניתן ביום 28.11.11); ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11); ע""פ 318/11 מדינת ישראל נגד אבו ערב (ניתנה ביום 5.12.11), וע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12).","ע""פ 2251/11",דיון וגזירת הדין:,0
61,"לעניין החשש שנשק בלתי מורשה מצוי בידי כל דכפין והסכנה הנשקפת מנשק זה לביטחון הציבור – ראו ע""פ 4460/11 מדינת ישראל נ' פאיד (ניתן ביום 28.11.11); ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11); ע""פ 318/11 מדינת ישראל נגד אבו ערב (ניתנה ביום 5.12.11), וע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12).","ע""פ 318/11",דיון וגזירת הדין:,0
61,"לעניין החשש שנשק בלתי מורשה מצוי בידי כל דכפין והסכנה הנשקפת מנשק זה לביטחון הציבור – ראו ע""פ 4460/11 מדינת ישראל נ' פאיד (ניתן ביום 28.11.11); ע""פ 2251/11 נפאע נ' מדינת ישראל (ניתן ביום 4.12.11); ע""פ 318/11 מדינת ישראל נגד אבו ערב (ניתנה ביום 5.12.11), וע""פ 4450/11 עספור נ' מדינת ישראל (ניתן ביום 8.2.12).","ע""פ 4450/11",דיון וגזירת הדין:,0
64,"29.	מגמת הפסיקה להחמיר בענישה בעבירות בנשק, זכתה לתמיכה מליאה בפסק דין שניתן בע""פ 1323/13 רך חסן ואח' נגד מדינת ישראל (ניתן ביום 5.6.13), שם נקבע כי:","ע""פ 1323/13",דיון וגזירת הדין:,0
70,"הערכים החברתיים שנפגעו ממעשי הנאשם הינם פגיעה בביטחונו של הציבור, הסדר החברתי ושלטון החוק, שכן, עבירות החזקת ונשיאת נשק הינן עבירות חמורות שנעשות לרוב כדי לאפשר ביצוען של עבירות אחרות ונלוות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה ויש בהן פוטנציאל במקרים מסוימים לגרימת מוות – ראו ע""פ 8416/09 מדינת ישראל נ' מחמוד חרבוש ואח' (ניתן ביום 9.6.10); ע""פ 7955/06 מיסור כרכור נ' מדינת ישראל (ניתן ביום 1.1.07).","ע""פ 8416/09",דיון וגזירת הדין:,0
70,"הערכים החברתיים שנפגעו ממעשי הנאשם הינם פגיעה בביטחונו של הציבור, הסדר החברתי ושלטון החוק, שכן, עבירות החזקת ונשיאת נשק הינן עבירות חמורות שנעשות לרוב כדי לאפשר ביצוען של עבירות אחרות ונלוות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה ויש בהן פוטנציאל במקרים מסוימים לגרימת מוות – ראו ע""פ 8416/09 מדינת ישראל נ' מחמוד חרבוש ואח' (ניתן ביום 9.6.10); ע""פ 7955/06 מיסור כרכור נ' מדינת ישראל (ניתן ביום 1.1.07).","ע""פ 7955/06",דיון וגזירת הדין:,0
74,"ע""פ 761/07 מדינת ישראל נגד אדרי (ניתן ביום 22.02.07); ע""פ 4329/10 פלוני נ' מדינת ישראל (ניתן ביום 14.11.10); ע""פ 5336/13 צדוק נ' מדינת ישראל  (ניתן ביום 17.11.13); ע""פ 2398/14 אלהוזייל נ' מדינת ישראל (ניתן ביום 8.7.14); ע""פ 4435/11 מחמוד מרזוק נ' מ""י (ניתן ביום 1.7.12); עניין סולימאן וכן עניין בסל.","ע""פ 761/07",דיון וגזירת הדין:,0
74,"ע""פ 761/07 מדינת ישראל נגד אדרי (ניתן ביום 22.02.07); ע""פ 4329/10 פלוני נ' מדינת ישראל (ניתן ביום 14.11.10); ע""פ 5336/13 צדוק נ' מדינת ישראל  (ניתן ביום 17.11.13); ע""פ 2398/14 אלהוזייל נ' מדינת ישראל (ניתן ביום 8.7.14); ע""פ 4435/11 מחמוד מרזוק נ' מ""י (ניתן ביום 1.7.12); עניין סולימאן וכן עניין בסל.","ע""פ 4329/10",דיון וגזירת הדין:,0
74,"ע""פ 761/07 מדינת ישראל נגד אדרי (ניתן ביום 22.02.07); ע""פ 4329/10 פלוני נ' מדינת ישראל (ניתן ביום 14.11.10); ע""פ 5336/13 צדוק נ' מדינת ישראל  (ניתן ביום 17.11.13); ע""פ 2398/14 אלהוזייל נ' מדינת ישראל (ניתן ביום 8.7.14); ע""פ 4435/11 מחמוד מרזוק נ' מ""י (ניתן ביום 1.7.12); עניין סולימאן וכן עניין בסל.","ע""פ 5336/13",דיון וגזירת הדין:,0
74,"ע""פ 761/07 מדינת ישראל נגד אדרי (ניתן ביום 22.02.07); ע""פ 4329/10 פלוני נ' מדינת ישראל (ניתן ביום 14.11.10); ע""פ 5336/13 צדוק נ' מדינת ישראל  (ניתן ביום 17.11.13); ע""פ 2398/14 אלהוזייל נ' מדינת ישראל (ניתן ביום 8.7.14); ע""פ 4435/11 מחמוד מרזוק נ' מ""י (ניתן ביום 1.7.12); עניין סולימאן וכן עניין בסל.","ע""פ 2398/14",דיון וגזירת הדין:,0
74,"ע""פ 761/07 מדינת ישראל נגד אדרי (ניתן ביום 22.02.07); ע""פ 4329/10 פלוני נ' מדינת ישראל (ניתן ביום 14.11.10); ע""פ 5336/13 צדוק נ' מדינת ישראל  (ניתן ביום 17.11.13); ע""פ 2398/14 אלהוזייל נ' מדינת ישראל (ניתן ביום 8.7.14); ע""פ 4435/11 מחמוד מרזוק נ' מ""י (ניתן ביום 1.7.12); עניין סולימאן וכן עניין בסל.","ע""פ 4435/11",דיון וגזירת הדין:,0
76,"ראו גם ע""פ 8133/15 יונס נ' מדינת ישראל (ניתן ביום 5.4.17), שם הורשע המערער בהחזקה ונשיאת נשק שלא כדין, הפרעה לשוטר בעת מילוי תפקידו, ועבירות נהיגה ללא רישיון וללא פוליסת ביטוח. המערער נהג ברכב ללא רישיון כשלצדו נאשם נוסף. לאחר שהבחין ברכב משטרה האיץ המערער את נסיעתו, פגע ברכב המשטרתי, ולאחר מכן עצר את רכבו וברח מהמקום. בית המשפט המחוזי העמיד את מתחם העונש ההולם על 12 עד 36 חודשי מאסר בפועל, והשית על המערער עונש של 14 חודשי מאסר.","ע""פ 8133/15",דיון וגזירת הדין:,1
84,"40.	גזירת עונשו של נאשם בתוך מתחם העונש ההולם לעולם תהא אינדיבידואלית. ברי, שיש לבחון במכלול השיקולים נסיבות הקשורות לנאשם הספציפי שאינן קשורות לביצוע העבירה, זאת ע""פ קביעת ביהמ""ש העליון שכל מקרה יבחן לפי נסיבותיו המיוחדות - ראו ע""פ 10444/06 עייני נ' מדינת ישראל (ניתן ביום 25.04.07); ע""פ 433/89 אטיאס נ' מדינת ישראל (ניתן ביום 03.10.89); וכן סעיף 40יא לחוק.","ע""פ 10444/06",דיון וגזירת הדין:,0
84,"40.	גזירת עונשו של נאשם בתוך מתחם העונש ההולם לעולם תהא אינדיבידואלית. ברי, שיש לבחון במכלול השיקולים נסיבות הקשורות לנאשם הספציפי שאינן קשורות לביצוע העבירה, זאת ע""פ קביעת ביהמ""ש העליון שכל מקרה יבחן לפי נסיבותיו המיוחדות - ראו ע""פ 10444/06 עייני נ' מדינת ישראל (ניתן ביום 25.04.07); ע""פ 433/89 אטיאס נ' מדינת ישראל (ניתן ביום 03.10.89); וכן סעיף 40יא לחוק.","ע""פ 433/89",דיון וגזירת הדין:,0
