paragraph_number,paragraph_text,citation,part,predicted_label
122,"הערכים החברתיים עליהם יש להגן מפני המבצעים עבירות נשק, הם הגנה על שלום הציבור ובטחונו, שמירה על שלמות גופו ורכושו של אדם מפני תוצאות קטלניות שעלולות להיגרם בגין שימוש בנשק חם על ידי מי שאינו מיומן  בכך, או על ידי גורמים עברייניים או גורמי טרור שהנשק עלול להגיע אליהם. בית המשפט העליון חזר לא פעם, על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. בית המשפט העליון הדגיש, כי יש לראות במשנה חומרה את מעשיהם של הסוחרים בנשק (עוד לעניין זה ראו: ע""פ 319/11 מדינת ישראל נ' יאסין (5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (22.7.14), ע""פ 8280/15 מוחמד גולאני נ' מדינת ישראל(28.3.16), ע""פ 7317/13 חג'אב נ' מדינת ישראל (19.5.14).  עוד נפסק, כי מפאת הסכנה הרבה הטמונה בעבירות נשק, יש להטיל עונשי מאסר בפועל גם על מי שזוהי עבורו הרשעתו הראשונה,","ע""פ 319/11",מתחם העונש ההולם:,0
122,"הערכים החברתיים עליהם יש להגן מפני המבצעים עבירות נשק, הם הגנה על שלום הציבור ובטחונו, שמירה על שלמות גופו ורכושו של אדם מפני תוצאות קטלניות שעלולות להיגרם בגין שימוש בנשק חם על ידי מי שאינו מיומן  בכך, או על ידי גורמים עברייניים או גורמי טרור שהנשק עלול להגיע אליהם. בית המשפט העליון חזר לא פעם, על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. בית המשפט העליון הדגיש, כי יש לראות במשנה חומרה את מעשיהם של הסוחרים בנשק (עוד לעניין זה ראו: ע""פ 319/11 מדינת ישראל נ' יאסין (5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (22.7.14), ע""פ 8280/15 מוחמד גולאני נ' מדינת ישראל(28.3.16), ע""פ 7317/13 חג'אב נ' מדינת ישראל (19.5.14).  עוד נפסק, כי מפאת הסכנה הרבה הטמונה בעבירות נשק, יש להטיל עונשי מאסר בפועל גם על מי שזוהי עבורו הרשעתו הראשונה,","ע""פ 1768/14",מתחם העונש ההולם:,0
122,"הערכים החברתיים עליהם יש להגן מפני המבצעים עבירות נשק, הם הגנה על שלום הציבור ובטחונו, שמירה על שלמות גופו ורכושו של אדם מפני תוצאות קטלניות שעלולות להיגרם בגין שימוש בנשק חם על ידי מי שאינו מיומן  בכך, או על ידי גורמים עברייניים או גורמי טרור שהנשק עלול להגיע אליהם. בית המשפט העליון חזר לא פעם, על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. בית המשפט העליון הדגיש, כי יש לראות במשנה חומרה את מעשיהם של הסוחרים בנשק (עוד לעניין זה ראו: ע""פ 319/11 מדינת ישראל נ' יאסין (5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (22.7.14), ע""פ 8280/15 מוחמד גולאני נ' מדינת ישראל(28.3.16), ע""פ 7317/13 חג'אב נ' מדינת ישראל (19.5.14).  עוד נפסק, כי מפאת הסכנה הרבה הטמונה בעבירות נשק, יש להטיל עונשי מאסר בפועל גם על מי שזוהי עבורו הרשעתו הראשונה,","ע""פ 8280/15",מתחם העונש ההולם:,0
122,"הערכים החברתיים עליהם יש להגן מפני המבצעים עבירות נשק, הם הגנה על שלום הציבור ובטחונו, שמירה על שלמות גופו ורכושו של אדם מפני תוצאות קטלניות שעלולות להיגרם בגין שימוש בנשק חם על ידי מי שאינו מיומן  בכך, או על ידי גורמים עברייניים או גורמי טרור שהנשק עלול להגיע אליהם. בית המשפט העליון חזר לא פעם, על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. בית המשפט העליון הדגיש, כי יש לראות במשנה חומרה את מעשיהם של הסוחרים בנשק (עוד לעניין זה ראו: ע""פ 319/11 מדינת ישראל נ' יאסין (5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (22.7.14), ע""פ 8280/15 מוחמד גולאני נ' מדינת ישראל(28.3.16), ע""פ 7317/13 חג'אב נ' מדינת ישראל (19.5.14).  עוד נפסק, כי מפאת הסכנה הרבה הטמונה בעבירות נשק, יש להטיל עונשי מאסר בפועל גם על מי שזוהי עבורו הרשעתו הראשונה,","ע""פ 7317/13",מתחם העונש ההולם:,0
124,"יפים לעניין זה הדברים מע""פ 6989/13 פרח נ' מדינת ישראל (25.2.14):","ע""פ 6989/13",מתחם העונש ההולם:,0
128,"בע""פ 1323/13 רך חסן נ' מדינת ישראל (ניתן ביום 5.613), עמד בית העליון על מגמת ההחמרה בענישה בעבירות נשק, זאת, ""נוכח היקפן המתרחב של עבירות המבוצעות בנשק בכלל וסחר בנשק בפרט, וזמינותו המדאיגה של נשק בלתי חוקי במחוזותינו התעורר הצורך להחמיר בעונשי המאסר המוטלים בעבירות אלה. אכן ""התגלגלותם"" של כלי נשק מיד ליד ללא פיקוח עלול להוביל להגעתם בדרך לא דרך לגורמים פליליים ועוינים. אין לדעת מה יעלה בגורלם של כלי נשק אלה ולאלו תוצאות הרסניות יובילו- בסכסוך ברחוב, בקטטה בין ניצים ואף בתוך המשפחה פנימה. הסכנה הנשקפת לציבור כתוצאה מעבירות אלה לצד המימדים שאליהם הגיעו, מחייבים לתת ביטוי הולם וכבד משקל להגנה על הערך החברתי שנפגע כתוצאה מפעילות עבריינית זאת, הגנה על שלום הציבור מפני פגיעות בגוף או בנפש, ולהחמיר את עונשי המאסר המוטלים בגים פעילות עבריינית זאת בהדרגה"".","ע""פ 1323/13",מתחם העונש ההולם:,0
132,"עוד נפסק ע""פ 116/13 ועקנין נ' מדינת ישראל פסקה 7 (ניתן ביום 31.7.13):","ע""פ 116/13",מתחם העונש ההולם:,0
136,"בשורה ארוכה של פסקי דין בית המשפט העליון ושאר הערכאות בעקבותיו, נוקטים בעת האחרונה במגמה מוצהרת של החמרת רמת הענישה בעבירות נשק. יפים לעניין זה דבריו של השופט אדמונד לוי בע""פ 761/07 מדינת ישראל נ' אדרי (פורסם בנבו 22.2.07):","ע""פ 761/07",מתחם העונש ההולם:,0
144,"בע""פ 3336/18 מדינת ישראל נ' הישאם סמארה,  החמיר בית המשפט את עונשו של הנאשם שהורשע בעבירות של נשיאת נשק ותחמושת לפי סעיף 144ב', אשר נתפסו ברכבו שני רובי ""קרל גוסטב"" מאולתרים עם מחסנית בתוכם וקרטון שהכיל 39 כדורי 9 מ""מ ו8 כדורים נוספים. בית המשפט העליון קבע, כי העונש שהוטל בבית משפט קמא חורג לקולא באופן משמעותי מהראוי לפיכך ערכאת הערעור החמירה את העונש ל-24 חודשי מאסר בפועל, כאשר יתר רכיבי העונש נותרו על כנם.","ע""פ 3336/18",מתחם העונש ההולם:,1
146,"בע""פ 4945/13 מדינת ישראל נ' סלימאן (ניתן ביום 19.1.14), הנאשם הורשע בעבירות של רכישת, החזקת, נשיאת והובלת נשק ותחמושת. בית המשפט העליון קבע כי מתחם העונש ההולם הוא 12-36 חודשי מאסר בפועל, זאת, כאשר דובר על עבירות המצויות ברף התחתון במדרג החומרה היחסי שקבע המחוקק לעבירות נשק. בפסק הדין מפרטת השופטת ארבל כי עבירות של ייצור, יבוא וסחר בנשק מצויות ברף העליון של המדרג בעבירות נשק.","ע""פ 4945/13",מתחם העונש ההולם:,1
148,"בע""פ 2422/14 עלי חד'ר נ' מדינת ישראל (ניתן ביום 21.12.14), נקבע, כי יש להחמיר ככלל בענישתם של נאשמים  שהורשעו בעבירות נשק בכלל ובעבירות של סחר בנשק בפרט. לעניין זה אין נפקא מינה לכך שהקונה הוא סוכן משטרתי, שכן המעורבים אינם מודעים לכך ומסוכנותם נותרת בעינה. בית המשפט העליון החליט שלא להתערב בעונש שנגזר על המערער והותיר את העונש של 36 חודשי מאסר בפועל.","ע""פ 2422/14",מתחם העונש ההולם:,1
152,"בע""פ 2186/13 עקול נ' מדינת ישראל (ניתן ביום 18.2.14) בית המשפט העליון לא התערב במתחם ענישה של 24 עד 48 חודשי מאסר שקבע בית המשפט המחוזי בגין עבירות של נשיאת נשק וסחר בנשק לסוכן משטרתי.","ע""פ 2186/13",מתחם העונש ההולם:,1
