paragraph_number,paragraph_text,citation,part,predicted_label
40,"במקרה דנן, הערכים החברתיים אשר נפגעו באירוע הראשון (סחר בנשק) הינם הגנה על שלום הציבור ובטחונו. מכירת כלי נשק לידיו של מי שאינו מורשה, ובוודאי למי שידוע כעבריין, טומנת בחובה סכנה ממשית לביטחון הציבור. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. בהתייחסו לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר בענישתם (ראו ע""פ 319/11 מדינת ישראל נ' יאסין (5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (19.5.14), ע""פ 8280/15 גולאני נ' מדינת ישראל, (28.3.16).","ע""פ 319/11",דיון - קביעת מתחם העונש ההולם,0
40,"במקרה דנן, הערכים החברתיים אשר נפגעו באירוע הראשון (סחר בנשק) הינם הגנה על שלום הציבור ובטחונו. מכירת כלי נשק לידיו של מי שאינו מורשה, ובוודאי למי שידוע כעבריין, טומנת בחובה סכנה ממשית לביטחון הציבור. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. בהתייחסו לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר בענישתם (ראו ע""פ 319/11 מדינת ישראל נ' יאסין (5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (19.5.14), ע""פ 8280/15 גולאני נ' מדינת ישראל, (28.3.16).","ע""פ 1768/14",דיון - קביעת מתחם העונש ההולם,0
40,"במקרה דנן, הערכים החברתיים אשר נפגעו באירוע הראשון (סחר בנשק) הינם הגנה על שלום הציבור ובטחונו. מכירת כלי נשק לידיו של מי שאינו מורשה, ובוודאי למי שידוע כעבריין, טומנת בחובה סכנה ממשית לביטחון הציבור. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. בהתייחסו לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר בענישתם (ראו ע""פ 319/11 מדינת ישראל נ' יאסין (5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (19.5.14), ע""פ 8280/15 גולאני נ' מדינת ישראל, (28.3.16).","ע""פ 7317/13",דיון - קביעת מתחם העונש ההולם,0
40,"במקרה דנן, הערכים החברתיים אשר נפגעו באירוע הראשון (סחר בנשק) הינם הגנה על שלום הציבור ובטחונו. מכירת כלי נשק לידיו של מי שאינו מורשה, ובוודאי למי שידוע כעבריין, טומנת בחובה סכנה ממשית לביטחון הציבור. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. בהתייחסו לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר בענישתם (ראו ע""פ 319/11 מדינת ישראל נ' יאסין (5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (19.5.14), ע""פ 8280/15 גולאני נ' מדינת ישראל, (28.3.16).","ע""פ 8280/15",דיון - קביעת מתחם העונש ההולם,0
41,"ראו בהקשר זה דברי בית-המשפט העליון (כב' השופט נ' סולברג) על חומרתן של עבירות אלו בע""פ 135/17 מדינת ישראל נ' בסל (8.3.17):","ע""פ 135/17",דיון - קביעת מתחם העונש ההולם,0
46,"יש לתת את הדעת לכך שעבירת הסחר בנשק הינה מן החמורות שבעבירות הנשק, ונמצאת במדרג גבוה יותר מעבירת נשיאת הנשק ומעבירה של החזקת הנשק (להבחנה במדרג עבירות הנשק ראו ע""פ 4945/13 מדינת ישראל נ' סלימאן (19.1.14) פסקה 12)). לעומת זאת, מדובר בנשק אחד מסוג אקדח, שהינו ברף נמוך יחסית לכלי נשק שפוטנציאל הקטילה שלהם רב יותר, כגון תת מקלע או מטען חבלה, אם כי גבוה יותר ביחס לרימון הלם או בקבוק תבערה (ראו הנחיות פרקליט המדינה, 61.9, מדיניות ענישה בעבירות נשק ומטעני חבלה (7.8.16)).","ע""פ 4945/13",דיון - קביעת מתחם העונש ההולם,0
49,"בע""פ 2422/14 חד'ר נ' מדינת ישראל (21.12.14), נדחה ערעורו של נאשם אשר הורשע בעבירה של סחר בנשק. הנאשם מכר, תמורת 9,000 ₪, לסוכן משטרתי, רובה מסוג ""קרל  גוסטב"". נקבע מתחם שבין 24 ל-48 חודשי מאסר, הנאשם צעיר, ללא עבר פלילי ובעל נסיבות אישיות, נידון ל- 36 חודשי מאסר בפועל. נאשם אחר אשר תיווך בעסקה נידון ל- 20 חודשי מאסר בפועל.","ע""פ 2422/14",דיון - קביעת מתחם העונש ההולם,1
50,"בע""פ 7552/14 אגבאריה נ' מדינת ישראל (23.6.15), נדחה ערערו של נאשם אשר הורשע בעבירות של סחר בנשק (אקדח) בצוותא, הפרעה לשוטר בעת מילוי תפקידו ואיומים. הנאשם מכר אקדח לסוכן סמוי תמורה לסך של 14,000 ש""ח. הנאשם בעל עבר פלילי, נידון ל- 32 חודשי מאסר בפועל (וכן הופעל מאסר על תנאי, סה""כ 46 חודשי מאסר בפועל).","ע""פ 7552/14",דיון - קביעת מתחם העונש ההולם,1
51,"בע""פ 1323/13 ‏חסן נ' מדינת ישראל (5.6.13), נדחה ערעורו של נאשם אשר הורשע בעבירות של החזקת נשק שלא כדין, נשיאה והובלת נשק וסחר בנשק שלא כדין. הנאשם ואחר מכרו לסוכן משטרתי סמוי רימון הלם צה""לי תמורת 1300 ש""ח. בית המשפט קבע מתחם עונש בין שנה ל- 4 שנות מאסר. לנאשם עבר פלילי מכביד. נידון ל-24 חודשי מאסר בפועל.","ע""פ 1323/13",דיון - קביעת מתחם העונש ההולם,1
52,"בע""פ 526/14 פלוני נ' מדינת ישראל (12.03.14), התקבל ערעורו של נאשם אשר הורשע  בעבירות החזקת נשק וסחר בנשק. הנאשם מכר לסוכן אקדח מסוג ""יריחו"" ומחסנית בתמורה לסך של 14,000 ₪. בית המשפט הקל בעונשו נוכח פוטנציאל שיקומי גבוה במיוחד וגזר עליו 16 חודשי מאסר בפועל (חלף 22 חודשי מאסר).","ע""פ 526/14",דיון - קביעת מתחם העונש ההולם,1
