paragraph_number,paragraph_text,citation,part,predicted_label
62,"בפסיקה קיימת מגמה חדה וברורה לפיה  בעבירות נשק יש ליתן את הבכורה לשיקולי הגמול וההרתעה : ""בית משפט זה עמד לא פעם על החומרה הרבה שבעבירות נשק ועל הפגיעה בערכים המוגנים של שלמות הגוף, חיי אדם ושלום ובטחון הציבור הנפגעים מעבירות אלו ... חומרת עבירות אלו גלומה בפונטציאל הנזק הנובע מהן נוכח החשש כי הנשק הנסחר יועבר למי שמתכוון לבצע פעולות עברייניות או פעולות טרור... בית משפט זה נקט בשנים האחרונות במגמה מחמירה כלפי עבירות נשק, ועמד על כך בפסיקתו באופן תדיר"".  (ע""פ 971/19 מדינת ישראל נ' געביס, [פורסם בנבו] פסקה 8 והאסמכתאות שם (11.7.19):","ע""פ 971/19",דיון והכרעה,0
63,"עבירות הנשק הן עבירות חמורות המסכנות באופן ניכר את ביטחון הציבור, דבר המחייב נקיטה בענישה מרתיעה וביתר שאת  נוכח היקפה והתפשטותה של תופעה זו:"" יש חשיבות בענישה מוחשית של כל אחת ואחת מהחוליות בשרשרת הסחר. כל אחת מאותן חוליות ""מוחזקת כמי שמודעת לתוצאות האפשריות הקשות העלולות לנבוע מהשימוש שייעשה בנשק לאחר שיגיע אל 'הצרכן הסופי' בקצה השרשרת"". (ע""פ 8045/17 בראנסי נ' מדינת ישראל, [פורסם בנבו] פס' 11 (16.8.18); ראו גם : ע""פ 1323/13 רך חסן נ' מדינת ישראל, [פורסם בנבו] פסקה 12 (05.06.13); ע""פ 4945/13 מדינת ישראל נ' סלימאן, [פורסם בנבו] פסקה 11 (19.4.14).","ע""פ 8045/17",דיון והכרעה,0
63,"עבירות הנשק הן עבירות חמורות המסכנות באופן ניכר את ביטחון הציבור, דבר המחייב נקיטה בענישה מרתיעה וביתר שאת  נוכח היקפה והתפשטותה של תופעה זו:"" יש חשיבות בענישה מוחשית של כל אחת ואחת מהחוליות בשרשרת הסחר. כל אחת מאותן חוליות ""מוחזקת כמי שמודעת לתוצאות האפשריות הקשות העלולות לנבוע מהשימוש שייעשה בנשק לאחר שיגיע אל 'הצרכן הסופי' בקצה השרשרת"". (ע""פ 8045/17 בראנסי נ' מדינת ישראל, [פורסם בנבו] פס' 11 (16.8.18); ראו גם : ע""פ 1323/13 רך חסן נ' מדינת ישראל, [פורסם בנבו] פסקה 12 (05.06.13); ע""פ 4945/13 מדינת ישראל נ' סלימאן, [פורסם בנבו] פסקה 11 (19.4.14).","ע""פ 1323/13",דיון והכרעה,0
63,"עבירות הנשק הן עבירות חמורות המסכנות באופן ניכר את ביטחון הציבור, דבר המחייב נקיטה בענישה מרתיעה וביתר שאת  נוכח היקפה והתפשטותה של תופעה זו:"" יש חשיבות בענישה מוחשית של כל אחת ואחת מהחוליות בשרשרת הסחר. כל אחת מאותן חוליות ""מוחזקת כמי שמודעת לתוצאות האפשריות הקשות העלולות לנבוע מהשימוש שייעשה בנשק לאחר שיגיע אל 'הצרכן הסופי' בקצה השרשרת"". (ע""פ 8045/17 בראנסי נ' מדינת ישראל, [פורסם בנבו] פס' 11 (16.8.18); ראו גם : ע""פ 1323/13 רך חסן נ' מדינת ישראל, [פורסם בנבו] פסקה 12 (05.06.13); ע""פ 4945/13 מדינת ישראל נ' סלימאן, [פורסם בנבו] פסקה 11 (19.4.14).","ע""פ 4945/13",דיון והכרעה,0
64,"בהתאם לגישה זו :"" ברירת המחדל בעבירות נשק היא אפוא מאסר בפועל גם כאשר הנאשם נעדר עבר פלילי""(ע""פ 2564/19 אזברגה נ' מדינת ישראל, פסקה 10 (18.7.19).","ע""פ 2564/19",דיון והכרעה,0
65,"באשר לצורך בקביעת מתחם העונש שעה שגובש הסדר טיעון הכולל טווח ענישה אין אחידות דעים בפסיקה (ע""פ 2524/15 ‏ ‏ איוון שפרנוביץ נ' מדינת ישראל, [פורסם בנבו] פסקה 18 (8.9.16);  ע""פ 2454/18 עזרא שיינברג נ' מדינת ישראל, [פורסם בנבו] פס' 19 (2.12.18); ע""פ 1901/19 שמעון אסולין נ' מדינת ישראל [פורסם בנבו] (31.5.20).  במקרה זה אלך בעקבות הגישה לפיה  אין הצדקה לקביעתו  של מתחם הענישה; ועם זאת, עדיין  לשם בחינת סבירות הסדר הטיעון וגם קביעת העונש ההולם בתוך הטווח המוסכם, יש להידרש למדיניות הענישה הנהוגה ומקובלת (ע""פ 1958/98  פלוני נ' מדינת ישראל, פד""י  נז(1) 577, 609 (25.12.02) (להלן: עניין פלוני).","ע""פ 2524/15",דיון והכרעה,0
65,"באשר לצורך בקביעת מתחם העונש שעה שגובש הסדר טיעון הכולל טווח ענישה אין אחידות דעים בפסיקה (ע""פ 2524/15 ‏ ‏ איוון שפרנוביץ נ' מדינת ישראל, [פורסם בנבו] פסקה 18 (8.9.16);  ע""פ 2454/18 עזרא שיינברג נ' מדינת ישראל, [פורסם בנבו] פס' 19 (2.12.18); ע""פ 1901/19 שמעון אסולין נ' מדינת ישראל [פורסם בנבו] (31.5.20).  במקרה זה אלך בעקבות הגישה לפיה  אין הצדקה לקביעתו  של מתחם הענישה; ועם זאת, עדיין  לשם בחינת סבירות הסדר הטיעון וגם קביעת העונש ההולם בתוך הטווח המוסכם, יש להידרש למדיניות הענישה הנהוגה ומקובלת (ע""פ 1958/98  פלוני נ' מדינת ישראל, פד""י  נז(1) 577, 609 (25.12.02) (להלן: עניין פלוני).","ע""פ 2454/18",דיון והכרעה,0
65,"באשר לצורך בקביעת מתחם העונש שעה שגובש הסדר טיעון הכולל טווח ענישה אין אחידות דעים בפסיקה (ע""פ 2524/15 ‏ ‏ איוון שפרנוביץ נ' מדינת ישראל, [פורסם בנבו] פסקה 18 (8.9.16);  ע""פ 2454/18 עזרא שיינברג נ' מדינת ישראל, [פורסם בנבו] פס' 19 (2.12.18); ע""פ 1901/19 שמעון אסולין נ' מדינת ישראל [פורסם בנבו] (31.5.20).  במקרה זה אלך בעקבות הגישה לפיה  אין הצדקה לקביעתו  של מתחם הענישה; ועם זאת, עדיין  לשם בחינת סבירות הסדר הטיעון וגם קביעת העונש ההולם בתוך הטווח המוסכם, יש להידרש למדיניות הענישה הנהוגה ומקובלת (ע""פ 1958/98  פלוני נ' מדינת ישראל, פד""י  נז(1) 577, 609 (25.12.02) (להלן: עניין פלוני).","ע""פ 1901/19",דיון והכרעה,0
65,"באשר לצורך בקביעת מתחם העונש שעה שגובש הסדר טיעון הכולל טווח ענישה אין אחידות דעים בפסיקה (ע""פ 2524/15 ‏ ‏ איוון שפרנוביץ נ' מדינת ישראל, [פורסם בנבו] פסקה 18 (8.9.16);  ע""פ 2454/18 עזרא שיינברג נ' מדינת ישראל, [פורסם בנבו] פס' 19 (2.12.18); ע""פ 1901/19 שמעון אסולין נ' מדינת ישראל [פורסם בנבו] (31.5.20).  במקרה זה אלך בעקבות הגישה לפיה  אין הצדקה לקביעתו  של מתחם הענישה; ועם זאת, עדיין  לשם בחינת סבירות הסדר הטיעון וגם קביעת העונש ההולם בתוך הטווח המוסכם, יש להידרש למדיניות הענישה הנהוגה ומקובלת (ע""פ 1958/98  פלוני נ' מדינת ישראל, פד""י  נז(1) 577, 609 (25.12.02) (להלן: עניין פלוני).","ע""פ 1958/98",דיון והכרעה,0
69,"בע""פ 8207/19 שמעון אליהו נ' מדינת ישראל [פורסם בנבו] (13.7.20) - המדובר בנאשם שהורשע על יסוד הודאתו  בשני מקרים בעבירה של סיוע לעסקה אחרת בנשק לפי סע' 144(ב2) בתוספת סע' 32 לחוק העונשין. הנאשם הינו צעיר בן 34, נעדר כל עבר פלילי  והעונש שנמצא מתאים כלל רכיב של מאסר בפועל בגין שני אישומים למשך 18 חודשים. ערעור שהוגש לביהמ""ש העליון נדחה.","ע""פ 8207/19",דיון והכרעה,1
