paragraph_number,paragraph_text,citation,part,predicted_label
32,"בית המשפט העליון, מפי כב' השופט נ' סולברג, עמד על חומרת עבירות בנשק בע""פ 135/17 מדינת ישראל נ' בסל (8.3.17):","ע""פ 135/17",דיון - קביעת מתחם העונש ההולם,0
34,"בית המשפט העליון, מפי כב' השופט ע' גרוסקופף, חזר לאחרונה והדגיש את מגמת ההחמרה בעבירות נשק, על סוגיהן השונים, בע""פ 5446/19 מדינת ישראל נ' הוארי (25.11.19):","ע""פ 5446/19",דיון - קביעת מתחם העונש ההולם,0
36,"כך גם כב' השופט י' אלרון בע""פ 4406/19 מדינת ישראל נ' סובח (5.11.19) הדגיש לאחרונה את מגמת ההחמרה בעבירות נשק (הגם שהדברים נקבעו במקרה חמור שבו אף נעשה שימוש בנשק):","ע""פ 4406/19",דיון - קביעת מתחם העונש ההולם,0
42,"עבירות הנשק הוכרו בפסיקה כ""מכת מדינה"" באופן אשר מצדיק החמרת ענישה בהן (בהקשר זה ראו ע""פ 4945/13 מדינת ישראל נ' סלימאן [19.4.14]; ע""פ 2398/14 אלהזייל נ' מדינת ישראל [8.7.14]; ע""פ 5681/14 מדינת ישראל נ' טאטור [1.21.15]). עבירות אלו אף הוכרו ""כמכת אזור"" של ממש (בהקשר זה ראו בין היתר עפ""ג (מח' מרכז-לוד) 15337-10-14 ג'אבר נ' מדינת ישראל [7.12.14], עפ""ג (מחוזי מרכז-לוד) 27417-11-15 מדינת ישראל נ' עבד אל רחים [17.1.16]).","ע""פ 4945/13",דיון - קביעת מתחם העונש ההולם,0
42,"עבירות הנשק הוכרו בפסיקה כ""מכת מדינה"" באופן אשר מצדיק החמרת ענישה בהן (בהקשר זה ראו ע""פ 4945/13 מדינת ישראל נ' סלימאן [19.4.14]; ע""פ 2398/14 אלהזייל נ' מדינת ישראל [8.7.14]; ע""פ 5681/14 מדינת ישראל נ' טאטור [1.21.15]). עבירות אלו אף הוכרו ""כמכת אזור"" של ממש (בהקשר זה ראו בין היתר עפ""ג (מח' מרכז-לוד) 15337-10-14 ג'אבר נ' מדינת ישראל [7.12.14], עפ""ג (מחוזי מרכז-לוד) 27417-11-15 מדינת ישראל נ' עבד אל רחים [17.1.16]).","ע""פ 2398/14",דיון - קביעת מתחם העונש ההולם,0
42,"עבירות הנשק הוכרו בפסיקה כ""מכת מדינה"" באופן אשר מצדיק החמרת ענישה בהן (בהקשר זה ראו ע""פ 4945/13 מדינת ישראל נ' סלימאן [19.4.14]; ע""פ 2398/14 אלהזייל נ' מדינת ישראל [8.7.14]; ע""פ 5681/14 מדינת ישראל נ' טאטור [1.21.15]). עבירות אלו אף הוכרו ""כמכת אזור"" של ממש (בהקשר זה ראו בין היתר עפ""ג (מח' מרכז-לוד) 15337-10-14 ג'אבר נ' מדינת ישראל [7.12.14], עפ""ג (מחוזי מרכז-לוד) 27417-11-15 מדינת ישראל נ' עבד אל רחים [17.1.16]).","ע""פ 5681/14",דיון - קביעת מתחם העונש ההולם,0
45,"בית המשפט העליון, בשורה ארוכה של פסקי דין מן העת האחרונה, חזר והדגיש את מגמת החמרה בענישה בעבירות הנשק השונות. כך למשל, בדברי כב' השופטת ע' ברון בע""פ 2564/19 אזברגה נ' מדינת ישראל (18.7.19):","ע""פ 2564/19",דיון - קביעת מתחם העונש ההולם,0
48,"בע""פ 9373/10 ותד נ' מדינת ישראל (14.9.11), קיבל בית המשפט העליון את ערעורו של נאשם אשר הורשע על פי הודאתו בעבירות החזקה ונשיאת נשק, והקל בעונשו. הנאשם החזיק בביתו אקדח ומחסנית מלאה בכדורים כמו גם כדורי אקדח נוספים בחצר ביתו. נאשם בעל עבר פלילי. בית המשפט העליון קבע כי אף שמקובלת ההשקפה כי הגיעה העת להחמיר בענישתם של המבצעים עבירות בנשק, ראוי כי הדבר יעשה בהדרגה ועל כן העמיד את העונש על 30 חודשי מאסר בפועל (חלף 50 חודשי מאסר בפועל).","ע""פ 9373/10",דיון - קביעת מתחם העונש ההולם,1
49,"בע""פ 4135/16 נאסר נ' מדינת ישראל (22.2.17), נדחה ערעורו של נאשם אשר הורשע על פי הודאתו בעבירות החזקת נשק והובלתו ובנהיגה בזמן פסילה. הנאשם קיבל לידו מאחר אקדח ושתי מחסניות והחזיקו בשדה שליד ביתו. הנאשם נטל את האקדח ממקום המסתור והניחו תחת למושב הרכב ונהג ברכבו בהיותו פסול מלהחזיק ברישיון נהיגה. בית המשפט קבע לעבירת נשיאת נשק מתחם עונש הנע בין 18 ל-40 חודשי מאסר בפועל. לעבירת הנהיגה בזמן פסילה קבע מתחם עונש הנע בין מאסר על תנאי ועד ל-10 חודשי מאסר. הנאשם נדון לעונש של 30 חודשי מאסר (כן הופעל עונש מאסר מותנה כך שירצה עונש של 36 חודשי מאסר בפועל).","ע""פ 4135/16",דיון - קביעת מתחם העונש ההולם,1
50,"בע""פ 3156/11 זראיעה נ' מדינת ישראל (21.2.12), נדחה ערעורו של הנאשם אשר הורשע על פי הודאתו בעבירות של נשיאה והובלת נשק והסתייעות ברכב לביצוע פשע. הנאשם נסע ברכבו לאחר שהסליק בו אקדח, מחסנית טעונה בכדורים וקופסאות עם כדורי אקדח. האקדח והתחמושת נתפסו בחיפוש שגרתי שביצעה המשטרה ברכב. הנאשם, ללא עבר פלילי, מנהל אורח חיים נורמטיבי, אב ל-4 ילדים ומפרנס יחיד במשפחתו, נדון לעונש של 24 חודשי מאסר בפועל.","ע""פ 3156/11",דיון - קביעת מתחם העונש ההולם,1
