paragraph_number,paragraph_text,citation,part,predicted_label
48,"""פעילות של סחר בלתי חוקי בנשק אוצרת בחובה פגיעה בערכים חברתיים בעלי חשיבות רבה, בהם שלמות הגוף, חיי אדם ושלום הציבור וביטחונו..... חומרת הנזק הנגרם בעקבות ביצוע עבירות כגון אלו מתעצמת במקרים כבענייננו, שבהם נמכרים כלי נשק בעלי פוטנציאל פגיעה ממשי, שהרי דין סחר ברובה סער, בתת-מקלע או באקדח אמין ואיכותי, אינו כדין סחר באקדח מאולתר (ראו למשל: ע""פ 1397/16 מדינת ישראל נ' חמאיל, פסקה 13 (12.9.2016) (להלן: עניין חמאיל); עניין חסן, פסקה 10).","ע""פ 1397/16",מתחם עונש ההולם – הערך המוגן ומידת הפגיעה בו,0
50,"(ע""פ 8045/17 בראנסי נ' מדינת ישראל (16.8.18)).","ע""פ 8045/17",מתחם עונש ההולם – הערך המוגן ומידת הפגיעה בו,0
55,"(ע""פ 6371/11 מדינת ישראל נ' אנס הייבי (18.12.11)).","ע""פ 6371/11",מתחם עונש ההולם – הערך המוגן ומידת הפגיעה בו,0
60,"(ע""פ 4945/13 מדינת ישראל נ' סלימאן (19.1.14).","ע""פ 4945/13",מתחם עונש ההולם – הערך המוגן ומידת הפגיעה בו,0
62,"בהמשך לכל האמור לעיל, נפסק כי בכפוף לנסיבות כל מקרה ומקרה הענישה בעבירות נשק צריכה לכלול בדרך כלל רכיב של מאסר בפועל (ראו - ע""פ 1332/04   מדינת ישראל נ' פס (19.4.04); ע""פ 5220/09 עוואודה נ' מדינת ישראל (30.12.09); ע""פ 9702/16 אילוליאיה נ' מדינת ישראל (13.9.17)).","ע""פ 1332/04",מתחם עונש ההולם – הערך המוגן ומידת הפגיעה בו,0
62,"בהמשך לכל האמור לעיל, נפסק כי בכפוף לנסיבות כל מקרה ומקרה הענישה בעבירות נשק צריכה לכלול בדרך כלל רכיב של מאסר בפועל (ראו - ע""פ 1332/04   מדינת ישראל נ' פס (19.4.04); ע""פ 5220/09 עוואודה נ' מדינת ישראל (30.12.09); ע""פ 9702/16 אילוליאיה נ' מדינת ישראל (13.9.17)).","ע""פ 5220/09",מתחם עונש ההולם – הערך המוגן ומידת הפגיעה בו,0
62,"בהמשך לכל האמור לעיל, נפסק כי בכפוף לנסיבות כל מקרה ומקרה הענישה בעבירות נשק צריכה לכלול בדרך כלל רכיב של מאסר בפועל (ראו - ע""פ 1332/04   מדינת ישראל נ' פס (19.4.04); ע""פ 5220/09 עוואודה נ' מדינת ישראל (30.12.09); ע""פ 9702/16 אילוליאיה נ' מדינת ישראל (13.9.17)).","ע""פ 9702/16",מתחם עונש ההולם – הערך המוגן ומידת הפגיעה בו,0
63,"בענייננו מידת הפגיעה בערך המוגן נמוכה עד בינונית. ראשית, האקדח שרכש הנאשם מעולם לא הגיע לידיו וגם לא לידיים בלתי מורשות אחרות. שנית, הנאשם הורשע בעבירות ניסיון ולא בעבירות מושלמות של רכישת נשק או ביצוע עסקה אחרת בנשק. שלישית, הנאשם רכש נשק ולא מכר נשק, ורביעית, כאמור בעניין סלימאן הנ""ל, העבירה השנייה בה הורשע הנאשם – עבירה לפי סעיף 144(א) לחוק - מצויה ברף התחתון של מדרג עבירות הנשק. אכן, העבירה הראשונה בה הורשע הנאשם – עבירה לפי סעיף 144(ב2) לחוק – מצויה במדרג החומרה העליון של עבירות הנשק, ברם נסיבות ביצועה של עבירה זו במקרה הקונקרטי של הנאשם שלפניי דומות בחומרתן לנסיבות של ביצוע עבירה לפי סעיף 144(א) לחוק (וראו – ע""פ 1142/11 סדיר נ' מדינת ישראל (8.2.12)).","ע""פ 1142/11",מתחם עונש ההולם – הערך המוגן ומידת הפגיעה בו,0
68,"כך, בע""פ 4945/13  מדינת ישראל נ' סלימאן (19.1.14), נגזר על המשיב שהורשע לאחר שמיעת ראיות בעבירות של רכישת נשק, רכישת תחמושת, נשיאה והובלה של נשק, הובלה של תחמושת, הפרעה לשוטר במילוי תפקידו, מעשה פזיזות ורשלנות והסתייעות ברכב לביצוע פשע, עונש של 6 חודשי מאסר בפועל. בית המשפט העליון קבע, כי מתחם העונש ההולם במקרה זה צריך לנוע בין 12 ל-36 חודשי מאסר בפועל, וכי ככלל לא ניתן להסתפק בעבירות מהסוג הנדון ובנסיבות ביצוען, בעונש של מאסר בעבודות שירות. יחד עם זאת, בסופו של דבר, בית המשפט העליון דחה את ערעורה של המדינה על קולת העונש וזאת מנימוקים של חריגה מהמתחם בשל שיקולי שיקום.","ע""פ 4945/13",מתחם העונש ההולם – מדיניות הענישה הנהוגה,1
69,"ברע""פ 7344/18 מג'יד נ' מדינת ישראל נדון עניינו של מבקש אשר הורשע בעבירה של החזקת נשק שלא כדין ונגזר עליו עונש של 8 חודשי מאסר לריצוי בפועל. יודגש, שבאותו עניין היה מדובר בנשק דמוי רובה סער. בר""ע שהגיש המבקש על חומרת העונש, נדחתה, תוך שבית המשפט העליון הדגיש, כי העונש שנגזר מבטא איזון ראוי במכלול השיקולים הראויים להישקל בנסיבות העניין, בדגש על החומרה היתרה המיוחסת לעבירות נשק, אשר מחייבת בדרך כלל ענישה בדמות מאסר מאחורי סורג ובריח.","ע""פ 7344/18",מתחם העונש ההולם – מדיניות הענישה הנהוגה,1
