citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ע""פ 6475/00","33.	מידת הענישה הנדרשת ועוצמתה, אמורה לשלב לתוכה יסודות של גמול על מעשיהם של הנאשמים, וכן הרתעה כלפי אחרים, לבל יסחטו באיומים ובכוח, באמצעים פסולים על מנת להשיג תוצאה שאלמלא אותו איום ואותה סחיטה, לא היו מושגים. קל וחומר במקרה בו האמצעי הפסול כולל שפיכת חומר דליק, נשוא האישום השני בתיק העיקרי שבענייננו. בתי המשפט השונים עמדו על פוטנציאל הסיכון הרב הטמון בעבירת ההצתה, שכן תוצאותיה המזיקות של ההצתה והיקפן, אינן ניתנות לחיזוי מראש, מרגע שעולות הלהבות ומרגע זה, אין עוד בידי המשלח שליטה על האש.
הסכנה הנובעת מעבירת ההצתה מצויה גם מקום שמדובר בניסיונות הצתה, וזאת בשל החשש מהתפשטותה של האש ראה לדוגמה, ע""פ 6475/00 וואיל רג'בי נגד מדינת ישראל, תק-על 2001(3), 1052, והאסמכתאות הנזכרות בו.
34.	עיינתי בפסיקה שהוגשה לעיוני הן מטעם המאשימה והן מטעם הסנגורים. אלא שמטבע הדברים, המאשימה הפנתה אותי לפסיקה מחמירה ואלו הסנגורים הפנו אותי לפסיקה מקלה. עוד יוער, כי מעיון בפסיקה שהובאה על ידי המאשימה, ניתן לראות עונשים ברף של 3 שנות מאסר (ע""פ 1725/07 מ""י נ' אבן סעיד 14.05.07; רע""פ עטאונה נ' מדינת ישראל 07.06.07) בעוד העונשים הנעים בטווח הקרוב ל- 10 שנות מאסר ומעלה עוסקים בארגוני פשע (ע""פ 6785/09 זוארץ ואח' נ' מדינת ישראל) ובמי שעומד בראשה של חבורה עבריינית כשהנאשמים אינם בוחלים גם בביצוען של עבירות נלוות כמו חטיפה וכליאת שווא. (ע""פ 5279/01 בגימוב אלכסי נ' מדינת ישראל 24.07.2002).","הסכנה הנובעת מעבירת ההצתה מצויה גם מקום שמדובר בניסיונות הצתה, וזאת בשל החשש מהתפשטותה של האש ראה לדוגמה, ע""פ 6475/00 וואיל רג'בי נגד מדינת ישראל, תק-על 2001(3), 1052, והאסמכתאות הנזכרות בו.",0,"ע""פ 6475/00",http://www.nevo.co.il/case/6059980
"ע""פ 1725/07","המאשימה ציינה, בראש ובראשונה, את הערך המוגן ועקרון ההלימה. לדבריה, מעשי הנאשמים פגעו בזכויות יסוד של המתלוננים, בחופש העיסוק, בקניין, ברכוש ובזכות לשלמות הגוף. לכך יש להוסיף את תחושת הפחד והאימה אשר ליוותה את המתלוננים במגעם עם הנאשמים, אשר מנעה את חשיפת המעשים לאורך זמן. המאשימה הוסיפה, כי תיק זה מתייחד לחומרה ממקרי סחיטה אחרים, שכן הנאשמים במעשיהם פגעו ביכולת רשויות המדינה לפתח את העיר נצרת, גרמו לעיכובים ניכרים והכל לטובתם האישית ועל חשבון הציבור כולו.
15.	לטענת המאשימה, נוכח חומרת עבירת הסחיטה, מצבם הקשה של הנסחטים והמלכוד בו הם מצויים, מדיניות הענישה הנוהגת מזה שנים רבות, הינה השתת עונשי מאסר ממושכים לריצוי בפועל. המאשימה הפנתה, בין השאר, לע""פ 1725/07 מ""י נ' אבן סעיד וע""פ מ""י נ' אוחיון.
16.	המאשימה טוענת, כי בנדון ראוי להחיל את סעיפים 40 ו ו- 40ז לחוק העונשין, שעניינם החמרה בענישה בתוך המתחם, מטעמים של הרתעת היחיד והרתעת הרבים, שכן תופעת סחיטת דמי חסות הינה חזון נפרץ במקומותינו ואלמנט ההרתעה הינו משמעותי. באשר להרתעת היחיד, ביקשה המאשימה להפנות לתסקירי המעצר אשר הוגשו בעניינם של הנאשמים. לדידה, התנהלות הנאשמים במהלך חקירתם במשטרה, הטענות שהעלו במהלך ההליכים, לרבות תסקירי שירות המבחן שהוגשו במהלך תקופת מעצרם מלמדת, כי הם אינם מוצאים פסול של ממש במעשיהם. לפיכך, לטענתה, חשוב כי הענישה תשדר מסר תקיף לנאשמים, אשר יבהיר להם, כי מעשיהם פסולים  וכי רמת סובלנותו של בית משפט זה, לסחיטה באשר היא סחיטה, הינה ""אפס"".
הסכנה הנובעת מעבירת ההצתה מצויה גם מקום שמדובר בניסיונות הצתה, וזאת בשל החשש מהתפשטותה של האש ראה לדוגמה, ע""פ 6475/00 וואיל רג'בי נגד מדינת ישראל, תק-על 2001(3), 1052, והאסמכתאות הנזכרות בו.
34.	עיינתי בפסיקה שהוגשה לעיוני הן מטעם המאשימה והן מטעם הסנגורים. אלא שמטבע הדברים, המאשימה הפנתה אותי לפסיקה מחמירה ואלו הסנגורים הפנו אותי לפסיקה מקלה. עוד יוער, כי מעיון בפסיקה שהובאה על ידי המאשימה, ניתן לראות עונשים ברף של 3 שנות מאסר (ע""פ 1725/07 מ""י נ' אבן סעיד 14.05.07; רע""פ עטאונה נ' מדינת ישראל 07.06.07) בעוד העונשים הנעים בטווח הקרוב ל- 10 שנות מאסר ומעלה עוסקים בארגוני פשע (ע""פ 6785/09 זוארץ ואח' נ' מדינת ישראל) ובמי שעומד בראשה של חבורה עבריינית כשהנאשמים אינם בוחלים גם בביצוען של עבירות נלוות כמו חטיפה וכליאת שווא. (ע""פ 5279/01 בגימוב אלכסי נ' מדינת ישראל 24.07.2002).
בע""פ 11541/05 פלוני נ' מדינת ישראל (21.08.06) הושתו על המערער 5 שנות מאסר ולא 6 כטענת המאשימה, כאשר שם בנוסף למסכת האיומים והסחיטה אותם חוו המתלוננת ובני משפחתה הוצתו, ביתה והרכב בו עשתה שימוש המתלוננת.","15.	לטענת המאשימה, נוכח חומרת עבירת הסחיטה, מצבם הקשה של הנסחטים והמלכוד בו הם מצויים, מדיניות הענישה הנוהגת מזה שנים רבות, הינה השתת עונשי מאסר ממושכים לריצוי בפועל. המאשימה הפנתה, בין השאר, לע""פ 1725/07 מ""י נ' אבן סעיד וע""פ מ""י נ' אוחיון.

34.	עיינתי בפסיקה שהוגשה לעיוני הן מטעם המאשימה והן מטעם הסנגורים. אלא שמטבע הדברים, המאשימה הפנתה אותי לפסיקה מחמירה ואלו הסנגורים הפנו אותי לפסיקה מקלה. עוד יוער, כי מעיון בפסיקה שהובאה על ידי המאשימה, ניתן לראות עונשים ברף של 3 שנות מאסר (ע""פ 1725/07 מ""י נ' אבן סעיד 14.05.07; רע""פ עטאונה נ' מדינת ישראל 07.06.07) בעוד העונשים הנעים בטווח הקרוב ל- 10 שנות מאסר ומעלה עוסקים בארגוני פשע (ע""פ 6785/09 זוארץ ואח' נ' מדינת ישראל) ובמי שעומד בראשה של חבורה עבריינית כשהנאשמים אינם בוחלים גם בביצוען של עבירות נלוות כמו חטיפה וכליאת שווא. (ע""פ 5279/01 בגימוב אלכסי נ' מדינת ישראל 24.07.2002).",0,"ע""פ 1725/07",
"ע""פ 6785/09","הסכנה הנובעת מעבירת ההצתה מצויה גם מקום שמדובר בניסיונות הצתה, וזאת בשל החשש מהתפשטותה של האש ראה לדוגמה, ע""פ 6475/00 וואיל רג'בי נגד מדינת ישראל, תק-על 2001(3), 1052, והאסמכתאות הנזכרות בו.
34.	עיינתי בפסיקה שהוגשה לעיוני הן מטעם המאשימה והן מטעם הסנגורים. אלא שמטבע הדברים, המאשימה הפנתה אותי לפסיקה מחמירה ואלו הסנגורים הפנו אותי לפסיקה מקלה. עוד יוער, כי מעיון בפסיקה שהובאה על ידי המאשימה, ניתן לראות עונשים ברף של 3 שנות מאסר (ע""פ 1725/07 מ""י נ' אבן סעיד 14.05.07; רע""פ עטאונה נ' מדינת ישראל 07.06.07) בעוד העונשים הנעים בטווח הקרוב ל- 10 שנות מאסר ומעלה עוסקים בארגוני פשע (ע""פ 6785/09 זוארץ ואח' נ' מדינת ישראל) ובמי שעומד בראשה של חבורה עבריינית כשהנאשמים אינם בוחלים גם בביצוען של עבירות נלוות כמו חטיפה וכליאת שווא. (ע""פ 5279/01 בגימוב אלכסי נ' מדינת ישראל 24.07.2002).
בע""פ 11541/05 פלוני נ' מדינת ישראל (21.08.06) הושתו על המערער 5 שנות מאסר ולא 6 כטענת המאשימה, כאשר שם בנוסף למסכת האיומים והסחיטה אותם חוו המתלוננת ובני משפחתה הוצתו, ביתה והרכב בו עשתה שימוש המתלוננת.","בעוד העונשים הנעים בטווח הקרוב ל- 10 שנות מאסר ומעלה עוסקים בארגוני פשע (ע""פ 6785/09 זוארץ ואח' נ' מדינת ישראל) ובמי שעומד בראשה של חבורה עבריינית כשהנאשמים אינם בוחלים גם בביצוען של עבירות נלוות כמו חטיפה וכליאת שווא.",1,"ע""פ 6475/00",http://www.nevo.co.il/case/6059980
"ע""פ 5279/01","הסכנה הנובעת מעבירת ההצתה מצויה גם מקום שמדובר בניסיונות הצתה, וזאת בשל החשש מהתפשטותה של האש ראה לדוגמה, ע""פ 6475/00 וואיל רג'בי נגד מדינת ישראל, תק-על 2001(3), 1052, והאסמכתאות הנזכרות בו.
34.	עיינתי בפסיקה שהוגשה לעיוני הן מטעם המאשימה והן מטעם הסנגורים. אלא שמטבע הדברים, המאשימה הפנתה אותי לפסיקה מחמירה ואלו הסנגורים הפנו אותי לפסיקה מקלה. עוד יוער, כי מעיון בפסיקה שהובאה על ידי המאשימה, ניתן לראות עונשים ברף של 3 שנות מאסר (ע""פ 1725/07 מ""י נ' אבן סעיד 14.05.07; רע""פ עטאונה נ' מדינת ישראל 07.06.07) בעוד העונשים הנעים בטווח הקרוב ל- 10 שנות מאסר ומעלה עוסקים בארגוני פשע (ע""פ 6785/09 זוארץ ואח' נ' מדינת ישראל) ובמי שעומד בראשה של חבורה עבריינית כשהנאשמים אינם בוחלים גם בביצוען של עבירות נלוות כמו חטיפה וכליאת שווא. (ע""פ 5279/01 בגימוב אלכסי נ' מדינת ישראל 24.07.2002).
בע""פ 11541/05 פלוני נ' מדינת ישראל (21.08.06) הושתו על המערער 5 שנות מאסר ולא 6 כטענת המאשימה, כאשר שם בנוסף למסכת האיומים והסחיטה אותם חוו המתלוננת ובני משפחתה הוצתו, ביתה והרכב בו עשתה שימוש המתלוננת.","ובמי שעומד בראשה של חבורה עבריינית כשהנאשמים אינם בוחלים גם בביצוען של עבירות נלוות כמו חטיפה וכליאת שווא. (ע""פ 5279/01 בגימוב אלכסי נ' מדינת ישראל 24.07.2002).",0,"ע""פ 6475/00",http://www.nevo.co.il/case/6059980
"ע""פ 11541/05","34.	עיינתי בפסיקה שהוגשה לעיוני הן מטעם המאשימה והן מטעם הסנגורים. אלא שמטבע הדברים, המאשימה הפנתה אותי לפסיקה מחמירה ואלו הסנגורים הפנו אותי לפסיקה מקלה. עוד יוער, כי מעיון בפסיקה שהובאה על ידי המאשימה, ניתן לראות עונשים ברף של 3 שנות מאסר (ע""פ 1725/07 מ""י נ' אבן סעיד 14.05.07; רע""פ עטאונה נ' מדינת ישראל 07.06.07) בעוד העונשים הנעים בטווח הקרוב ל- 10 שנות מאסר ומעלה עוסקים בארגוני פשע (ע""פ 6785/09 זוארץ ואח' נ' מדינת ישראל) ובמי שעומד בראשה של חבורה עבריינית כשהנאשמים אינם בוחלים גם בביצוען של עבירות נלוות כמו חטיפה וכליאת שווא. (ע""פ 5279/01 בגימוב אלכסי נ' מדינת ישראל 24.07.2002).
בע""פ 11541/05 פלוני נ' מדינת ישראל (21.08.06) הושתו על המערער 5 שנות מאסר ולא 6 כטענת המאשימה, כאשר שם בנוסף למסכת האיומים והסחיטה אותם חוו המתלוננת ובני משפחתה הוצתו, ביתה והרכב בו עשתה שימוש המתלוננת.
35.	גם הפסיקה אשר צורפה על ידי הסנגורים אינה הולמת נכונה את מתחם הענישה, נוכח נסיבותיו האישיות של כל נאשם ונאשם והשוני בסוג ובכמות העבירות. כך בפסיקה שצורפה על ידי ב""ע הנאשם 1 וכדלהלן: ת""פ 33259-09-12 מדינת ישראל נ' מחאמיד (17.01.13) שם הורשע הנאשם בעבירה של סחיטה באיומים ועבירה של היזק בזדון ונגזרה עליו שנת מאסר בפועל. אולם, אין להתעלם מהמשקל אשר ניתן למצבו הבריאותי, הנפשי והפיזי של הנאשם  ולקביעת כב' השופט כמאל סעב, כי ""ניתן להתרשם כי התנהלותו של הנאשם מושפעת במידה רבה ממצבו הנפשי והבריאותי. הנאשם נזקק לטיפול רפואי ומעקב כדי שהתנהלותו תהיה סבירה ונעדרת אלימות"".","בע""פ 11541/05 פלוני נ' מדינת ישראל (21.08.06) הושתו על המערער 5 שנות מאסר ולא 6 כטענת המאשימה, כאשר שם בנוסף למסכת האיומים והסחיטה אותם חוו המתלוננת ובני משפחתה הוצתו, ביתה והרכב בו עשתה שימוש המתלוננת.",1,"ע""פ 1725/07",http://www.nevo.co.il/case/5787319
"ת""פ 33259-09-12","בע""פ 11541/05 פלוני נ' מדינת ישראל (21.08.06) הושתו על המערער 5 שנות מאסר ולא 6 כטענת המאשימה, כאשר שם בנוסף למסכת האיומים והסחיטה אותם חוו המתלוננת ובני משפחתה הוצתו, ביתה והרכב בו עשתה שימוש המתלוננת.
35.	גם הפסיקה אשר צורפה על ידי הסנגורים אינה הולמת נכונה את מתחם הענישה, נוכח נסיבותיו האישיות של כל נאשם ונאשם והשוני בסוג ובכמות העבירות. כך בפסיקה שצורפה על ידי ב""ע הנאשם 1 וכדלהלן: ת""פ 33259-09-12 מדינת ישראל נ' מחאמיד (17.01.13) שם הורשע הנאשם בעבירה של סחיטה באיומים ועבירה של היזק בזדון ונגזרה עליו שנת מאסר בפועל. אולם, אין להתעלם מהמשקל אשר ניתן למצבו הבריאותי, הנפשי והפיזי של הנאשם  ולקביעת כב' השופט כמאל סעב, כי ""ניתן להתרשם כי התנהלותו של הנאשם מושפעת במידה רבה ממצבו הנפשי והבריאותי. הנאשם נזקק לטיפול רפואי ומעקב כדי שהתנהלותו תהיה סבירה ונעדרת אלימות"".
כך, גם בע""פ 1430/12 נאיף אבו אלקיעאןנ' מדינת ישראל, שם הורשע הנאשם בסחיטה בכח, בשתי עבירות של סחיטה ואיומים ובשתי עבירות של איומים.","ת""פ 33259-09-12 מדינת ישראל נ' מחאמיד (17.01.13) שם הורשע הנאשם בעבירה של סחיטה באיומים ועבירה של היזק בזדון ונגזרה עליו שנת מאסר בפועל. אולם, אין להתעלם מהמשקל אשר ניתן למצבו הבריאותי, הנפשי והפיזי של הנאשם  ולקביעת כב' השופט כמאל סעב, כי ""ניתן להתרשם כי התנהלותו של הנאשם מושפעת במידה רבה ממצבו הנפשי והבריאותי. הנאשם נזקק לטיפול רפואי ומעקב כדי שהתנהלותו תהיה סבירה ונעדרת אלימות"".",1,"ע""פ 11541/05",http://www.nevo.co.il/case/6241497
"ע""פ 1430/12","35.	גם הפסיקה אשר צורפה על ידי הסנגורים אינה הולמת נכונה את מתחם הענישה, נוכח נסיבותיו האישיות של כל נאשם ונאשם והשוני בסוג ובכמות העבירות. כך בפסיקה שצורפה על ידי ב""ע הנאשם 1 וכדלהלן: ת""פ 33259-09-12 מדינת ישראל נ' מחאמיד (17.01.13) שם הורשע הנאשם בעבירה של סחיטה באיומים ועבירה של היזק בזדון ונגזרה עליו שנת מאסר בפועל. אולם, אין להתעלם מהמשקל אשר ניתן למצבו הבריאותי, הנפשי והפיזי של הנאשם  ולקביעת כב' השופט כמאל סעב, כי ""ניתן להתרשם כי התנהלותו של הנאשם מושפעת במידה רבה ממצבו הנפשי והבריאותי. הנאשם נזקק לטיפול רפואי ומעקב כדי שהתנהלותו תהיה סבירה ונעדרת אלימות"".
כך, גם בע""פ 1430/12 נאיף אבו אלקיעאןנ' מדינת ישראל, שם הורשע הנאשם בסחיטה בכח, בשתי עבירות של סחיטה ואיומים ובשתי עבירות של איומים.
טוען ב""כ הנאשם 1, כי מדובר ב""תיק מאוד דומה לשלנו ..."", אלא שלאחר עיון בעובדות התיק שם, ובכל הכבוד, אין דמיון כלל, בין העובדות שם לעובדות כאן.","כך, גם בע""פ 1430/12 נאיף אבו אלקיעאןנ' מדינת ישראל, שם הורשע הנאשם בסחיטה בכח, בשתי עבירות של סחיטה ואיומים ובשתי עבירות של איומים.",1,"ת""פ 33259-09-12",http://www.nevo.co.il/case/3935385
"ע""פ 420/12","די אם אציין ובלי להקל ראש בחומרת המעשים שם, כי שם מדובר היה בסכסוך על רקע עסקי, ולאחר שעבודתו של המערער שם הופסקה. זאת ועוד, שם מדובר היה במעשיו של יחיד, וזאת בניגוד לענייננו שלנו.
כך, גם בע""פ 420/12 סחנציק נ' מדינת ישראל, שם אכן הופחת עונשו של אחד המערערים מ- 24 חודשי מאסר ל - 16 חודשי מאסר, וכן הופחת עונשם של הנאשמים האחרים שם באותו יחס. אלא ששם, ובכל הכבוד הראוי, מדובר היה בסדרת אירועים שהתרחשו כולם בלילה אחד (!) ולא בסדרת אירועים שנמשכה על פני תקופה ארוכה. זאת ועוד, שם אחד הנאשמים זוכה מעבירה אחת שיוחסה לו, ובנוסף, וכדברי כב' השופט א. רובינשטיין  הרי ששם, היה מדובר בשיקולים כבדי משקל של עינוי דין והתמשכות ההליכים, כמו גם הליך שיקום ארוך אותו עברו הנאשמים בחלוף הזמן, כל אלו נסיבות שהביאו להקלה משמעותית שם, נסיבות שאינן רלוונטיות להליך שבפנינו.
כך גם בעניינו של דוד טהר (ת""פ 3512/06  מדינת ישראל נ' דוד טהר), שם מדובר היה במי שסחט את מי שהיה חייב לו 1,000,000 ₪ והפך לסוכן משטרתי סמוי, ועליו אמר כבוד השופט שם כך ""... הנאשם 1 נזקק לפעילות פלילית לא משום אורח חייו אלא משום שנדחף לכך ... על ידי המציאות החדשה שנוצרה לנגד עיניו ..."".","כך, גם בע""פ 420/12 סחנציק נ' מדינת ישראל, שם אכן הופחת עונשו של אחד המערערים מ- 24 חודשי מאסר ל - 16 חודשי מאסר, וכן הופחת עונשם של הנאשמים האחרים שם באותו יחס. אלא ששם, ובכל הכבוד הראוי, מדובר היה בסדרת אירועים שהתרחשו כולם בלילה אחד (!) ולא בסדרת אירועים שנמשכה על פני תקופה ארוכה. זאת ועוד, שם אחד הנאשמים זוכה מעבירה אחת שיוחסה לו, ובנוסף, וכדברי כב' השופט א. רובינשטיין  הרי ששם, היה מדובר בשיקולים כבדי משקל של עינוי דין והתמשכות ההליכים, כמו גם הליך שיקום ארוך אותו עברו הנאשמים בחלוף הזמן, כל אלו נסיבות שהביאו להקלה משמעותית שם, נסיבות שאינן רלוונטיות להליך שבפנינו.",1,"ע""פ 420/12",http://www.nevo.co.il/case/5571726
"ת""פ 3512/06","כך, גם בע""פ 420/12 סחנציק נ' מדינת ישראל, שם אכן הופחת עונשו של אחד המערערים מ- 24 חודשי מאסר ל - 16 חודשי מאסר, וכן הופחת עונשם של הנאשמים האחרים שם באותו יחס. אלא ששם, ובכל הכבוד הראוי, מדובר היה בסדרת אירועים שהתרחשו כולם בלילה אחד (!) ולא בסדרת אירועים שנמשכה על פני תקופה ארוכה. זאת ועוד, שם אחד הנאשמים זוכה מעבירה אחת שיוחסה לו, ובנוסף, וכדברי כב' השופט א. רובינשטיין  הרי ששם, היה מדובר בשיקולים כבדי משקל של עינוי דין והתמשכות ההליכים, כמו גם הליך שיקום ארוך אותו עברו הנאשמים בחלוף הזמן, כל אלו נסיבות שהביאו להקלה משמעותית שם, נסיבות שאינן רלוונטיות להליך שבפנינו.
כך גם בעניינו של דוד טהר (ת""פ 3512/06  מדינת ישראל נ' דוד טהר), שם מדובר היה במי שסחט את מי שהיה חייב לו 1,000,000 ₪ והפך לסוכן משטרתי סמוי, ועליו אמר כבוד השופט שם כך ""... הנאשם 1 נזקק לפעילות פלילית לא משום אורח חייו אלא משום שנדחף לכך ... על ידי המציאות החדשה שנוצרה לנגד עיניו ..."".
גם עובדות המקרה בעניין 127/08  מדינת ישראל נ' שרון נחום ואח', רחוקות עד מאוד מעובדות המקרה שבפנינו, גם שם מדובר בסחיטה באיומים בגין חוב, שנצר לאחר ""תרגיל עוקץ"", אותו עשו המתלוננים שם (ראה סעיף 10 לגזר הדין שם).","כך גם בעניינו של דוד טהר (ת""פ 3512/06  מדינת ישראל נ' דוד טהר), שם מדובר היה במי שסחט את מי שהיה חייב לו 1,000,000 ₪ והפך לסוכן משטרתי סמוי, ועליו אמר כבוד השופט שם כך ""... הנאשם 1 נזקק לפעילות פלילית לא משום אורח חייו אלא משום שנדחף לכך ... על ידי המציאות החדשה שנוצרה לנגד עיניו ..."".",0,"ע""פ 420/12",http://www.nevo.co.il/case/5571726
"ע""פ 5145/12","36.	הינה כי כן, עיננו הרואות, כי מתחם הענישה פרוס על פני קשת רחבה מאוד, כשהעונש אשר נגזר סופו של יום על הנאשם, קשור קשר בל ינותק מנסיבות ביצוע העבירה, מידת האלימות, היקף הסחיטה מהקורבן, אורך הזמן בו בוצעה העבירה וסכום הסכומים שנסחטו.
37.	בע""פ 5145/12 סאבר אבו זאיד נ' מדינת ישראל (28.01.13): הוגש ערעור על הכרעת הדין ועל גזר הדין של בימ""ש המחוזי, על פיהם הורשע המערער בסחיטה באיומים ובגניבה בידי עובד, ונגזרו עליו 18 חודשי מאסר לריצוי בפועל. בית המשפט העליון דחה את הערעור ופסק, כי עבירת הסחיטה באיומים היא עבירה קשה הפוגעת במרקם החיים של בעלי עסקים אשר רוצים לנהל את עסקיהם על-פי רצונם. נפסק, כי יש ליתן בעבירות אלו משקל רב לשיקול ההרתעה הכללית והפרטנית, מקום בו אזר הקורבן אומץ להתלונן על ביצוע העבירה. עוד נאמר, כי פגיעתה הרעה של עבירת הסחיטה באיומים בשלוות הגוף והנפש, מחייבת ענישה קשה.
בע""פ 3877/12 מואיד אבו גושנ'מדינת ישראל (09.01.13): המערער הורשע בבימ""ש המחוזי בעבירת סחיטת באיומים שהופנתה כלפי רופא קופת חולים ממנו דרש המערער סכום כסף של 200 ₪ ואישור מחלה. בימ""ש השית על המערער עונש מאסר לריצוי בפועל למשך שנתיים. בית המשפט העליון דחה את הערעור ופסק כיבאשר לעבירה של סחיטה באיומים המיוחסת למערער, כבר נפסק רבות על חומרת העבירה, כיעורה, שכיחותה, הסבל הרב של קרבנותיה, הקושי להוכיחה והצורך להוקיעה.","בע""פ 5145/12 סאבר אבו זאיד נ' מדינת ישראל (28.01.13): הוגש ערעור על הכרעת הדין ועל גזר הדין של בימ""ש המחוזי, על פיהם הורשע המערער בסחיטה באיומים ובגניבה בידי עובד, ונגזרו עליו 18 חודשי מאסר לריצוי בפועל. בית המשפט העליון דחה את הערעור ופסק, כי עבירת הסחיטה באיומים היא עבירה קשה הפוגעת במרקם החיים של בעלי עסקים אשר רוצים לנהל את עסקיהם על-פי רצונם. נפסק, כי יש ליתן בעבירות אלו משקל רב לשיקול ההרתעה הכללית והפרטנית, מקום בו אזר הקורבן אומץ להתלונן על ביצוע העבירה. עוד נאמר, כי פגיעתה הרעה של עבירת הסחיטה באיומים בשלוות הגוף והנפש, מחייבת ענישה קשה.",1,"ע""פ 5145/12",http://www.nevo.co.il/case/5589741
