citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ע""פ 2264/09","משלב זה ואילך נחלקים הנרטיבים בנקודות מצומצמות וממוקדות, והן נקודות הליבה הקריטיות. בשאר העניינים הגרסאות של שני הצדדים דומות ""בגדול"".
128.	נשים אל לב את ההנחיה הפסיקתית החשובה לענייננו והמורה אותנו כיצד לשקול גרסת נאשם המעלה תרחיש, שהוא אפשרי כהיפותזה, אך רחוק מאוד מאפשרות להתקיימותו הממשית בשטח בפועל, בזמן ובמקום הרלוונטיים. ההלכה, עליה חזרו בתי המשפט, ובהם כמובן, ביהמ""ש העליון, פעמים הרבה, קובעת כי: (ע""פ 2264/09 פלוני נ' מ.י  פורסם בנבו)
""על טיבו של הספק הסביר המצדיק זיכויו של אדם מעבירות המיוחסות לו, עמד בית-משפט זה פעמים רבות. נקבע כי יש להצביע על ספק ממשי בעל אחיזה בחומר הראיות, ואין די בספק שהסתברותו היא בגדר אפשרות רחוקה ותיאורטית. רף ההוכחה הנדרש בעניין זה איננו של מה בכך. על המערער להראות כי הספק המתעורר בעניינו מערער את המערך העובדתי שהוצג בפרשת התביעה, עד אשר לא תוכל עוד לעמוד על רגליה המסקנה המרשיעה (ע""פ 6890/04 מדינת ישראל נ' בלאוסוב ([פורסם בנבו], 13.09.2005). מכאן, שהמערער איננו יוצא ידי חובתו בהצעת תזה של חפות המתבססת על היתכנותה של מערכת נסיבות היפותטית, אלא נדרשת הוכחתה של תזה שהסתברותה ממשית (ע""פ 409/89 מדינת ישראל נ' רוימי, פ""ד מד (3) 471,465 (1990)"".","נשים אל לב את ההנחיה הפסיקתית החשובה לענייננו והמורה אותנו כיצד לשקול גרסת נאשם המעלה תרחיש, שהוא אפשרי כהיפותזה, אך רחוק מאוד מאפשרות להתקיימותו הממשית בשטח בפועל, בזמן ובמקום הרלוונטיים. ההלכה, עליה חזרו בתי המשפט, ובהם כמובן, ביהמ""ש העליון, פעמים הרבה, קובעת כי: (ע""פ 2264/09 פלוני נ' מ.י  פורסם בנבו)
""על טיבו של הספק הסביר המצדיק זיכויו של אדם מעבירות המיוחסות לו, עמד בית-משפט זה פעמים רבות. נקבע כי יש להצביע על ספק ממשי בעל אחיזה בחומר הראיות, ואין די בספק שהסתברותו היא בגדר אפשרות רחוקה ותיאורטית. רף ההוכחה הנדרש בעניין זה איננו של מה בכך. על המערער להראות כי הספק המתעורר בעניינו מערער את המערך העובדתי שהוצג בפרשת התביעה, עד אשר לא תוכל עוד לעמוד על רגליה המסקנה המרשיעה (ע""פ 6890/04 מדינת ישראל נ' בלאוסוב ([פורסם בנבו], 13.09.2005). מכאן, שהמערער איננו יוצא ידי חובתו בהצעת תזה של חפות המתבססת על היתכנותה של מערכת נסיבות היפותטית, אלא נדרשת הוכחתה של תזה שהסתברותה ממשית (ע""פ 409/89 מדינת ישראל נ' רוימי, פ""ד מד (3) 471,465 (1990)"".",0,"ע""פ 2264/09",
"ע""פ 6890/04","128.	נשים אל לב את ההנחיה הפסיקתית החשובה לענייננו והמורה אותנו כיצד לשקול גרסת נאשם המעלה תרחיש, שהוא אפשרי כהיפותזה, אך רחוק מאוד מאפשרות להתקיימותו הממשית בשטח בפועל, בזמן ובמקום הרלוונטיים. ההלכה, עליה חזרו בתי המשפט, ובהם כמובן, ביהמ""ש העליון, פעמים הרבה, קובעת כי: (ע""פ 2264/09 פלוני נ' מ.י  פורסם בנבו)
""על טיבו של הספק הסביר המצדיק זיכויו של אדם מעבירות המיוחסות לו, עמד בית-משפט זה פעמים רבות. נקבע כי יש להצביע על ספק ממשי בעל אחיזה בחומר הראיות, ואין די בספק שהסתברותו היא בגדר אפשרות רחוקה ותיאורטית. רף ההוכחה הנדרש בעניין זה איננו של מה בכך. על המערער להראות כי הספק המתעורר בעניינו מערער את המערך העובדתי שהוצג בפרשת התביעה, עד אשר לא תוכל עוד לעמוד על רגליה המסקנה המרשיעה (ע""פ 6890/04 מדינת ישראל נ' בלאוסוב ([פורסם בנבו], 13.09.2005). מכאן, שהמערער איננו יוצא ידי חובתו בהצעת תזה של חפות המתבססת על היתכנותה של מערכת נסיבות היפותטית, אלא נדרשת הוכחתה של תזה שהסתברותה ממשית (ע""פ 409/89 מדינת ישראל נ' רוימי, פ""ד מד (3) 471,465 (1990)"".
בראייה זו, תוצרי שקילת גרסאות הצדדים ביחס לדקות הגורליות, אינה מיטיבה עם הנאשם, כאשר הגרסאות נבחנות לגופן, נקודתית, ובהיבט הכולל של השתלבותן עם סיפורם של הצדדים לגבי מכלול הפרשה והתפתחותה, לפני ואחרי רגע הירי עצמו.","""על טיבו של הספק הסביר המצדיק זיכויו של אדם מעבירות המיוחסות לו, עמד בית-משפט זה פעמים רבות. נקבע כי יש להצביע על ספק ממשי בעל אחיזה בחומר הראיות, ואין די בספק שהסתברותו היא בגדר אפשרות רחוקה ותיאורטית. רף ההוכחה הנדרש בעניין זה איננו של מה בכך. על המערער להראות כי הספק המתעורר בעניינו מערער את המערך העובדתי שהוצג בפרשת התביעה, עד אשר לא תוכל עוד לעמוד על רגליה המסקנה המרשיעה (ע""פ 6890/04 מדינת ישראל נ' בלאוסוב ([פורסם בנבו], 13.09.2005).""",0,"ע""פ 2264/09",
"ע""פ 409/89","128.	נשים אל לב את ההנחיה הפסיקתית החשובה לענייננו והמורה אותנו כיצד לשקול גרסת נאשם המעלה תרחיש, שהוא אפשרי כהיפותזה, אך רחוק מאוד מאפשרות להתקיימותו הממשית בשטח בפועל, בזמן ובמקום הרלוונטיים. ההלכה, עליה חזרו בתי המשפט, ובהם כמובן, ביהמ""ש העליון, פעמים הרבה, קובעת כי: (ע""פ 2264/09 פלוני נ' מ.י  פורסם בנבו)
""על טיבו של הספק הסביר המצדיק זיכויו של אדם מעבירות המיוחסות לו, עמד בית-משפט זה פעמים רבות. נקבע כי יש להצביע על ספק ממשי בעל אחיזה בחומר הראיות, ואין די בספק שהסתברותו היא בגדר אפשרות רחוקה ותיאורטית. רף ההוכחה הנדרש בעניין זה איננו של מה בכך. על המערער להראות כי הספק המתעורר בעניינו מערער את המערך העובדתי שהוצג בפרשת התביעה, עד אשר לא תוכל עוד לעמוד על רגליה המסקנה המרשיעה (ע""פ 6890/04 מדינת ישראל נ' בלאוסוב ([פורסם בנבו], 13.09.2005). מכאן, שהמערער איננו יוצא ידי חובתו בהצעת תזה של חפות המתבססת על היתכנותה של מערכת נסיבות היפותטית, אלא נדרשת הוכחתה של תזה שהסתברותה ממשית (ע""פ 409/89 מדינת ישראל נ' רוימי, פ""ד מד (3) 471,465 (1990)"".
בראייה זו, תוצרי שקילת גרסאות הצדדים ביחס לדקות הגורליות, אינה מיטיבה עם הנאשם, כאשר הגרסאות נבחנות לגופן, נקודתית, ובהיבט הכולל של השתלבותן עם סיפורם של הצדדים לגבי מכלול הפרשה והתפתחותה, לפני ואחרי רגע הירי עצמו.","""מכאן, שהמערער איננו יוצא ידי חובתו בהצעת תזה של חפות המתבססת על היתכנותה של מערכת נסיבות היפותטית, אלא נדרשת הוכחתה של תזה שהסתברותה ממשית (ע""פ 409/89 מדינת ישראל נ' רוימי, פ""ד מד (3) 471,465 (1990)"".",0,"ע""פ 2264/09",
"דנ""פ 1042/04","אך למען הסדר הטוב והשלמות, אקבע, כי העובדות שהוכחו מקיימות דרישות היסוד הנפשי, כוונה תחילה, כמפורט בסעיף 301 של החוק. כידוע, כדי להוכיח כי מעשה ההמתה של הקורבן נעשה בכוונה תחילה, יש להראות שהנאשם ""... החליט להמיתו, והמיתו בדם קר, בלי שקדמה התגרות בתכוף למעשה, בנסיבות שבהן יכול לחשוב ולהבין את תוצאות מעשיו, ולאחר שהכין עצמו להמית אותו, או שהכין מכשיר שבו המית אותו"".
132.	מכאן- ששלושת היסודות הטעונים הוכחה הינם ההחלטה להמית, הכנה פיזית למעשה ההריגה והעדר התגרות- קנטור עובר למעשה (ראה למשל דנ""פ 1042/04 ביטון נ' מדינת ישראל, מיום 27.11.06 בעיקר פסקה 14).
133.	לצורך גיבושה של כוונה תחילה יש להוכיח רמה מיוחדת של כוונה המחייבת חזות מראש של התוצאה הקטלנית וחפץ בהשגת אותה תוצאה קטלנית. בהעדר אחד מהיסודות, לא מתגבשת עבירת הרצח, אם כי אפשר שתתגבש עבירת המתה אחרת.","מכאן- ששלושת היסודות הטעונים הוכחה הינם ההחלטה להמית, הכנה פיזית למעשה ההריגה והעדר התגרות- קנטור עובר למעשה (ראה למשל דנ""פ 1042/04 ביטון נ' מדינת ישראל, מיום 27.11.06 בעיקר פסקה 14).",0,"דנ""פ 1042/04",
"ע""פ 9970/03","בענייננו – אקט נטילת האקדח ממקום החזקתו ליד המנוח, כיוונו לעבר גוף המנוח, אף אם לא נדרשה דריכתו של האקדח קודם לירי ופתיחת הנצרה (וסביר מאוד שכן נדרש הדבר שהרי למנוח לא היתה סיבה להחזיק את אקדחו דרוך ובלתי נצור), מקיימים אחר דרישת רכיב זה.
134.	אשר להעדר קנטור, על המרכיב הסובייקטיבי והאובייקטיבי הגלום בו, לפי הפסיקה הענפה שעסקה בכך (ראה ע""פ 9970/03 דרעי נ' מדינת ישראל, מיום 16/02/05), נקבע בפסיקה שנטל ההוכחה לרכיב זה מוטל על התביעה למרות שמן הבחינה המהותית מדובר למעשה ""במעין הגנה או סייג בפני הרשעה בעבירת רצח בכוונת תחילה"" (ע""פ 362/06 פלוני נ' מדינת ישראל מיום 24/12/09). עם זאת, נפסק כבר בעבר כי ""בהיות עניין זה מצוי בידיעתו המיוחדת של הנאשם, אם אין הוא מציג ראיה לקיומו האפשרי של קנטור, ובאין אחיזה בראיות לאפשרות קיומו של קנטור, יוצאת התביעה מידי חובתה בהבאת ראיות לגרימת המוות"" (ע""פ 6167/99 בן שלול נ' מדינת ישראל, פד""י נ""ז (6) 577,597).
135.	בענייננו – הנאשם אמנם בחר לטעון כי לא הוא ירה, אלא ג'אמיל, וגרסתו זו הוגדרה כשקרית ונדחתה בהכרעת הדין, וממילא אין הוא טוען שקונטר כלשהו על ידי המנוח עובר לירי.","לפי הפסיקה הענפה שעסקה בכך (ראה ע""פ 9970/03 דרעי נ' מדינת ישראל, מיום 16/02/05)",0,"ע""פ 9970/03",
"ע""פ 362/06","בענייננו – אקט נטילת האקדח ממקום החזקתו ליד המנוח, כיוונו לעבר גוף המנוח, אף אם לא נדרשה דריכתו של האקדח קודם לירי ופתיחת הנצרה (וסביר מאוד שכן נדרש הדבר שהרי למנוח לא היתה סיבה להחזיק את אקדחו דרוך ובלתי נצור), מקיימים אחר דרישת רכיב זה.
134.	אשר להעדר קנטור, על המרכיב הסובייקטיבי והאובייקטיבי הגלום בו, לפי הפסיקה הענפה שעסקה בכך (ראה ע""פ 9970/03 דרעי נ' מדינת ישראל, מיום 16/02/05), נקבע בפסיקה שנטל ההוכחה לרכיב זה מוטל על התביעה למרות שמן הבחינה המהותית מדובר למעשה ""במעין הגנה או סייג בפני הרשעה בעבירת רצח בכוונת תחילה"" (ע""פ 362/06 פלוני נ' מדינת ישראל מיום 24/12/09). עם זאת, נפסק כבר בעבר כי ""בהיות עניין זה מצוי בידיעתו המיוחדת של הנאשם, אם אין הוא מציג ראיה לקיומו האפשרי של קנטור, ובאין אחיזה בראיות לאפשרות קיומו של קנטור, יוצאת התביעה מידי חובתה בהבאת ראיות לגרימת המוות"" (ע""פ 6167/99 בן שלול נ' מדינת ישראל, פד""י נ""ז (6) 577,597).
135.	בענייננו – הנאשם אמנם בחר לטעון כי לא הוא ירה, אלא ג'אמיל, וגרסתו זו הוגדרה כשקרית ונדחתה בהכרעת הדין, וממילא אין הוא טוען שקונטר כלשהו על ידי המנוח עובר לירי.","(ע""פ 362/06 פלוני נ' מדינת ישראל מיום 24/12/09)",0,"ע""פ 9970/03",
"ע""פ 6167/99","בענייננו – אקט נטילת האקדח ממקום החזקתו ליד המנוח, כיוונו לעבר גוף המנוח, אף אם לא נדרשה דריכתו של האקדח קודם לירי ופתיחת הנצרה (וסביר מאוד שכן נדרש הדבר שהרי למנוח לא היתה סיבה להחזיק את אקדחו דרוך ובלתי נצור), מקיימים אחר דרישת רכיב זה.
134.	אשר להעדר קנטור, על המרכיב הסובייקטיבי והאובייקטיבי הגלום בו, לפי הפסיקה הענפה שעסקה בכך (ראה ע""פ 9970/03 דרעי נ' מדינת ישראל, מיום 16/02/05), נקבע בפסיקה שנטל ההוכחה לרכיב זה מוטל על התביעה למרות שמן הבחינה המהותית מדובר למעשה ""במעין הגנה או סייג בפני הרשעה בעבירת רצח בכוונת תחילה"" (ע""פ 362/06 פלוני נ' מדינת ישראל מיום 24/12/09). עם זאת, נפסק כבר בעבר כי ""בהיות עניין זה מצוי בידיעתו המיוחדת של הנאשם, אם אין הוא מציג ראיה לקיומו האפשרי של קנטור, ובאין אחיזה בראיות לאפשרות קיומו של קנטור, יוצאת התביעה מידי חובתה בהבאת ראיות לגרימת המוות"" (ע""פ 6167/99 בן שלול נ' מדינת ישראל, פד""י נ""ז (6) 577,597).
135.	בענייננו – הנאשם אמנם בחר לטעון כי לא הוא ירה, אלא ג'אמיל, וגרסתו זו הוגדרה כשקרית ונדחתה בהכרעת הדין, וממילא אין הוא טוען שקונטר כלשהו על ידי המנוח עובר לירי.","""בהיות עניין זה מצוי בידיעתו המיוחדת של הנאשם, אם אין הוא מציג ראיה לקיומו האפשרי של קנטור, ובאין אחיזה בראיות לאפשרות קיומו של קנטור, יוצאת התביעה מידי חובתה בהבאת ראיות לגרימת המוות"" (ע""פ 6167/99 בן שלול נ' מדינת ישראל, פד""י נ""ז (6) 577,597).",0,"ע""פ 9970/03",
"ע""פ 410/85","טענת הקנטור או העדרו רלוונטית, לאור הפסיקה האמורה, מקום שבו ההגנה מעלה זאת כאפשרות. היסוד השלילי הזה אינו ניתן להוכחה על ידי התביעה, בנסיבות בהן ההגנה אינה מעלה זאת, אלא על דרך הקביעה שהיא יצאה ידי חובתה בעצם הבאת הראיות לגרימת המוות וכאשר ראיות אלה אינן מגלות אחיזה לאפשרות קיומו של קנטור. זהו מצב הדברים בתיק הנוכחי.
136.	לגבי יסוד ההחלטה להמית – מרכיביו הם חזות התוצאה הקטלנית או צפייתה על ידי הנאשם וכן רצונו בהתקיימותה (למשל ע""פ 410/85 בן שימול נ' מדינת ישראל  פד""י מ (4) 760).
לפי שמדובר ביסוד סובייקטיבי מובהק, הבוחן צפונות ליבו של הנאשם והחבוי בנפשו, הדרך לעשות זאת היא באמצעות בחינת הראיות החיצוניות שמתוכן מוסקת הכוונה שהתגבשה בליבו. הכלי המרכזי שלרשותנו לשם כך הינו ""הנחת הכוונה"" ולצידה מבחני עזר המשמשים כמדדים לבחינת יסוד ההחלטה להמית מתוך הנסיבות המוכחות. האמור סוכם ותומצת, לאחרונה, בידי כב' האב""ד של המותב הנוכחי,  ס. הנשיא כב' השופטת ר. יפה – כ""ץ בהכרעת דיננו, שנכתבה על ידי חברתנו, ואליה הצטרפנו, בעניין אדם איטל [תפ""ח (ב""ש) 1172/07 מדינת ישראל נ' אדם איטל. הכ""ד מיום 23.5.11, פורסם באתר נבו], באלה המילים:","לגבי יסוד ההחלטה להמית – מרכיביו הם חזות התוצאה הקטלנית או צפייתה על ידי הנאשם וכן רצונו בהתקיימותה (למשל ע""פ 410/85 בן שימול נ' מדינת ישראל  פד""י מ (4) 760).",0,"ע""פ 410/85",
"תפ""ח (ב""ש) 1172/07","136.	לגבי יסוד ההחלטה להמית – מרכיביו הם חזות התוצאה הקטלנית או צפייתה על ידי הנאשם וכן רצונו בהתקיימותה (למשל ע""פ 410/85 בן שימול נ' מדינת ישראל  פד""י מ (4) 760).
לפי שמדובר ביסוד סובייקטיבי מובהק, הבוחן צפונות ליבו של הנאשם והחבוי בנפשו, הדרך לעשות זאת היא באמצעות בחינת הראיות החיצוניות שמתוכן מוסקת הכוונה שהתגבשה בליבו. הכלי המרכזי שלרשותנו לשם כך הינו ""הנחת הכוונה"" ולצידה מבחני עזר המשמשים כמדדים לבחינת יסוד ההחלטה להמית מתוך הנסיבות המוכחות. האמור סוכם ותומצת, לאחרונה, בידי כב' האב""ד של המותב הנוכחי,  ס. הנשיא כב' השופטת ר. יפה – כ""ץ בהכרעת דיננו, שנכתבה על ידי חברתנו, ואליה הצטרפנו, בעניין אדם איטל [תפ""ח (ב""ש) 1172/07 מדינת ישראל נ' אדם איטל. הכ""ד מיום 23.5.11, פורסם באתר נבו], באלה המילים:
""נקבע, כי מאחר וכאשר מדובר ב""כוונה"", עסקינן ביסוד סובייקטיבי, הבוחן, כאמור, את צפייתו של הנאשם את התוצאה ורצונו להשיג את התוצאה הצפויה, אך טבעי הוא שקיים קושי בהוכחתו של יסוד זה על ידי התביעה. לפיכך, הוכרה במשפט ""הנחת הכוונה"" הקובעת, כי לפי ניסיון החיים אדם הנוקט בקו התנהגות מסויים מתכוון בדרך כלל לתוצאות הנובעות באופן טבעי ובהסתברות גבוהה מהתנהגותו זו (ר' למשל בע""פ 228/01 כלב נ' מדינת ישראל פ""ד נז(5) 365, 2003). כך, למשל, אופיו של המעשה והאמצעי בו נעשה שימוש מלמדים על התקיימותה של ""הנחת הכוונה"" ""שכן אופיו של המעשה ותכונתו הקטלנית של האמצעי בו השתמש הנאשם... מעידים כשלעצמם על כוונתו לקפח חייו של הקורבן"" (עניין בן-שימול, לעיל, בעמ' 760). הנחה זו ניתנת לסתירה ואף נטל השכנוע אינו עובר לכתפיו של הנאשם, אלא שעליו מוטל נטל הבאת הראיה ודי שיעורר ספק סביר על מנת לסתור את ההנחה. רוצה לומר, כי ניתן להניח, שהאדם התכוון להשיג את התוצאה הטבעית שנבעה ממעשהו, אלא אם כן מצביעות הנסיבות המיוחדות שהוכחו בביהמ""ש על אפשרות סבירה שהוא לא התכוון אליה. הבחינה היא, של הלך רוחו של הנאשם ולא הטבעיות או הסבירות של התוצאה, וגם אם התוצאה טבעית וצפויה, זכאי הנאשם ליהנות מהספק, אם הוא סביר, שמא לא התכוון אליה. לכן, ובהיות החזקה יוצרת ""אובייקטיביזציה"" של היסוד הסובייקטיבי – אישי של המחשבה הפלילית, השימוש בה צריך להיות זהיר (שם).","ככלל, האמור סוכם ותומצת, לאחרונה, בידי כב' האב""ד של המותב הנוכחי, ס. הנשיא כב' השופטת ר. יפה – כ""ץ בהכרעת דיננו, שנכתבה על ידי חברתנו, ואליה הצטרפנו, בעניין אדם איטל [תפ""ח (ב""ש) 1172/07 מדינת ישראל נ' אדם איטל. הכ""ד מיום 23.5.11, פורסם באתר נבו], באלה המילים:
""נקבע, כי מאחר וכאשר מדובר ב""כוונה"", עסקינן ביסוד סובייקטיבי, הבוחן, כאמור, את צפייתו של הנאשם את התוצאה ורצונו להשיג את התוצאה הצפויה, אך טבעי הוא שקיים קושי בהוכחתו של יסוד זה על ידי התביעה. לפיכך, הוכרה במשפט ""הנחת הכוונה"" הקובעת, כי לפי ניסיון החיים אדם הנוקט בקו התנהגות מסויים מתכוון בדרך כלל לתוצאות הנובעות באופן טבעי ובהסתברות גבוהה מהתנהגותו זו (ר' למשל בע""פ 228/01 כלב נ' מדינת ישראל פ""ד נז(5) 365, 2003). כך, למשל, אופיו של המעשה והאמצעי בו נעשה שימוש מלמדים על התקיימותה של ""הנחת הכוונה"" ""שכן אופיו של המעשה ותכונתו הקטלנית של האמצעי בו השתמש הנאשם... מעידים כשלעצמם על כוונתו לקפח חייו של הקורבן"" (עניין בן-שימול, לעיל, בעמ' 760). הנחה זו ניתנת לסתירה ואף נטל השכנוע אינו עובר לכתפיו של הנאשם, אלא שעליו מוטל נטל הבאת הראיה ודי שיעורר ספק סביר על מנת לסתור את ההנחה. רוצה לומר, כי ניתן להניח, שהאדם התכוון להשיג את התוצאה הטבעית שנבעה ממעשהו, אלא אם כן מצביעות הנסיבות המיוחדות שהוכחו בביהמ""ש על אפשרות סבירה שהוא לא התכוון אליה. הבחינה היא, של הלך רוחו של הנאשם ולא הטבעיות או הסבירות של התוצאה, וגם אם התוצאה טבעית וצפויה, זכאי הנאשם ליהנות מהספק, אם הוא סביר, שמא לא התכוון אליה. לכן, ובהיות החזקה יוצרת ""אובייקטיביזציה"" של היסוד הסובייקטיבי – אישי של המחשבה הפלילית, השימוש בה צריך להיות זהיר (שם).",0,"ע""פ 410/85",
"ע""פ 228/01","לפי שמדובר ביסוד סובייקטיבי מובהק, הבוחן צפונות ליבו של הנאשם והחבוי בנפשו, הדרך לעשות זאת היא באמצעות בחינת הראיות החיצוניות שמתוכן מוסקת הכוונה שהתגבשה בליבו. הכלי המרכזי שלרשותנו לשם כך הינו ""הנחת הכוונה"" ולצידה מבחני עזר המשמשים כמדדים לבחינת יסוד ההחלטה להמית מתוך הנסיבות המוכחות. האמור סוכם ותומצת, לאחרונה, בידי כב' האב""ד של המותב הנוכחי,  ס. הנשיא כב' השופטת ר. יפה – כ""ץ בהכרעת דיננו, שנכתבה על ידי חברתנו, ואליה הצטרפנו, בעניין אדם איטל [תפ""ח (ב""ש) 1172/07 מדינת ישראל נ' אדם איטל. הכ""ד מיום 23.5.11, פורסם באתר נבו], באלה המילים:
""נקבע, כי מאחר וכאשר מדובר ב""כוונה"", עסקינן ביסוד סובייקטיבי, הבוחן, כאמור, את צפייתו של הנאשם את התוצאה ורצונו להשיג את התוצאה הצפויה, אך טבעי הוא שקיים קושי בהוכחתו של יסוד זה על ידי התביעה. לפיכך, הוכרה במשפט ""הנחת הכוונה"" הקובעת, כי לפי ניסיון החיים אדם הנוקט בקו התנהגות מסויים מתכוון בדרך כלל לתוצאות הנובעות באופן טבעי ובהסתברות גבוהה מהתנהגותו זו (ר' למשל בע""פ 228/01 כלב נ' מדינת ישראל פ""ד נז(5) 365, 2003). כך, למשל, אופיו של המעשה והאמצעי בו נעשה שימוש מלמדים על התקיימותה של ""הנחת הכוונה"" ""שכן אופיו של המעשה ותכונתו הקטלנית של האמצעי בו השתמש הנאשם... מעידים כשלעצמם על כוונתו לקפח חייו של הקורבן"" (עניין בן-שימול, לעיל, בעמ' 760). הנחה זו ניתנת לסתירה ואף נטל השכנוע אינו עובר לכתפיו של הנאשם, אלא שעליו מוטל נטל הבאת הראיה ודי שיעורר ספק סביר על מנת לסתור את ההנחה. רוצה לומר, כי ניתן להניח, שהאדם התכוון להשיג את התוצאה הטבעית שנבעה ממעשהו, אלא אם כן מצביעות הנסיבות המיוחדות שהוכחו בביהמ""ש על אפשרות סבירה שהוא לא התכוון אליה. הבחינה היא, של הלך רוחו של הנאשם ולא הטבעיות או הסבירות של התוצאה, וגם אם התוצאה טבעית וצפויה, זכאי הנאשם ליהנות מהספק, אם הוא סביר, שמא לא התכוון אליה. לכן, ובהיות החזקה יוצרת ""אובייקטיביזציה"" של היסוד הסובייקטיבי – אישי של המחשבה הפלילית, השימוש בה צריך להיות זהיר (שם).
על החלטתו של נאשם להמית ניתן ללמוד מתוך התנהגותו בנסיבות המקרה, ובתי המשפט מנו ארבעה מבחני עזר, המיועדים לשמש כמדדים לבחינת יסוד ההחלטה להמית מתוך הנסיבות האמורות. עמד על כך כב' השופט לוין בע""פ 290/87 עבדאללה סבאח נ' מדינת ישראל (פ""ד מב(3) 358):","לכן, הוכרה במשפט ""הנחת הכוונה"" הקובעת, כי לפי ניסיון החיים אדם הנוקט בקו התנהגות מסויים מתכוון בדרך כלל לתוצאות הנובעות באופן טבעי ובהסתברות גבוהה מהתנהגותו זו (ר' למשל בע""פ 228/01 כלב נ' מדינת ישראל פ""ד נז(5) 365, 2003).",0,"תפ""ח (ב""ש) 1172/07",
