citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ע""פ 4890/01","דיון
8.	קשה היא מלאכת גזירת הדין, בעיקר כאשר עסקינן באנשים צעירים אשר עברם אינו מכביד, ואשר ביצעו עבירות חמורות, הפוגעות בחברה. כידוע, מושפעת הענישה משיקולי גמול, מניעה והרתעה (אם כי קרנה של ההרתעה ירדה אחרונה בעקבות מחקרים רבים שנעשו על ידי אנשי אקדמיה), נסיבות ביצוע העבירות וחומרתן, נפיצותן ותדירות ביצוען, השפעתן על כלל החברה וההשלכות היכולות להיגרם מהן, כגון מידת הפגיעה בביטחון הציבור, והפחד שמעשים אלה נוטעים בלבו של אדם מן הישוב; עוד היא מושפעת מהנסיבות האישיות של מבצעי העבירות, גילם, עברם הפלילי, שיקולי שיקום ועוד. בכל מקרה ומקרה מוטלת על בית המשפט החובה לערוך את האיזון בין האינטרסים השונים. (ראו לעניין זה גם ע""פ 4890/01 מ""י נ' פלוני, פ""ד נו(1), 594, מפי כב' הש' בייניש (כתוארה אז); ע""פ 2163/05 דג'מיל אלייב נ' מ""י (12/12/05), מפי כב' הש' רובינשטיין, וע""פ 344/81 מ""י נ' שחר סגל, פ""ד לה (4), 313, מפי כב' הנשיא שמגר).
העיקרון המנחה בגזירת עונשו של נאשם הוא קיומו של יחס הולם בין חומרת העבירה בנסיבותיה ומידת אשמו של הנאשם, ובין סוג העונש המוטל עליו ומידתו. (סעיף 40ב לחוק העונשין). השיקולים לבחינת מתחם העונש ההולם למעשה העבירה הם הערך החברתי שנפגע מביצוע העבירה ומידת הפגיעה בו, מדיניות הענישה הנהוגה, ונסיבות הקשורות בביצוע העבירה כמפורט בסעיף 40ט לחוק העונשין (סעיף 40ג(א) לחוק העונשין). על פי סעיף 40יב לחוק העונשין, בית המשפט רשאי לשקול נסיבות נוספות הקשורות בביצוע העבירה לשם קביעת העונש ההולם.","(ראו לעניין זה גם ע""פ 4890/01 מ""י נ' פלוני, פ""ד נו(1), 594, מפי כב' הש' בייניש (כתוארה אז))",0,"ע""פ 4890/01",
"ע""פ 2163/05","דיון
8.	קשה היא מלאכת גזירת הדין, בעיקר כאשר עסקינן באנשים צעירים אשר עברם אינו מכביד, ואשר ביצעו עבירות חמורות, הפוגעות בחברה. כידוע, מושפעת הענישה משיקולי גמול, מניעה והרתעה (אם כי קרנה של ההרתעה ירדה אחרונה בעקבות מחקרים רבים שנעשו על ידי אנשי אקדמיה), נסיבות ביצוע העבירות וחומרתן, נפיצותן ותדירות ביצוען, השפעתן על כלל החברה וההשלכות היכולות להיגרם מהן, כגון מידת הפגיעה בביטחון הציבור, והפחד שמעשים אלה נוטעים בלבו של אדם מן הישוב; עוד היא מושפעת מהנסיבות האישיות של מבצעי העבירות, גילם, עברם הפלילי, שיקולי שיקום ועוד. בכל מקרה ומקרה מוטלת על בית המשפט החובה לערוך את האיזון בין האינטרסים השונים. (ראו לעניין זה גם ע""פ 4890/01 מ""י נ' פלוני, פ""ד נו(1), 594, מפי כב' הש' בייניש (כתוארה אז); ע""פ 2163/05 דג'מיל אלייב נ' מ""י (12/12/05), מפי כב' הש' רובינשטיין, וע""פ 344/81 מ""י נ' שחר סגל, פ""ד לה (4), 313, מפי כב' הנשיא שמגר).
העיקרון המנחה בגזירת עונשו של נאשם הוא קיומו של יחס הולם בין חומרת העבירה בנסיבותיה ומידת אשמו של הנאשם, ובין סוג העונש המוטל עליו ומידתו. (סעיף 40ב לחוק העונשין). השיקולים לבחינת מתחם העונש ההולם למעשה העבירה הם הערך החברתי שנפגע מביצוע העבירה ומידת הפגיעה בו, מדיניות הענישה הנהוגה, ונסיבות הקשורות בביצוע העבירה כמפורט בסעיף 40ט לחוק העונשין (סעיף 40ג(א) לחוק העונשין). על פי סעיף 40יב לחוק העונשין, בית המשפט רשאי לשקול נסיבות נוספות הקשורות בביצוע העבירה לשם קביעת העונש ההולם.","ראו לעניין זה גם ע""פ 2163/05 דג'מיל אלייב נ' מ""י (12/12/05), מפי כב' הש' רובינשטיין.",0,"ע""פ 4890/01",
"ע""פ 344/81","דיון
8.	קשה היא מלאכת גזירת הדין, בעיקר כאשר עסקינן באנשים צעירים אשר עברם אינו מכביד, ואשר ביצעו עבירות חמורות, הפוגעות בחברה. כידוע, מושפעת הענישה משיקולי גמול, מניעה והרתעה (אם כי קרנה של ההרתעה ירדה אחרונה בעקבות מחקרים רבים שנעשו על ידי אנשי אקדמיה), נסיבות ביצוע העבירות וחומרתן, נפיצותן ותדירות ביצוען, השפעתן על כלל החברה וההשלכות היכולות להיגרם מהן, כגון מידת הפגיעה בביטחון הציבור, והפחד שמעשים אלה נוטעים בלבו של אדם מן הישוב; עוד היא מושפעת מהנסיבות האישיות של מבצעי העבירות, גילם, עברם הפלילי, שיקולי שיקום ועוד. בכל מקרה ומקרה מוטלת על בית המשפט החובה לערוך את האיזון בין האינטרסים השונים. (ראו לעניין זה גם ע""פ 4890/01 מ""י נ' פלוני, פ""ד נו(1), 594, מפי כב' הש' בייניש (כתוארה אז); ע""פ 2163/05 דג'מיל אלייב נ' מ""י (12/12/05), מפי כב' הש' רובינשטיין, וע""פ 344/81 מ""י נ' שחר סגל, פ""ד לה (4), 313, מפי כב' הנשיא שמגר).
העיקרון המנחה בגזירת עונשו של נאשם הוא קיומו של יחס הולם בין חומרת העבירה בנסיבותיה ומידת אשמו של הנאשם, ובין סוג העונש המוטל עליו ומידתו. (סעיף 40ב לחוק העונשין). השיקולים לבחינת מתחם העונש ההולם למעשה העבירה הם הערך החברתי שנפגע מביצוע העבירה ומידת הפגיעה בו, מדיניות הענישה הנהוגה, ונסיבות הקשורות בביצוע העבירה כמפורט בסעיף 40ט לחוק העונשין (סעיף 40ג(א) לחוק העונשין). על פי סעיף 40יב לחוק העונשין, בית המשפט רשאי לשקול נסיבות נוספות הקשורות בביצוע העבירה לשם קביעת העונש ההולם.
ה. קצינת המבחן המליצה, כאמור, להטיל על הנאשם מאסר שירוצה בעבודות שירות וכן מאסר על תנאי מרתיע, צו מבחן והתחייבות, ואולם יש לזכור כי מדובר בהמלצה אשר אינה מחייבת, בשל מערך השיקולים השונה בין המערכות.
""שיקוליו של שירות המבחן למבוגרים אינם חופפים בהכרח את שיקוליו של בית המשפט, וזאת, בין היתר, מאחר שהוא אינו מופקד על הראייה הכוללת, הבוחנת את אלמנט ההרתעה הכללי ונתונים כיוצא אלה... השירות רואה את עיקר מעייניו במיצויו של היבט מוגדר של התנותנים, הנאספים לקראת ההכרעה השיפוטית, ובית המשפט הוא שיוצר את האיזון הנאות בין הנתונים השונים ומופקד על ראייתו של השלם להבדיל מן הקטע או המקוטע"" (ע""פ 344/81, 359 מ""י נ' סגל, פ""ד לה(4) 313, 318, מפי כב' הנשיא שמגר; וכן ראו רע""פ 8787/03 מנסור נ' מ""י (11/1/04), מפי כב' הש' טירקל;  ע""פ 4383/07 אבו פנה נ' מ""י (25/9/07), מפי כב' הש' ארבל; בש""פ 7835/09 אגבאריה נ' מ""י (18/10/09), מפי כב' הש' חיות).
חוששתני כי לא אוכל להיעתר להמלצתה של קצינת המבחן וכן לבקשת הנאשם להטיל עליו עונש שאינו כרוך במאסר בין כתלי הכלא. בנסיבות החומרות של המקרה הנדון, התוצאה המתבקשת מהעדפת נסיבותיו האישיות של הנאשם על פני האינטרס הציבורי, היא מתן לגיטימציה לאנשים נורמטיביים או בעלי עבר פלילי בלתי מכביד לפעול לפתרון סכסוכים בדרך של אלימות. בענישה המקלה כמבוקש על ידי הנאשם יהיה משום התעלמות מחומרת מעשיו, והסיכון הרב שיצר בצוותא עם שותפו לשלומם של המתלוננים והציבור בכללותו. הקלת ראש בעבירות אלה עלולה לגרום להסלמתה של האלימות הגואה במחוזותינו, לרמה אשר תפגע אנושות בסדר הציבורי.","""שיקוליו של שירות המבחן למבוגרים אינם חופפים בהכרח את שיקוליו של בית המשפט, וזאת, בין היתר, מאחר שהוא אינו מופקד על הראייה הכוללת, הבוחנת את אלמנט ההרתעה הכללי ונתונים כיוצא אלה... השירות רואה את עיקר מעייניו במיצויו של היבט מוגדר של התנותנים, הנאספים לקראת ההכרעה השיפוטית, ובית המשפט הוא שיוצר את האיזון הנאות בין הנתונים השונים ומופקד על ראייתו של השלם להבדיל מן הקטע או המקוטע"" (ע""פ 344/81, 359 מ""י נ' סגל, פ""ד לה(4) 313, 318, מפי כב' הנשיא שמגר; וכן ראו רע""פ 8787/03 מנסור נ' מ""י (11/1/04), מפי כב' הש' טירקל;  ע""פ 4383/07 אבו פנה נ' מ""י (25/9/07), מפי כב' הש' ארבל; בש""פ 7835/09 אגבאריה נ' מ""י (18/10/09), מפי כב' הש' חיות).",0,"ע""פ 4890/01",
"ע""פ 1523/10","העיקרון המנחה בגזירת עונשו של נאשם הוא קיומו של יחס הולם בין חומרת העבירה בנסיבותיה ומידת אשמו של הנאשם, ובין סוג העונש המוטל עליו ומידתו. (סעיף 40ב לחוק העונשין). השיקולים לבחינת מתחם העונש ההולם למעשה העבירה הם הערך החברתי שנפגע מביצוע העבירה ומידת הפגיעה בו, מדיניות הענישה הנהוגה, ונסיבות הקשורות בביצוע העבירה כמפורט בסעיף 40ט לחוק העונשין (סעיף 40ג(א) לחוק העונשין). על פי סעיף 40יב לחוק העונשין, בית המשפט רשאי לשקול נסיבות נוספות הקשורות בביצוע העבירה לשם קביעת העונש ההולם.
הפסיקה פירשה את עקרון ההלימה - יחס הולם בין חומרת מעשיה העבירה ואשם הנאשם לבין חומרת העונש שיושת עליו - כמבטא את ""עקרון הגמול"". ראו לענין זה דברי כב' הש' רובינשטיין בע""פ 1523/10 פלונית נ' מ""י (18/4/12):
""מלשון התיקון ברי (ראו גם דברי ההסבר הצעות חוק הממשלה תשס""ו, 448-446), כי בגדרי עקרונות הענישה ""גמול, הרתעה אישית או כללית, הגנת שלום הציבור ושיקום"" ניתנה כאן בכורה לעקרון ההלימות. בדברי ההסבר נאמר, כי: ""עקרון-העל, המוצע בסעיף 40ב, הוא עקרון ההלימות, ולפיו נדרש יחס הולם בין חומרת מעשה העבירה ואשם הנאשם לבין חומרת העונש שיושת עליו. יחס זה מבטא את עקרון הגמול"" (ראו גם דברי השופט חאלד כבוב בהרצאה, המובאים על-ידי השופט דרורי (פסקה 185)). אכן, דברי המחוקק כוללים גם איזונים מסוגים שונים, שיש ליישמם בכל מקרה לגופו; בבסיס, על כפות המאזניים מונחים מזה ""חומרת מעשה העבירות בנסיבותיו ומידת אשמו של הנאשם"" ומזה ""סוג ומידת העונש"", וכדי שכפות המאזניים יהיו מעוינות יש צורך בהלימה (""יחס הולם"") בין השניים. ואולם, מרחב שיקול הדעת הנתון לבית המשפט אינו מועט, בגדרי נסיבות המקרה, והוא כולל את מידת האשם ואת מידת העונש. גם אם ""כוכב הצפון"", ""העיקרון המנחה"", כולל בגדרי ההלימות את הגמול לפי חומרת המעשה בנסיבות, לא התעלם המחוקק מיסודות הענישה האחרים, ובהם ההרתעה והשיקום, וכן מן הנסיבות האישיות, אך קבע בכורה (על הצעת החוק ראו גם המאמרים שפורסמו במסגרת כתב העת חוקים גליון מספר 3 (2011))"". (כן ראו 156/80  כוכבי בנימין נ' מ""י, פ""ד לה(4) 744, מפי כב' הש' אלון).","הפסיקה פירשה את עקרון ההלימה - יחס הולם בין חומרת מעשיה העבירה ואשם הנאשם לבין חומרת העונש שיושת עליו - כמבטא את ""עקרון הגמול"". ראו לענין זה דברי כב' הש' רובינשטיין בע""פ 1523/10 פלונית נ' מ""י (18/4/12):
""מלשון התיקון ברי (ראו גם דברי ההסבר הצעות חוק הממשלה תשס""ו, 448-446), כי בגדרי עקרונות הענישה ""גמול, הרתעה אישית או כללית, הגנת שלום הציבור ושיקום"" ניתנה כאן בכורה לעקרון ההלימות. בדברי ההסבר נאמר, כי: ""עקרון-העל, המוצע בסעיף 40ב, הוא עקרון ההלימות, ולפיו נדרש יחס הולם בין חומרת מעשה העבירה ואשם הנאשם לבין חומרת העונש שיושת עליו. יחס זה מבטא את עקרון הגמול"" (ראו גם דברי השופט חאלד כבוב בהרצאה, המובאים על-ידי השופט דרורי (פסקה 185)). אכן, דברי המחוקק כוללים גם איזונים מסוגים שונים, שיש ליישמם בכל מקרה לגופו; בבסיס, על כפות המאזניים מונחים מזה ""חומרת מעשה העבירות בנסיבותיו ומידת אשמו של הנאשם"" ומזה ""סוג ומידת העונש"", וכדי שכפות המאזניים יהיו מעוינות יש צורך בהלימה (""יחס הולם"") בין השניים. ואולם, מרחב שיקול הדעת הנתון לבית המשפט אינו מועט, בגדרי נסיבות המקרה, והוא כולל את מידת האשם ואת מידת העונש. גם אם ""כוכב הצפון"", ""העיקרון המנחה"", כולל בגדרי ההלימות את הגמול לפי חומרת המעשה בנסיבות, לא התעלם המחוקק מיסודות הענישה האחרים, ובהם ההרתעה והשיקום, וכן מן הנסיבות האישיות, אך קבע בכורה (על הצעת החוק ראו גם המאמרים שפורסמו במסגרת כתב העת חוקים גליון מספר 3 (2011))"".",0,"ע""פ 1523/10",http://www.nevo.co.il/case/6243627
"ע""פ 1332/04","רבות נכתב אודות פוטנציאל הסיכון הגלום בעבירות בנשק, ועל הצורך בהחמרת הענישה  בעבירות של החזקה, נשיאה ושימוש בנשק חם מסוגים שונים. בית המשפט העליון חזר וציין את זמינותו של הנשק החם, הקלות הבלתי נסבלת בה נעשה בו שימוש, אפילו בעקבות סכסוכים קלי ערך (""סכסוכי זוטא""), ואת חובתו של בית המשפט לתרום חלקו להרתעה ומניעה של תופעה נלוזה זו.
""מן הראוי שיהיה בעונש כדי להרתיע מנפיצות התופעה העבריינית של החזקה, נשיאה ושימוש בנשק חם מסוגים שונים. גם אם נכון הדבר כי עד כה רמת הענישה בעבירות של החזקת נשק אינה גבוהה, הרי שהמציאות השוררת היום בארץ - זמינותו של נשק חם ורב עוצמה שיש עמו פוטנציאל להסלמה באלימות העבריינית והאידיאולוגית כאחד - מחייבים מתן ביטוי עונשי הולם והחמרה ברמת הענישה"". (ע""פ 1332/04  מ""י נ' פס, פ""ד נח(5) 541, מפי כב' הש' (כתוארה אז) ביניש; ראו גם רע""פ 10376/05 ברהוב נ' מ""י (17/5/06),  מפי כב' הש' ג'ובראן).
ראו גם:","""מן הראוי שיהיה בעונש כדי להרתיע מנפיצות התופעה העבריינית של החזקה, נשיאה ושימוש בנשק חם מסוגים שונים. גם אם נכון הדבר כי עד כה רמת הענישה בעבירות של החזקת נשק אינה גבוהה, הרי שהמציאות השוררת היום בארץ - זמינותו של נשק חם ורב עוצמה שיש עמו פוטנציאל להסלמה באלימות העבריינית והאידיאולוגית כאחד - מחייבים מתן ביטוי עונשי הולם והחמרה ברמת הענישה"". (ע""פ 1332/04  מ""י נ' פס, פ""ד נח(5) 541, מפי כב' הש' (כתוארה אז) ביניש)",0,"ע""פ 1332/04",http://www.nevo.co.il/case/5762686
"ר ע""פ 10376/05","רבות נכתב אודות פוטנציאל הסיכון הגלום בעבירות בנשק, ועל הצורך בהחמרת הענישה  בעבירות של החזקה, נשיאה ושימוש בנשק חם מסוגים שונים. בית המשפט העליון חזר וציין את זמינותו של הנשק החם, הקלות הבלתי נסבלת בה נעשה בו שימוש, אפילו בעקבות סכסוכים קלי ערך (""סכסוכי זוטא""), ואת חובתו של בית המשפט לתרום חלקו להרתעה ומניעה של תופעה נלוזה זו.
""מן הראוי שיהיה בעונש כדי להרתיע מנפיצות התופעה העבריינית של החזקה, נשיאה ושימוש בנשק חם מסוגים שונים. גם אם נכון הדבר כי עד כה רמת הענישה בעבירות של החזקת נשק אינה גבוהה, הרי שהמציאות השוררת היום בארץ - זמינותו של נשק חם ורב עוצמה שיש עמו פוטנציאל להסלמה באלימות העבריינית והאידיאולוגית כאחד - מחייבים מתן ביטוי עונשי הולם והחמרה ברמת הענישה"". (ע""פ 1332/04  מ""י נ' פס, פ""ד נח(5) 541, מפי כב' הש' (כתוארה אז) ביניש; ראו גם רע""פ 10376/05 ברהוב נ' מ""י (17/5/06),  מפי כב' הש' ג'ובראן).
ראו גם:","ראו גם רע""פ 10376/05 ברהוב נ' מ""י (17/5/06),  מפי כב' הש' ג'ובראן).",0,"ע""פ 1332/04",http://www.nevo.co.il/case/5762686
"ע""פ 1676/08","ראו גם:
""אכן, המערערים עשו שימוש בנשק חם, בלב אזור מגורים, בדרך אשר הפכה, כפי שציין בית המשפט קמא, מקובלת ליישוב סכסוכים בחלק מן החברה בה מדובר. דומה כי אין מנוס מהכבדת היד, ותוך נקיטת מדיניות ענישה מחמירה בכגון דא, הכוללת תקופה משמעותית של מאסר מאחורי סורג ובריח, גם לאנשים בעלי רקע נורמטיבי - כמו המערערים שלפנינו. ראוי שייצא הקול במקומות המתאימים, כי דינו של העושה שימוש בנשק שלא כדין עלול להיגזר לתקופת מאסר של ממש"". (ע""פ 1676/08, 2148 אבו האני נ' מ""י (1/6/09), מפי כב' הש' רובינשטיין; כן ראו ע""פ 371/08 מ""י נ' ביטאו (27/10/08), מפי כב' הש' ארבל).
ג. חומרה יתירה יש בכך שהנאשם ירה בצוותא עם ג'בארין מספר יריות בשעת ערב לעבר בית המתלונן המצוי בשכונה צפופה למדי, בעת שהמתלונן ובני משפחתו ישבו במרפסת הבית שבקומה הקרקע, מעשה שכרוכה בו סכנה ממשית לחיי אדם, לא רק למעורבים בסכסוך, אלא לכל מי שנמצא אותה עת בסביבה, תוך שהם מגלים אדישות וקלות דעת לתוצאות הקשות וההרסניות שעלולות להיגרם ממעשיהם. כאמור, אין מדובר רק במתלונן עמו היה לנאשם או לאחיו סכסוך קודם, אלא בבני משפחתו, הורים, אחים, נשים וילדים, בשכנים, ועוברי דרך בסמיכות למקום, אשר היו עלולים להפגע מהירי.","""אכן, המערערים עשו שימוש בנשק חם, בלב אזור מגורים, בדרך אשר הפכה, כפי שציין בית המשפט קמא, מקובלת ליישוב סכסוכים בחלק מן החברה בה מדובר. דומה כי אין מנוס מהכבדת היד, ותוך נקיטת מדיניות ענישה מחמירה בכגון דא, הכוללת תקופה משמעותית של מאסר מאחורי סורג ובריח, גם לאנשים בעלי רקע נורמטיבי - כמו המערערים שלפנינו. ראוי שייצא הקול במקומות המתאימים, כי דינו של העושה שימוש בנשק שלא כדין עלול להיגזר לתקופת מאסר של ממש"". (ע""פ 1676/08, 2148 אבו האני נ' מ""י (1/6/09), מפי כב' הש' רובינשטיין)",0,"ע""פ 1676/08",http://www.nevo.co.il/case/5736455
"ע""פ 371/08","ראו גם:
""אכן, המערערים עשו שימוש בנשק חם, בלב אזור מגורים, בדרך אשר הפכה, כפי שציין בית המשפט קמא, מקובלת ליישוב סכסוכים בחלק מן החברה בה מדובר. דומה כי אין מנוס מהכבדת היד, ותוך נקיטת מדיניות ענישה מחמירה בכגון דא, הכוללת תקופה משמעותית של מאסר מאחורי סורג ובריח, גם לאנשים בעלי רקע נורמטיבי - כמו המערערים שלפנינו. ראוי שייצא הקול במקומות המתאימים, כי דינו של העושה שימוש בנשק שלא כדין עלול להיגזר לתקופת מאסר של ממש"". (ע""פ 1676/08, 2148 אבו האני נ' מ""י (1/6/09), מפי כב' הש' רובינשטיין; כן ראו ע""פ 371/08 מ""י נ' ביטאו (27/10/08), מפי כב' הש' ארבל).
ג. חומרה יתירה יש בכך שהנאשם ירה בצוותא עם ג'בארין מספר יריות בשעת ערב לעבר בית המתלונן המצוי בשכונה צפופה למדי, בעת שהמתלונן ובני משפחתו ישבו במרפסת הבית שבקומה הקרקע, מעשה שכרוכה בו סכנה ממשית לחיי אדם, לא רק למעורבים בסכסוך, אלא לכל מי שנמצא אותה עת בסביבה, תוך שהם מגלים אדישות וקלות דעת לתוצאות הקשות וההרסניות שעלולות להיגרם ממעשיהם. כאמור, אין מדובר רק במתלונן עמו היה לנאשם או לאחיו סכסוך קודם, אלא בבני משפחתו, הורים, אחים, נשים וילדים, בשכנים, ועוברי דרך בסמיכות למקום, אשר היו עלולים להפגע מהירי.","כן ראו ע""פ 371/08 מ""י נ' ביטאו (27/10/08), מפי כב' הש' ארבל",0,"ע""פ 1676/08",http://www.nevo.co.il/case/5736455
"ע""פ 6493/05","ג. חומרה יתירה יש בכך שהנאשם ירה בצוותא עם ג'בארין מספר יריות בשעת ערב לעבר בית המתלונן המצוי בשכונה צפופה למדי, בעת שהמתלונן ובני משפחתו ישבו במרפסת הבית שבקומה הקרקע, מעשה שכרוכה בו סכנה ממשית לחיי אדם, לא רק למעורבים בסכסוך, אלא לכל מי שנמצא אותה עת בסביבה, תוך שהם מגלים אדישות וקלות דעת לתוצאות הקשות וההרסניות שעלולות להיגרם ממעשיהם. כאמור, אין מדובר רק במתלונן עמו היה לנאשם או לאחיו סכסוך קודם, אלא בבני משפחתו, הורים, אחים, נשים וילדים, בשכנים, ועוברי דרך בסמיכות למקום, אשר היו עלולים להפגע מהירי.
""המערערים עשו שימוש בנשק חם על רקע סכסוך שפרץ בין משפחותיהם, תוך שהם מתכוונים לגרום חבלות ופציעה לזולת. ירי מסוג זה, ובמיוחד כשהוא מתרחש באזור מגורים, כרוכה בו סכנה של ממש לחיי אדם, ולא רק לאלה המעורבים בסכסוך, אלא גם לעוברי אורח תמימים. הנכונות של המערערים לעשות שימוש בנשק חם, ותהיה המחלוקת ביניהם אשר תהיה, היא המלמדת על מסוכנותם, ומכאן הצורך לנהוג בהם ביד קשה, דבר המתחייב גם מהצורך להרתיע את הרבים"". (ע""פ 6493/05, 8353 מוסא נ' מ""י (22/2/06), מפי כב' הש' לוי).
אין מדובר באירוע ספונטני אליו נקלע הנאשם בעל כורחו, כי אם במעשה אשר תוכנן מראש, ולשם ביצועו הצטיידו ג'בארין והנאשם, מכוח היותו מבצע בצוותא, בנשק ובתחמושת, כמפורט בעובדות כתב האישום המתוקן.","""המערערים עשו שימוש בנשק חם על רקע סכסוך שפרץ בין משפחותיהם, תוך שהם מתכוונים לגרום חבלות ופציעה לזולת. ירי מסוג זה, ובמיוחד כשהוא מתרחש באזור מגורים, כרוכה בו סכנה של ממש לחיי אדם, ולא רק לאלה המעורבים בסכסוך, אלא גם לעוברי אורח תמימים. הנכונות של המערערים לעשות שימוש בנשק חם, ותהיה המחלוקת ביניהם אשר תהיה, היא המלמדת על מסוכנותם, ומכאן הצורך לנהוג בהם ביד קשה, דבר המתחייב גם מהצורך להרתיע את הרבים"". (ע""פ 6493/05, 8353 מוסא נ' מ""י (22/2/06), מפי כב' הש' לוי).",0,"ע""פ 6493/05",http://www.nevo.co.il/case/6068562
"ע""פ 9373/10","10.	מתחם הענישה
א. באי כח הצדדים הביאו בפני בית המשפט פסיקה בעבירות דומות ובה קשת רחבה של עונשים, זה בכה וזה בכה. המאשימה הפנתה בטיעוניה לפסקי דין בהם נגזרו בגין עבירות בנשק, ירי באזור מגורים ואיומים עונשי מאסר בפועל בטווח של בין 30 חודשי מאסר בפועל ל- 4 שנות מאסר בפועל (ראו ע""פ 9373/10 ותד נ' מ""י (14/9/11) מפי כב' הש' לוי; ע""פ 2733/11  רקיבי נ' מ""י (14/11/11), מפי כב' הש' נאור; ע""פ 4435/11 מרזוק נ' מ""י (1/7/12), מפי כב' הש' נאור; ע""פ 2839/05 ראיד עבד אל קאדר (17/11/05), מפי כב' הש' לוי; ת""פ (חי') 11- 02- 49632  מ""י נ' מחאג'נה (19/7/11), מפי כב' הש' גרשון; ועוד).
ואילו, סנגורו של הנאשם הפנה למספר פסקי דין בהם נגזרו על נאשמים בעבירות בנשק עונשים בטווח שבין מספר חודשי עבודות שירות ל- 9 חודשי מאסר בפועל. (ראו ע""פ 7139/12 גורנו נ' מ""י (9/5/13), מפי כב' הש' רובינשטיין; ת""פ (חי') מ""י נ' עאסלה (1/11/10), מפי כב' הש' בר-זיו; ת""פ (עכו) 12- 02- 5102  מ""י נ' חמדון (24/3/13), מפי כב' הש' סלאח).","המאשימה הפנתה בטיעוניה לפסקי דין בהם נגזרו בגין עבירות בנשק, ירי באזור מגורים ואיומים עונשי מאסר בפועל בטווח של בין 30 חודשי מאסר בפועל ל- 4 שנות מאסר בפועל (ראו ע""פ 9373/10 ותד נ' מ""י (14/9/11) מפי כב' הש' לוי)",1,"ע""פ 9373/10",http://www.nevo.co.il/case/6151556
