citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ע""פ 512/13","המחלוקת בין הצדדים נותרה בשאלת עונש המאסר בפועל הכולל שייגזר על הנאשם; בעוד המאשימה עותרת לעונש מאסר בפועל של 23 שנים, עותרת ההגנה לעונש מאסר בפועל של 18 שנים.
בע""פ 512/13 פלוני נ' מדינת ישראל [פורסם בנבו] (4.12.13), נדון המיתאם שבין ""מתחם העונש ההולם"" לבין טווח הענישה המוצע לבית המשפט במסגרת הסדר טיעון ונקבע שלא מדובר במושגים זהים.
בעוד טווח הענישה שבהסדר טיעון נובע מהסכמה בין הצדדים בלבד ומביא לידי ביטוי, בין היתר, את שיקולי התביעה (כגון: אינטרס הציבור בענישה הולמת ומהירה למעשי עבירה, חסכון במשאבים, קשיים ראיתיים, ואף נסיבות ספציפיות של הנאשם לקולא וכו'), למול שיקולי הנאשם (כגון: רצון להביא להפחתה באישומים, הקלה בעונש או הימנעות מניהול הליך משפטי ארוך ויקר שלא לצורך), הרי שמתחם העונש ההולם מהווה ""קביעה נורמטיבית"" של בית המשפט באשר לטווח הענישה הראוי בגין העבירה בנסיבותיה, מידת אשמו של הנאשם וסוג ומידת העונש המוטל עליו.
על אף שתיקון מס' 113 לחוק העונשין לא קבע מהו היחס הראוי בין מתחם העונש ההולם לטווח ענישה המוצע בהסדר טיעון, עדיין, יש בדרך כלל לכבד הסדרי טיעון במידה והם עומדים ב""מבחן האיזון"" אשר נקבע בע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז(1), 577. (להלן: ""הלכת האיזון"").  למעשה, גם אם טווח הענישה המוצע בהסדר הטיעון נמוך מ""מתחם העונש ההולם"", עדיין יש לכבד את ההסדר אם התביעה ערכה איזון מתאים בין ההקלה שניתנה לנאשם לבין התועלת הציבורית שהייתה כרוכה בעריכת הסדר הטיעון, ו""הלכת האיזון"" שנקבעה בפסק הדין פלוני הנ""ל, בהרכב מורחב של 9 שופטים, אינה עומדת בסתירה  לתיקון 113 לחוק העונשין.
בע""פ 3856/13 שי גוני נ' מדינת ישראל [פורסם בנבו] (3.2.14) ובע""פ 9246/12 עמר וסלמן חמאיסה נ' מדינת ישראל [פורסם בנבו] (24.3.14), נתקבלה עמדת כב' השופט מלצר בע""פ 512/13 הנ""ל ולפיה:
""...אין למתוח קו של זהות בין הסדרי טיעון לבין מתחם הענישה אלא יש לִיְלֵך במתווה... לפיו תחילה באה קביעת מתחם ענישה לפי תיקון 113 כנתינתו, אחר כך השוואתה לטווח בהסדר הטיעון וככל שהטווח אושר – קביעת העונש גם בהתחשב בהסדר הטיעון"".","בע""פ 512/13 פלוני נ' מדינת ישראל [פורסם בנבו] (4.12.13), נדון המיתאם שבין ""מתחם העונש ההולם"" לבין טווח הענישה המוצע לבית המשפט במסגרת הסדר טיעון ונקבע שלא מדובר במושגים זהים. בעוד טווח הענישה שבהסדר טיעון נובע מהסכמה בין הצדדים בלבד ומביא לידי ביטוי, בין היתר, את שיקולי התביעה (כגון: אינטרס הציבור בענישה הולמת ומהירה למעשי עבירה, חסכון במשאבים, קשיים ראיתיים, ואף נסיבות ספציפיות של הנאשם לקולא וכו'), למול שיקולי הנאשם (כגון: רצון להביא להפחתה באישומים, הקלה בעונש או הימנעות מניהול הליך משפטי ארוך ויקר שלא לצורך), הרי שמתחם העונש ההולם מהווה ""קביעה נורמטיבית"" של בית המשפט באשר לטווח הענישה הראוי בגין העבירה בנסיבותיה, מידת אשמו של הנאשם וסוג ומידת העונש המוטל עליו. על אף שתיקון מס' 113 לחוק העונשין לא קבע מהו היחס הראוי בין מתחם העונש ההולם לטווח ענישה המוצע בהסדר טיעון, עדיין, יש בדרך כלל לכבד הסדרי טיעון במידה והם עומדים ב""מבחן האיזון"" אשר נקבע בע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז(1), 577. (להלן: ""הלכת האיזון""). למעשה, גם אם טווח הענישה המוצע בהסדר הטיעון נמוך מ""מתחם העונש ההולם"", עדיין יש לכבד את ההסדר אם התביעה ערכה איזון מתאים בין ההקלה שניתנה לנאשם לבין התועלת הציבורית שהייתה כרוכה בעריכת הסדר הטיעון, ו""הלכת האיזון"" שנקבעה בפסק הדין פלוני הנ""ל, בהרכב מורחב של 9 שופטים, אינה עומדת בסתירה לתיקון 113 לחוק העונשין.",0,"ע""פ 512/13",http://www.nevo.co.il/case/5569233
"ע""פ 1958/98","לשם קביעת העונש ההולם על בית המשפט להתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה, הכל כאמור בסימן א'-1 לחוק העונשין שכותרתו ""הבניית שיקול הדעת השיפוטי בענישה"", והורתו בתיקון מספר 113 לחוק העונשין.
על אף שתיקון מס' 113 לחוק העונשין לא קבע מהו היחס הראוי בין מתחם העונש ההולם לטווח ענישה המוצע בהסדר טיעון, עדיין, יש בדרך כלל לכבד הסדרי טיעון במידה והם עומדים ב""מבחן האיזון"" אשר נקבע בע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז(1), 577. (להלן: ""הלכת האיזון"").  למעשה, גם אם טווח הענישה המוצע בהסדר הטיעון נמוך מ""מתחם העונש ההולם"", עדיין יש לכבד את ההסדר אם התביעה ערכה איזון מתאים בין ההקלה שניתנה לנאשם לבין התועלת הציבורית שהייתה כרוכה בעריכת הסדר הטיעון, ו""הלכת האיזון"" שנקבעה בפסק הדין פלוני הנ""ל, בהרכב מורחב של 9 שופטים, אינה עומדת בסתירה  לתיקון 113 לחוק העונשין.
בע""פ 3856/13 שי גוני נ' מדינת ישראל [פורסם בנבו] (3.2.14) ובע""פ 9246/12 עמר וסלמן חמאיסה נ' מדינת ישראל [פורסם בנבו] (24.3.14), נתקבלה עמדת כב' השופט מלצר בע""פ 512/13 הנ""ל ולפיה:","על אף שתיקון מס' 113 לחוק העונשין לא קבע מהו היחס הראוי בין מתחם העונש ההולם לטווח ענישה המוצע בהסדר טיעון, עדיין, יש בדרך כלל לכבד הסדרי טיעון במידה והם עומדים ב""מבחן האיזון"" אשר נקבע בע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז(1), 577. (להלן: ""הלכת האיזון"").  למעשה, גם אם טווח הענישה המוצע בהסדר הטיעון נמוך מ""מתחם העונש ההולם"", עדיין יש לכבד את ההסדר אם התביעה ערכה איזון מתאים בין ההקלה שניתנה לנאשם לבין התועלת הציבורית שהייתה כרוכה בעריכת הסדר הטיעון, ו""הלכת האיזון"" שנקבעה בפסק הדין פלוני הנ""ל, בהרכב מורחב של 9 שופטים, אינה עומדת בסתירה  לתיקון 113 לחוק העונשין.",0,"ע""פ 1958/98",
"ע""פ 3856/13","על אף שתיקון מס' 113 לחוק העונשין לא קבע מהו היחס הראוי בין מתחם העונש ההולם לטווח ענישה המוצע בהסדר טיעון, עדיין, יש בדרך כלל לכבד הסדרי טיעון במידה והם עומדים ב""מבחן האיזון"" אשר נקבע בע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז(1), 577. (להלן: ""הלכת האיזון"").  למעשה, גם אם טווח הענישה המוצע בהסדר הטיעון נמוך מ""מתחם העונש ההולם"", עדיין יש לכבד את ההסדר אם התביעה ערכה איזון מתאים בין ההקלה שניתנה לנאשם לבין התועלת הציבורית שהייתה כרוכה בעריכת הסדר הטיעון, ו""הלכת האיזון"" שנקבעה בפסק הדין פלוני הנ""ל, בהרכב מורחב של 9 שופטים, אינה עומדת בסתירה  לתיקון 113 לחוק העונשין.
בע""פ 3856/13 שי גוני נ' מדינת ישראל [פורסם בנבו] (3.2.14) ובע""פ 9246/12 עמר וסלמן חמאיסה נ' מדינת ישראל [פורסם בנבו] (24.3.14), נתקבלה עמדת כב' השופט מלצר בע""פ 512/13 הנ""ל ולפיה:
""...אין למתוח קו של זהות בין הסדרי טיעון לבין מתחם הענישה אלא יש לִיְלֵך במתווה... לפיו תחילה באה קביעת מתחם ענישה לפי תיקון 113 כנתינתו, אחר כך השוואתה לטווח בהסדר הטיעון וככל שהטווח אושר – קביעת העונש גם בהתחשב בהסדר הטיעון"".
""...אין למתוח קו של זהות בין הסדרי טיעון לבין מתחם הענישה אלא יש לִיְלֵך במתווה... לפיו תחילה באה קביעת מתחם ענישה לפי תיקון 113 כנתינתו, אחר כך השוואתה לטווח בהסדר הטיעון וככל שהטווח אושר – קביעת העונש גם בהתחשב בהסדר הטיעון"".
בע""פ 3856/13 הנ""ל, נקבע כי בתיקון 113 אין כדי לשנות מן המדיניות המשפטית הנוהגת:
""לפיה בית המשפט אינו כבול לעונש עליו הסכימו הצדדים במסגרת הסדר הטיעון, ועליו לבחנו בהתאם לאמות המידה המקובלות, כאשר אליהן יתווספו ואף יקבלו מקום מרכזי, השיקולים המתחייבים מקיומו של הסדר טיעון"" (ראו גם ע""פ 8802/13 דורון לוי נ' מדינת ישראל (10.3.14); ע""פ 3659/13 פלוני נ' מדינת ישראל [פורסם בנבו] (24.3.14); ע""פ 7777/12 יעקב בלקאר נ' מדינת ישראל [פורסם בנבו] (25.3.14)).","בע""פ 3856/13 שי גוני נ' מדינת ישראל [פורסם בנבו] (3.2.14) ובע""פ 9246/12 עמר וסלמן חמאיסה נ' מדינת ישראל [פורסם בנבו] (24.3.14), נתקבלה עמדת כב' השופט מלצר בע""פ 512/13 הנ""ל ולפיה:
""...אין למתוח קו של זהות בין הסדרי טיעון לבין מתחם הענישה אלא יש לִיְלֵך במתווה... לפיו תחילה באה קביעת מתחם ענישה לפי תיקון 113 כנתינתו, אחר כך השוואתה לטווח בהסדר הטיעון וככל שהטווח אושר – קביעת העונש גם בהתחשב בהסדר הטיעון"".
בע""פ 3856/13 הנ""ל, נקבע כי בתיקון 113 אין כדי לשנות מן המדיניות המשפטית הנוהגת:
""לפיה בית המשפט אינו כבול לעונש עליו הסכימו הצדדים במסגרת הסדר הטיעון, ועליו לבחנו בהתאם לאמות המידה המקובלות, כאשר אליהן יתווספו ואף יקבלו מקום מרכזי, השיקולים המתחייבים מקיומו של הסדר טיעון"" (ראו גם ע""פ 8802/13 דורון לוי נ' מדינת ישראל (10.3.14); ע""פ 3659/13 פלוני נ' מדינת ישראל [פורסם בנבו] (24.3.14); ע""פ 7777/12 יעקב בלקאר נ' מדינת ישראל [פורסם בנבו] (25.3.14)).",0,"ע""פ 1958/98",
"ע""פ 512/13","המחלוקת בין הצדדים נותרה בשאלת עונש המאסר בפועל הכולל שייגזר על הנאשם; בעוד המאשימה עותרת לעונש מאסר בפועל של 23 שנים, עותרת ההגנה לעונש מאסר בפועל של 18 שנים.
בע""פ 512/13 פלוני נ' מדינת ישראל [פורסם בנבו] (4.12.13), נדון המיתאם שבין ""מתחם העונש ההולם"" לבין טווח הענישה המוצע לבית המשפט במסגרת הסדר טיעון ונקבע שלא מדובר במושגים זהים.
בעוד טווח הענישה שבהסדר טיעון נובע מהסכמה בין הצדדים בלבד ומביא לידי ביטוי, בין היתר, את שיקולי התביעה (כגון: אינטרס הציבור בענישה הולמת ומהירה למעשי עבירה, חסכון במשאבים, קשיים ראיתיים, ואף נסיבות ספציפיות של הנאשם לקולא וכו'), למול שיקולי הנאשם (כגון: רצון להביא להפחתה באישומים, הקלה בעונש או הימנעות מניהול הליך משפטי ארוך ויקר שלא לצורך), הרי שמתחם העונש ההולם מהווה ""קביעה נורמטיבית"" של בית המשפט באשר לטווח הענישה הראוי בגין העבירה בנסיבותיה, מידת אשמו של הנאשם וסוג ומידת העונש המוטל עליו.
על אף שתיקון מס' 113 לחוק העונשין לא קבע מהו היחס הראוי בין מתחם העונש ההולם לטווח ענישה המוצע בהסדר טיעון, עדיין, יש בדרך כלל לכבד הסדרי טיעון במידה והם עומדים ב""מבחן האיזון"" אשר נקבע בע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז(1), 577. (להלן: ""הלכת האיזון"").  למעשה, גם אם טווח הענישה המוצע בהסדר הטיעון נמוך מ""מתחם העונש ההולם"", עדיין יש לכבד את ההסדר אם התביעה ערכה איזון מתאים בין ההקלה שניתנה לנאשם לבין התועלת הציבורית שהייתה כרוכה בעריכת הסדר הטיעון, ו""הלכת האיזון"" שנקבעה בפסק הדין פלוני הנ""ל, בהרכב מורחב של 9 שופטים, אינה עומדת בסתירה  לתיקון 113 לחוק העונשין.
בע""פ 3856/13 שי גוני נ' מדינת ישראל [פורסם בנבו] (3.2.14) ובע""פ 9246/12 עמר וסלמן חמאיסה נ' מדינת ישראל [פורסם בנבו] (24.3.14), נתקבלה עמדת כב' השופט מלצר בע""פ 512/13 הנ""ל ולפיה:
""...אין למתוח קו של זהות בין הסדרי טיעון לבין מתחם הענישה אלא יש לִיְלֵך במתווה... לפיו תחילה באה קביעת מתחם ענישה לפי תיקון 113 כנתינתו, אחר כך השוואתה לטווח בהסדר הטיעון וככל שהטווח אושר – קביעת העונש גם בהתחשב בהסדר הטיעון"".","בע""פ 512/13 פלוני נ' מדינת ישראל [פורסם בנבו] (4.12.13), נדון המיתאם שבין ""מתחם העונש ההולם"" לבין טווח הענישה המוצע לבית המשפט במסגרת הסדר טיעון ונקבע שלא מדובר במושגים זהים.
בעוד טווח הענישה שבהסדר טיעון נובע מהסכמה בין הצדדים בלבד ומביא לידי ביטוי, בין היתר, את שיקולי התביעה (כגון: אינטרס הציבור בענישה הולמת ומהירה למעשי עבירה, חסכון במשאבים, קשיים ראיתיים, ואף נסיבות ספציפיות של הנאשם לקולא וכו'), למול שיקולי הנאשם (כגון: רצון להביא להפחתה באישומים, הקלה בעונש או הימנעות מניהול הליך משפטי ארוך ויקר שלא לצורך), הרי שמתחם העונש ההולם מהווה ""קביעה נורמטיבית"" של בית המשפט באשר לטווח הענישה הראוי בגין העבירה בנסיבותיה, מידת אשמו של הנאשם וסוג ומידת העונש המוטל עליו.
על אף שתיקון מס' 113 לחוק העונשין לא קבע מהו היחס הראוי בין מתחם העונש ההולם לטווח ענישה המוצע בהסדר טיעון, עדיין, יש בדרך כלל לכבד הסדרי טיעון במידה והם עומדים ב""מבחן האיזון"" אשר נקבע בע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז(1), 577. (להלן: ""הלכת האיזון"").  למעשה, גם אם טווח הענישה המוצע בהסדר הטיעון נמוך מ""מתחם העונש ההולם"", עדיין יש לכבד את ההסדר אם התביעה ערכה איזון מתאים בין ההקלה שניתנה לנאשם לבין התועלת הציבורית שהייתה כרוכה בעריכת הסדר הטיעון, ו""הלכת האיזון"" שנקבעה בפסק הדין פלוני הנ""ל, בהרכב מורחב של 9 שופטים, אינה עומדת בסתירה  לתיקון 113 לחוק העונשין.",0,"ע""פ 512/13",http://www.nevo.co.il/case/5569233
"ע""פ 3856/13","על אף שתיקון מס' 113 לחוק העונשין לא קבע מהו היחס הראוי בין מתחם העונש ההולם לטווח ענישה המוצע בהסדר טיעון, עדיין, יש בדרך כלל לכבד הסדרי טיעון במידה והם עומדים ב""מבחן האיזון"" אשר נקבע בע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז(1), 577. (להלן: ""הלכת האיזון"").  למעשה, גם אם טווח הענישה המוצע בהסדר הטיעון נמוך מ""מתחם העונש ההולם"", עדיין יש לכבד את ההסדר אם התביעה ערכה איזון מתאים בין ההקלה שניתנה לנאשם לבין התועלת הציבורית שהייתה כרוכה בעריכת הסדר הטיעון, ו""הלכת האיזון"" שנקבעה בפסק הדין פלוני הנ""ל, בהרכב מורחב של 9 שופטים, אינה עומדת בסתירה  לתיקון 113 לחוק העונשין.
בע""פ 3856/13 שי גוני נ' מדינת ישראל [פורסם בנבו] (3.2.14) ובע""פ 9246/12 עמר וסלמן חמאיסה נ' מדינת ישראל [פורסם בנבו] (24.3.14), נתקבלה עמדת כב' השופט מלצר בע""פ 512/13 הנ""ל ולפיה:
""...אין למתוח קו של זהות בין הסדרי טיעון לבין מתחם הענישה אלא יש לִיְלֵך במתווה... לפיו תחילה באה קביעת מתחם ענישה לפי תיקון 113 כנתינתו, אחר כך השוואתה לטווח בהסדר הטיעון וככל שהטווח אושר – קביעת העונש גם בהתחשב בהסדר הטיעון"".
""...אין למתוח קו של זהות בין הסדרי טיעון לבין מתחם הענישה אלא יש לִיְלֵך במתווה... לפיו תחילה באה קביעת מתחם ענישה לפי תיקון 113 כנתינתו, אחר כך השוואתה לטווח בהסדר הטיעון וככל שהטווח אושר – קביעת העונש גם בהתחשב בהסדר הטיעון"".
בע""פ 3856/13 הנ""ל, נקבע כי בתיקון 113 אין כדי לשנות מן המדיניות המשפטית הנוהגת:
""לפיה בית המשפט אינו כבול לעונש עליו הסכימו הצדדים במסגרת הסדר הטיעון, ועליו לבחנו בהתאם לאמות המידה המקובלות, כאשר אליהן יתווספו ואף יקבלו מקום מרכזי, השיקולים המתחייבים מקיומו של הסדר טיעון"" (ראו גם ע""פ 8802/13 דורון לוי נ' מדינת ישראל (10.3.14); ע""פ 3659/13 פלוני נ' מדינת ישראל [פורסם בנבו] (24.3.14); ע""פ 7777/12 יעקב בלקאר נ' מדינת ישראל [פורסם בנבו] (25.3.14)).","בע""פ 3856/13 שי גוני נ' מדינת ישראל [פורסם בנבו] (3.2.14) ובע""פ 9246/12 עמר וסלמן חמאיסה נ' מדינת ישראל [פורסם בנבו] (24.3.14), נתקבלה עמדת כב' השופט מלצר בע""פ 512/13 הנ""ל ולפיה:
""...אין למתוח קו של זהות בין הסדרי טיעון לבין מתחם הענישה אלא יש לִיְלֵך במתווה... לפיו תחילה באה קביעת מתחם ענישה לפי תיקון 113 כנתינתו, אחר כך השוואתה לטווח בהסדר הטיעון וככל שהטווח אושר – קביעת העונש גם בהתחשב בהסדר הטיעון"".
בע""פ 3856/13 הנ""ל, נקבע כי בתיקון 113 אין כדי לשנות מן המדיניות המשפטית הנוהגת:
""לפיה בית המשפט אינו כבול לעונש עליו הסכימו הצדדים במסגרת הסדר הטיעון, ועליו לבחנו בהתאם לאמות המידה המקובלות, כאשר אליהן יתווספו ואף יקבלו מקום מרכזי, השיקולים המתחייבים מקיומו של הסדר טיעון"" (ראו גם ע""פ 8802/13 דורון לוי נ' מדינת ישראל (10.3.14); ע""פ 3659/13 פלוני נ' מדינת ישראל [פורסם בנבו] (24.3.14); ע""פ 7777/12 יעקב בלקאר נ' מדינת ישראל [פורסם בנבו] (25.3.14)).",0,"ע""פ 1958/98",
"ע""פ 8802/13","בע""פ 3856/13 הנ""ל, נקבע כי בתיקון 113 אין כדי לשנות מן המדיניות המשפטית הנוהגת:
""לפיה בית המשפט אינו כבול לעונש עליו הסכימו הצדדים במסגרת הסדר הטיעון, ועליו לבחנו בהתאם לאמות המידה המקובלות, כאשר אליהן יתווספו ואף יקבלו מקום מרכזי, השיקולים המתחייבים מקיומו של הסדר טיעון"" (ראו גם ע""פ 8802/13 דורון לוי נ' מדינת ישראל (10.3.14); ע""פ 3659/13 פלוני נ' מדינת ישראל [פורסם בנבו] (24.3.14); ע""פ 7777/12 יעקב בלקאר נ' מדינת ישראל [פורסם בנבו] (25.3.14)).
מתחם העונש ההולם בגין האירוע הראשון","(ראו גם ע""פ 8802/13 דורון לוי נ' מדינת ישראל (10.3.14))",0,"ע""פ 3856/13",http://www.nevo.co.il/case/7029339
"ע""פ 3659/13","בע""פ 3856/13 הנ""ל, נקבע כי בתיקון 113 אין כדי לשנות מן המדיניות המשפטית הנוהגת:
""לפיה בית המשפט אינו כבול לעונש עליו הסכימו הצדדים במסגרת הסדר הטיעון, ועליו לבחנו בהתאם לאמות המידה המקובלות, כאשר אליהן יתווספו ואף יקבלו מקום מרכזי, השיקולים המתחייבים מקיומו של הסדר טיעון"" (ראו גם ע""פ 8802/13 דורון לוי נ' מדינת ישראל (10.3.14); ע""פ 3659/13 פלוני נ' מדינת ישראל [פורסם בנבו] (24.3.14); ע""פ 7777/12 יעקב בלקאר נ' מדינת ישראל [פורסם בנבו] (25.3.14)).
מתחם העונש ההולם בגין האירוע הראשון",(24.3.14),0,"ע""פ 3856/13",http://www.nevo.co.il/case/7029339
"ע""פ 7777/12","בע""פ 3856/13 הנ""ל, נקבע כי בתיקון 113 אין כדי לשנות מן המדיניות המשפטית הנוהגת:
""לפיה בית המשפט אינו כבול לעונש עליו הסכימו הצדדים במסגרת הסדר הטיעון, ועליו לבחנו בהתאם לאמות המידה המקובלות, כאשר אליהן יתווספו ואף יקבלו מקום מרכזי, השיקולים המתחייבים מקיומו של הסדר טיעון"" (ראו גם ע""פ 8802/13 דורון לוי נ' מדינת ישראל (10.3.14); ע""פ 3659/13 פלוני נ' מדינת ישראל [פורסם בנבו] (24.3.14); ע""פ 7777/12 יעקב בלקאר נ' מדינת ישראל [פורסם בנבו] (25.3.14)).
מתחם העונש ההולם בגין האירוע הראשון","(ראו גם ע""פ 7777/12 יעקב בלקאר נ' מדינת ישראל [פורסם בנבו] (25.3.14))",0,"ע""פ 3856/13",http://www.nevo.co.il/case/7029339
"ע""פ 4419/95","""קדושת החיים היא שהניעה את המחוקק לקבוע עונש של מאסר עולם - חובה - לצידה של עבירת הרצח; והיא העומדת בבסיס של קביעת עונש של עשרים שנים מאסר - שהיא התקופה הקצובה בחוק למאסר עולם שאינו עונש חובה – לצידה של עבירת ההריגה. השמירה על קדושת החיים – לרבות קביעתה של קדושה זו בהכרת הכל - היא העומדת בראש תכליות הענישה, במקום שמדובר בנטילת חיי אדם; ועל בית המשפט לשוות זאת לנגד עיניו בגוזרו את הדין בעבירות רצח  והריגה..."".
(ע""פ 4419/95 שחר חדד נ' מדינת ישראל, פ""ד נ(2) 752; ראו גם ע""פ 8314/03 רג'אח שיהד בן עווד נ' מדינת ישראל, [פורסם בנבו] תק-על 2005(2) 3016, 3017).
יחד עם זאת, לרגע לא נעלם מעינינו כי במקרה זה העבירה החמורה ביותר בין אלה בהן הורשע הנאשם הינה עבירה של ""סיוע להריגה"" שהעונש המירבי בגינה הינו מחצית מן העונש המירבי הנקוב בצידה של עבירת ההריגה המושלמת, דהיינו, 10 שנות מאסר ולא 20 (סע' 32 לחוק העונשין).","קדושת החיים היא שהניעה את המחוקק לקבוע עונש של מאסר עולם - חובה - לצידה של עבירת הרצח; והיא העומדת בבסיס של קביעת עונש של עשרים שנים מאסר - שהיא התקופה הקצובה בחוק למאסר עולם שאינו עונש חובה – לצידה של עבירת ההריגה. השמירה על קדושת החיים – לרבות קביעתה של קדושה זו בהכרת הכל - היא העומדת בראש תכליות הענישה, במקום שמדובר בנטילת חיי אדם; ועל בית המשפט לשוות זאת לנגד עיניו בגוזרו את הדין בעבירות רצח  והריגה..."".
(ע""פ 4419/95 שחר חדד נ' מדינת ישראל, פ""ד נ(2) 752)",0,"ע""פ 4419/95",
"ע""פ 8314/03","""קדושת החיים היא שהניעה את המחוקק לקבוע עונש של מאסר עולם - חובה - לצידה של עבירת הרצח; והיא העומדת בבסיס של קביעת עונש של עשרים שנים מאסר - שהיא התקופה הקצובה בחוק למאסר עולם שאינו עונש חובה – לצידה של עבירת ההריגה. השמירה על קדושת החיים – לרבות קביעתה של קדושה זו בהכרת הכל - היא העומדת בראש תכליות הענישה, במקום שמדובר בנטילת חיי אדם; ועל בית המשפט לשוות זאת לנגד עיניו בגוזרו את הדין בעבירות רצח  והריגה..."".
(ע""פ 4419/95 שחר חדד נ' מדינת ישראל, פ""ד נ(2) 752; ראו גם ע""פ 8314/03 רג'אח שיהד בן עווד נ' מדינת ישראל, [פורסם בנבו] תק-על 2005(2) 3016, 3017).
יחד עם זאת, לרגע לא נעלם מעינינו כי במקרה זה העבירה החמורה ביותר בין אלה בהן הורשע הנאשם הינה עבירה של ""סיוע להריגה"" שהעונש המירבי בגינה הינו מחצית מן העונש המירבי הנקוב בצידה של עבירת ההריגה המושלמת, דהיינו, 10 שנות מאסר ולא 20 (סע' 32 לחוק העונשין).","(ע""פ 8314/03 רג'אח שיהד בן עווד נ' מדינת ישראל, [פורסם בנבו] תק-על 2005(2) 3016, 3017)",0,"ע""פ 4419/95",
