citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ר ע""פ 5613/20","בענייננו, רף החומרה שבמעשה הינו גבוה, שכן המדובר בהחזקה של שני אקדחים מסוג חצי אוטומטי GLOCK תוצרת אוסטריה, קליבר 9 מ""מ פאראבלום שבכוחם להמית אדם וכמות משמעותית של 255 כדורי תחמושת מסוג 9 מ""מ.
במסגרת רע""פ 5613/20 אלהוזייל נגד מדינת ישראל (נבו 25.8.2020) ציין בית המשפט את הדברים הבאים:
""לגופם של דברים, עבירות בנשק הפכו בשנים האחרונות, למרבה הצער, לתופעה נפוצה בקרב אוכלוסיות שונות בחברה הישראלית, המביאה לעתים מזומנות לפגיעה בחפים מפשע ולאובדן חיי אדם. כתוצאה מכך, בית משפט זה שב וקבע כי מתחייבת החמרה ממשית בענישה על עבירות אלו, על מנת לשדר מסר מרתיע מפני ביצוען (ראו למשל בע""פ 4406/19 מדינת ישראל נ' סובח, פסקאות 16–17 לחוות דעתי (נבו 5.11.2019); רע""פ 7344/18 מג'יד נ' מדינת ישראל, פסקה 10 (נבו 21.10.2018))"".","במסגרת רע""פ 5613/20 אלהוזייל נגד מדינת ישראל (נבו 25.8.2020) ציין בית המשפט את הדברים הבאים: ""לגופם של דברים, עבירות בנשק הפכו בשנים האחרונות, למרבה הצער, לתופעה נפוצה בקרב אוכלוסיות שונות בחברה הישראלית, המביאה לעתים מזומנות לפגיעה בחפים מפשע ולאובדן חיי אדם. כתוצאה מכך, בית משפט זה שב וקבע כי מתחייבת החמרה ממשית בענישה על עבירות אלו, על מנת לשדר מסר מרתיע מפני ביצוען (ראו למשל בע""פ 4406/19 מדינת ישראל נ' סובח, פסקאות 16–17 לחוות דעתי (נבו 5.11.2019); רע""פ 7344/18 מג'יד נ' מדינת ישראל, פסקה 10 (נבו 21.10.2018))"".",0,"ע""פ 5613/20",
"ע""פ 4406/19","במסגרת רע""פ 5613/20 אלהוזייל נגד מדינת ישראל (נבו 25.8.2020) ציין בית המשפט את הדברים הבאים:
""לגופם של דברים, עבירות בנשק הפכו בשנים האחרונות, למרבה הצער, לתופעה נפוצה בקרב אוכלוסיות שונות בחברה הישראלית, המביאה לעתים מזומנות לפגיעה בחפים מפשע ולאובדן חיי אדם. כתוצאה מכך, בית משפט זה שב וקבע כי מתחייבת החמרה ממשית בענישה על עבירות אלו, על מנת לשדר מסר מרתיע מפני ביצוען (ראו למשל בע""פ 4406/19 מדינת ישראל נ' סובח, פסקאות 16–17 לחוות דעתי (נבו 5.11.2019); רע""פ 7344/18 מג'יד נ' מדינת ישראל, פסקה 10 (נבו 21.10.2018))"".
וראו גם: ע""פ 8416/09 מדינת ישראל נ' חרבוש ואח' (נבו 9.6.2010):","""ראו למשל בע""פ 4406/19 מדינת ישראל נ' סובח, פסקאות 16–17 לחוות דעתי (נבו 5.11.2019)""",0,"ע""פ 5613/20",
"ר ע""פ 7344/18","במסגרת רע""פ 5613/20 אלהוזייל נגד מדינת ישראל (נבו 25.8.2020) ציין בית המשפט את הדברים הבאים:
""לגופם של דברים, עבירות בנשק הפכו בשנים האחרונות, למרבה הצער, לתופעה נפוצה בקרב אוכלוסיות שונות בחברה הישראלית, המביאה לעתים מזומנות לפגיעה בחפים מפשע ולאובדן חיי אדם. כתוצאה מכך, בית משפט זה שב וקבע כי מתחייבת החמרה ממשית בענישה על עבירות אלו, על מנת לשדר מסר מרתיע מפני ביצוען (ראו למשל בע""פ 4406/19 מדינת ישראל נ' סובח, פסקאות 16–17 לחוות דעתי (נבו 5.11.2019); רע""פ 7344/18 מג'יד נ' מדינת ישראל, פסקה 10 (נבו 21.10.2018))"".
וראו גם: ע""פ 8416/09 מדינת ישראל נ' חרבוש ואח' (נבו 9.6.2010):","""לגופם של דברים, עבירות בנשק הפכו בשנים האחרונות, למרבה הצער, לתופעה נפוצה בקרב אוכלוסיות שונות בחברה הישראלית, המביאה לעתים מזומנות לפגיעה בחפים מפשע ולאובדן חיי אדם. כתוצאה מכך, בית משפט זה שב וקבע כי מתחייבת החמרה ממשית בענישה על עבירות אלו, על מנת לשדר מסר מרתיע מפני ביצוען (רע""פ 7344/18 מג'יד נ' מדינת ישראל, פסקה 10 (נבו 21.10.2018))"".",0,"ע""פ 5613/20",
"ע""פ 8416/09","""לגופם של דברים, עבירות בנשק הפכו בשנים האחרונות, למרבה הצער, לתופעה נפוצה בקרב אוכלוסיות שונות בחברה הישראלית, המביאה לעתים מזומנות לפגיעה בחפים מפשע ולאובדן חיי אדם. כתוצאה מכך, בית משפט זה שב וקבע כי מתחייבת החמרה ממשית בענישה על עבירות אלו, על מנת לשדר מסר מרתיע מפני ביצוען (ראו למשל בע""פ 4406/19 מדינת ישראל נ' סובח, פסקאות 16–17 לחוות דעתי (נבו 5.11.2019); רע""פ 7344/18 מג'יד נ' מדינת ישראל, פסקה 10 (נבו 21.10.2018))"".
וראו גם: ע""פ 8416/09 מדינת ישראל נ' חרבוש ואח' (נבו 9.6.2010):
""חומרתה של עבירת החזקת הנשק, מקורה בכך שעבירה זאת אינה נעשית לרוב אלא כדי לאפשר ביצוען של עבירות אחרות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה. ... כפי שציינה חברתי הנשיאה ד' ביניש, המציאות השוררת בארץ המתבטאת בזמינותו של נשק חם ורב עוצמה שיש עמו פוטנציאל להסלמת האלימות העבריינית, מחייבת מתן ביטוי עונשי הולם והחמרה ברמת הענישה (ראו ע""פ 1332/04 מדינת ישראל נ' פס, סעיף 4 (נבו 19.4.04)). יש לעשות כן עוד בטרם ייעשה באקדח שימוש קטלני, באמצעות הרחקת המחזיק בו מן החברה לפרק זמן, והעברת מסר מרתיע באמצעות עונש מאסר ממשי לריצוי בפועל..."".","וראו גם: ע""פ 8416/09 מדינת ישראל נ' חרבוש ואח' (נבו 9.6.2010):
""חומרתה של עבירת החזקת הנשק, מקורה בכך שעבירה זאת אינה נעשית לרוב אלא כדי לאפשר ביצוען של עבירות אחרות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה. ... כפי שציינה חברתי הנשיאה ד' ביניש, המציאות השוררת בארץ המתבטאת בזמינותו של נשק חם ורב עוצמה שיש עמו פוטנציאל להסלמת האלימות העבריינית, מחייבת מתן ביטוי עונשי הולם והחמרה ברמת הענישה (ראו ע""פ 1332/04 מדינת ישראל נ' פס, סעיף 4 (נבו 19.4.04)). יש לעשות כן עוד בטרם ייעשה באקדח שימוש קטלני, באמצעות הרחקת המחזיק בו מן החברה לפרק זמן, והעברת מסר מרתיע באמצעות עונש מאסר ממשי לריצוי בפועל..."".",0,"ע""פ 4406/19",http://www.nevo.co.il/case/25824863
"ע""פ 1332/04","וראו גם: ע""פ 8416/09 מדינת ישראל נ' חרבוש ואח' (נבו 9.6.2010):
""חומרתה של עבירת החזקת הנשק, מקורה בכך שעבירה זאת אינה נעשית לרוב אלא כדי לאפשר ביצוען של עבירות אחרות, שמעצם טבעו של הנשק, כרוכות באלימות או בהפחדה. ... כפי שציינה חברתי הנשיאה ד' ביניש, המציאות השוררת בארץ המתבטאת בזמינותו של נשק חם ורב עוצמה שיש עמו פוטנציאל להסלמת האלימות העבריינית, מחייבת מתן ביטוי עונשי הולם והחמרה ברמת הענישה (ראו ע""פ 1332/04 מדינת ישראל נ' פס, סעיף 4 (נבו 19.4.04)). יש לעשות כן עוד בטרם ייעשה באקדח שימוש קטלני, באמצעות הרחקת המחזיק בו מן החברה לפרק זמן, והעברת מסר מרתיע באמצעות עונש מאסר ממשי לריצוי בפועל..."".
סקירת מדיניות הענישה הנהוגה בעבירת החזקת נשק מלמדת על טווח ענישה רחב התלוי לרוב בנסיבותיו של כל מקרה ומקרה:","(ראו ע""פ 1332/04 מדינת ישראל נ' פס, סעיף 4 (נבו 19.4.04))",0,"ע""פ 8416/09",http://www.nevo.co.il/case/5969313
"ע""פ 545/20","סקירת מדיניות הענישה הנהוגה בעבירת החזקת נשק מלמדת על טווח ענישה רחב התלוי לרוב בנסיבותיו של כל מקרה ומקרה:
בע""פ 545/20 פלוני נ' מדינת ישראל (נבו 3.5.21), נדחה ערעור על חומרת עונש של נאשם עליו הוטלו 12 חודשים, לאחר שהמערער, נעדר רישום פלילי, הורשע באחזקה של אקח בודד ומחסנית תואמת ו-50 כדורים.""
עפ""ג (ב""ש) 56305-02-20‏ אלקריעאן (נבו 18.8.20) – נדון נאשם ללא עבר פלילי שברכבו נמצא אקדח ומחסנית ל-15 חודשים בבית משפט השלום. נקבע מתחם שבין 15 חודשים ועד 30 חודשים. ערכאת הערעור הפחיתה את עונשו ל-12 חודשי מאסר.","בע""פ 545/20 פלוני נ' מדינת ישראל (נבו 3.5.21), נדחה ערעור על חומרת עונש של נאשם עליו הוטלו 12 חודשים, לאחר שהמערער, נעדר רישום פלילי, הורשע באחזקה של אקח בודד ומחסנית תואמת ו-50 כדורים.",1,"ע""פ 545/20",http://www.nevo.co.il/case/26383419
"עפ""ג (ב""ש) 56305-02-20","בע""פ 545/20 פלוני נ' מדינת ישראל (נבו 3.5.21), נדחה ערעור על חומרת עונש של נאשם עליו הוטלו 12 חודשים, לאחר שהמערער, נעדר רישום פלילי, הורשע באחזקה של אקח בודד ומחסנית תואמת ו-50 כדורים.""
עפ""ג (ב""ש) 56305-02-20‏ אלקריעאן (נבו 18.8.20) – נדון נאשם ללא עבר פלילי שברכבו נמצא אקדח ומחסנית ל-15 חודשים בבית משפט השלום. נקבע מתחם שבין 15 חודשים ועד 30 חודשים. ערכאת הערעור הפחיתה את עונשו ל-12 חודשי מאסר.
ע""פ 761/07 מדינת ישראל נ' מיכאל אדרי (נבו 22.02.07) המערער נהג ברכב ונתפס מחזיק באקדח, מחסנית ותחמושת. כשנעצר, הזדהה כאחר. הוא הורשע בהחזקת נשק שלא כדין ובהפרעה לשוטר במילוי תפקידו, נגזרו עליו בבית המשפט המחוזי 12 חודשי מאסר בפועל, ובמסגרת ערעור המדינה על קולת העונש, ונוכח רישום פלילי משמעותי, הוחמר עונשו ל- 24 חודשי מאסר בפועל.","עפ""ג (ב""ש) 56305-02-20‏ אלקריעאן (נבו 18.8.20) – נדון נאשם ללא עבר פלילי שברכבו נמצא אקדח ומחסנית ל-15 חודשים בבית משפט השלום. נקבע מתחם שבין 15 חודשים ועד 30 חודשים. ערכאת הערעור הפחיתה את עונשו ל-12 חודשי מאסר.",1,"ע""פ 545/20",http://www.nevo.co.il/case/26383419
"ע""פ 761/07","עפ""ג (ב""ש) 56305-02-20‏ אלקריעאן (נבו 18.8.20) – נדון נאשם ללא עבר פלילי שברכבו נמצא אקדח ומחסנית ל-15 חודשים בבית משפט השלום. נקבע מתחם שבין 15 חודשים ועד 30 חודשים. ערכאת הערעור הפחיתה את עונשו ל-12 חודשי מאסר.
ע""פ 761/07 מדינת ישראל נ' מיכאל אדרי (נבו 22.02.07) המערער נהג ברכב ונתפס מחזיק באקדח, מחסנית ותחמושת. כשנעצר, הזדהה כאחר. הוא הורשע בהחזקת נשק שלא כדין ובהפרעה לשוטר במילוי תפקידו, נגזרו עליו בבית המשפט המחוזי 12 חודשי מאסר בפועל, ובמסגרת ערעור המדינה על קולת העונש, ונוכח רישום פלילי משמעותי, הוחמר עונשו ל- 24 חודשי מאסר בפועל.
עפ""ג 18780-06-14 מדינת ישראל נ' וויסאם עאזם (נבו 14.9.2014), ביחס לנאשם שהחזיק בביתו שני אקדחים טעונים במחסניות עם כדורים (ובנוסף בשתי מחסניות ריקות), נקבע מתחם החל מ- 12 חודשים ל-26 חודשי מאסר.","ע""פ 761/07 מדינת ישראל נ' מיכאל אדרי (נבו 22.02.07) המערער נהג ברכב ונתפס מחזיק באקדח, מחסנית ותחמושת. כשנעצר, הזדהה כאחר. הוא הורשע בהחזקת נשק שלא כדין ובהפרעה לשוטר במילוי תפקידו, נגזרו עליו בבית המשפט המחוזי 12 חודשי מאסר בפועל, ובמסגרת ערעור המדינה על קולת העונש, ונוכח רישום פלילי משמעותי, הוחמר עונשו ל- 24 חודשי מאסר בפועל.",1,"עפ""ג (ב""ש) 56305-02-20",http://www.nevo.co.il/case/26484690
"עפ""ג 18780-06-14","ע""פ 761/07 מדינת ישראל נ' מיכאל אדרי (נבו 22.02.07) המערער נהג ברכב ונתפס מחזיק באקדח, מחסנית ותחמושת. כשנעצר, הזדהה כאחר. הוא הורשע בהחזקת נשק שלא כדין ובהפרעה לשוטר במילוי תפקידו, נגזרו עליו בבית המשפט המחוזי 12 חודשי מאסר בפועל, ובמסגרת ערעור המדינה על קולת העונש, ונוכח רישום פלילי משמעותי, הוחמר עונשו ל- 24 חודשי מאסר בפועל.
עפ""ג 18780-06-14 מדינת ישראל נ' וויסאם עאזם (נבו 14.9.2014), ביחס לנאשם שהחזיק בביתו שני אקדחים טעונים במחסניות עם כדורים (ובנוסף בשתי מחסניות ריקות), נקבע מתחם החל מ- 12 חודשים ל-26 חודשי מאסר.
ת""פ (כ""ס) 14044-03-20 מדינת ישראל נ' קטאווי (15.12.20) – הנאשם הורשע, לפי הודאתו, בהחזקת נשק, לאחר שהחזיק בתת מקלע מאולתר מסוג ""קרלו"", עטוף ומוסלק במשאית שעמדה בסמוך לביתו, ובמחסנית תואמת ובה 11 כדורים. נקבע מתחם עונש הולם הנע בין 15 ל-36 חודשי מאסר בפועל, והוטלו 20 חודשי מאסר, הופעל מאסר על-תנאי בן 8 חודשים, חלקו בחופף וחלקו במצטבר כך שסה""כ הוטלו על הנאשם 26 חודשי מאסר בפועל, ומאסר על-תנאי.","עפ""ג 18780-06-14 מדינת ישראל נ' וויסאם עאזם (נבו 14.9.2014), ביחס לנאשם שהחזיק בביתו שני אקדחים טעונים במחסניות עם כדורים (ובנוסף בשתי מחסניות ריקות), נקבע מתחם החל מ- 12 חודשים ל-26 חודשי מאסר.",1,"ע""פ 761/07",http://www.nevo.co.il/case/5724364
"ת""פ (כ""ס) 14044-03-20","עפ""ג 18780-06-14 מדינת ישראל נ' וויסאם עאזם (נבו 14.9.2014), ביחס לנאשם שהחזיק בביתו שני אקדחים טעונים במחסניות עם כדורים (ובנוסף בשתי מחסניות ריקות), נקבע מתחם החל מ- 12 חודשים ל-26 חודשי מאסר.
ת""פ (כ""ס) 14044-03-20 מדינת ישראל נ' קטאווי (15.12.20) – הנאשם הורשע, לפי הודאתו, בהחזקת נשק, לאחר שהחזיק בתת מקלע מאולתר מסוג ""קרלו"", עטוף ומוסלק במשאית שעמדה בסמוך לביתו, ובמחסנית תואמת ובה 11 כדורים. נקבע מתחם עונש הולם הנע בין 15 ל-36 חודשי מאסר בפועל, והוטלו 20 חודשי מאסר, הופעל מאסר על-תנאי בן 8 חודשים, חלקו בחופף וחלקו במצטבר כך שסה""כ הוטלו על הנאשם 26 חודשי מאסר בפועל, ומאסר על-תנאי.
בהתאם למגמת הפסיקה, להחמיר בענישה בעבירות נשק ככלל, ובשים לב לנסיבות האירוע, בו נתפסו שני כלי נשק וכמות גדולה של תחמושת תואמת, ראיתי לקבוע את מתחם העונש ההולם החל מ-18 חודשים ועד 36 חודשים.","ת""פ (כ""ס) 14044-03-20 מדינת ישראל נ' קטאווי (15.12.20) – הנאשם הורשע, לפי הודאתו, בהחזקת נשק, לאחר שהחזיק בתת מקלע מאולתר מסוג ""קרלו"", עטוף ומוסלק במשאית שעמדה בסמוך לביתו, ובמחסנית תואמת ובה 11 כדורים. נקבע מתחם עונש הולם הנע בין 15 ל-36 חודשי מאסר בפועל, והוטלו 20 חודשי מאסר, הופעל מאסר על-תנאי בן 8 חודשים, חלקו בחופף וחלקו במצטבר כך שסה""כ הוטלו על הנאשם 26 חודשי מאסר בפועל, ומאסר על-תנאי. בהמשך המשפט מופיע: בהתאם למגמת הפסיקה, להחמיר בענישה בעבירות נשק ככלל, ובשים לב לנסיבות האירוע, בו נתפסו שני כלי נשק וכמות גדולה של תחמושת תואמת, ראיתי לקבוע את מתחם העונש ההולם החל מ-18 חודשים ועד 36 חודשים.",1,"עפ""ג 18780-06-14",http://www.nevo.co.il/case/16992066
