citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ר ע""פ 1579/18","8.	במקרה שבפני, ""מידת הנזק"" שנובעת מהעבירות שבהן הורשעו הנאשמים, באה לידי ביטוי בסכום המס שנמנע מקופת המדינה ועומד על סך כולל של כ-430,000 ₪. אביא להלן דוגמאות מהפסיקה למדיניות הענישה הנוהגת לסכומים דומים בעת שבוצעו מקבץ עבירות מסוג עוון לפי סעיף 117(א) לחוק מע""מ.
א. 	רע""פ 1579/18 אבו אלקום (פורסם בנבו, 20.03.18). המבקש הורשע בביצוע 47 עבירות של אי הגשת דו""ח במועד לפי סעיף 117(א)(6) לחוק מע""מ. המבקש הגיש חלק ניכר מהדוחות לאחר מועד הגשת כתב האישום, אך בעת מתן גזר הדין, המבקש נותר חייב לרשויות מע""מ סך של 462,815 ₪. המבקש הודה והורשע במסגרת הסדר טיעון. בית משפט השלום השית עליו 8 חודשי מאסר בפועל, מאסר על תנאי וקנס בסך של 40,000 ₪, התחייבות כספית בסך של 20,000 ₪ וכן הוצאות משפט בסך של 5,500 ₪ עקב התנהלותו של המבקש אשר גרמה להתמשכות ההליכים בתיק. ערעורו לבית המשפט המחוזי בבאר שבע נדחה וכן נדחתה בקשות רשות ערעור שהגיש לבית המשפט העליון. יצוין שנסיבותיו האישיות של המבקש, לרבות היותו לוקה במחלת נפש, היותו אב לשמונה ילדים והקריסה הכלכלית אליו נקלע לא מנעו את הטלת עונש המאסר מאחורי סורג ובריח.
ב.	רע""פ 8507/09 שחל נ' מדינת ישראל [פורסם בנבו] (24.1.10). הנאשם הורשע בביצוע 29 עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום המס שהנאשם השתמט מתשלומו היה 442,130 ₪. הנאשם נדון ל-6 חודשי מאסר שירוצו בדרך של עבודות שירות וכן לקנס כספי בסך של 80,000 ₪.","א. 	רע""פ 1579/18 אבו אלקום (פורסם בנבו, 20.03.18). המבקש הורשע בביצוע 47 עבירות של אי הגשת דו""ח במועד לפי סעיף 117(א)(6) לחוק מע""מ. המבקש הגיש חלק ניכר מהדוחות לאחר מועד הגשת כתב האישום, אך בעת מתן גזר הדין, המבקש נותר חייב לרשויות מע""מ סך של 462,815 ₪. המבקש הודה והורשע במסגרת הסדר טיעון. בית משפט השלום השית עליו 8 חודשי מאסר בפועל, מאסר על תנאי וקנס בסך של 40,000 ₪, התחייבות כספית בסך של 20,000 ₪ וכן הוצאות משפט בסך של 5,500 ₪ עקב התנהלותו של המבקש אשר גרמה להתמשכות ההליכים בתיק. ערעורו לבית המשפט המחוזי בבאר שבע נדחה וכן נדחתה בקשות רשות ערעור שהגיש לבית המשפט העליון. יצוין שנסיבותיו האישיות של המבקש, לרבות היותו לוקה במחלת נפש, היותו אב לשמונה ילדים והקריסה הכלכלית אליו נקלע לא מנעו את הטלת עונש המאסר מאחורי סורג ובריח.",1,"ע""פ 1579/18",
"ר ע""פ 8507/09","א. 	רע""פ 1579/18 אבו אלקום (פורסם בנבו, 20.03.18). המבקש הורשע בביצוע 47 עבירות של אי הגשת דו""ח במועד לפי סעיף 117(א)(6) לחוק מע""מ. המבקש הגיש חלק ניכר מהדוחות לאחר מועד הגשת כתב האישום, אך בעת מתן גזר הדין, המבקש נותר חייב לרשויות מע""מ סך של 462,815 ₪. המבקש הודה והורשע במסגרת הסדר טיעון. בית משפט השלום השית עליו 8 חודשי מאסר בפועל, מאסר על תנאי וקנס בסך של 40,000 ₪, התחייבות כספית בסך של 20,000 ₪ וכן הוצאות משפט בסך של 5,500 ₪ עקב התנהלותו של המבקש אשר גרמה להתמשכות ההליכים בתיק. ערעורו לבית המשפט המחוזי בבאר שבע נדחה וכן נדחתה בקשות רשות ערעור שהגיש לבית המשפט העליון. יצוין שנסיבותיו האישיות של המבקש, לרבות היותו לוקה במחלת נפש, היותו אב לשמונה ילדים והקריסה הכלכלית אליו נקלע לא מנעו את הטלת עונש המאסר מאחורי סורג ובריח.
ב.	רע""פ 8507/09 שחל נ' מדינת ישראל [פורסם בנבו] (24.1.10). הנאשם הורשע בביצוע 29 עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום המס שהנאשם השתמט מתשלומו היה 442,130 ₪. הנאשם נדון ל-6 חודשי מאסר שירוצו בדרך של עבודות שירות וכן לקנס כספי בסך של 80,000 ₪.
ג.	רע""פ 288/13 אלחלאוה נ' מדינת ישראל [פורסם בנבו] (14.1.13). המבקש הורשע בביצוע 29 עבירות לפי סעיף 117(א) ובנוסף גם 10 עבירות לפי סעיף 216 לפקודת מס הכנסה, שעניינו אי הגשת דו""ח. סכום ההשתמטות עמד על סך של 425,408 ₪ (לסכום ההשתמטות ממס ראו את פסק הדין של בית המשפט המחוזי המחוזי ב- עפ""ג (מחוזי מרכז) 52555-06-12). על המבקש 	הושת עונש מאסר בפועל של 7 חודשים וכן קנס בסך 20,000 ₪. בקשת רשות ערעור שהוגשה לבית המשפט העליון נדחתה.","ב.	רע""פ 8507/09 שחל נ' מדינת ישראל [פורסם בנבו] (24.1.10). הנאשם הורשע בביצוע 29 עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום המס שהנאשם השתמט מתשלומו היה 442,130 ₪. הנאשם נדון ל-6 חודשי מאסר שירוצו בדרך של עבודות שירות וכן לקנס כספי בסך של 80,000 ₪.",1,"ע""פ 1579/18",
"ר ע""פ 288/13","ב.	רע""פ 8507/09 שחל נ' מדינת ישראל [פורסם בנבו] (24.1.10). הנאשם הורשע בביצוע 29 עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום המס שהנאשם השתמט מתשלומו היה 442,130 ₪. הנאשם נדון ל-6 חודשי מאסר שירוצו בדרך של עבודות שירות וכן לקנס כספי בסך של 80,000 ₪.
ג.	רע""פ 288/13 אלחלאוה נ' מדינת ישראל [פורסם בנבו] (14.1.13). המבקש הורשע בביצוע 29 עבירות לפי סעיף 117(א) ובנוסף גם 10 עבירות לפי סעיף 216 לפקודת מס הכנסה, שעניינו אי הגשת דו""ח. סכום ההשתמטות עמד על סך של 425,408 ₪ (לסכום ההשתמטות ממס ראו את פסק הדין של בית המשפט המחוזי המחוזי ב- עפ""ג (מחוזי מרכז) 52555-06-12). על המבקש 	הושת עונש מאסר בפועל של 7 חודשים וכן קנס בסך 20,000 ₪. בקשת רשות ערעור שהוגשה לבית המשפט העליון נדחתה.
ד.	רע""פ 6296/09 איקס איקס נ' מדינת ישראל [פורסם בנבו] (9.8.09). המבקש הורשע בביצוע עשר עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום ההשתמטות ממס עמד על 300,130 ₪ והושתו עליו 6 חודשי מאסר בפועל וכן קנס בסך 15,000 ₪.","ג.	רע""פ 288/13 אלחלאוה נ' מדינת ישראל [פורסם בנבו] (14.1.13). המבקש הורשע בביצוע 29 עבירות לפי סעיף 117(א) ובנוסף גם 10 עבירות לפי סעיף 216 לפקודת מס הכנסה, שעניינו אי הגשת דו""ח. סכום ההשתמטות עמד על סך של 425,408 ₪ (לסכום ההשתמטות ממס ראו את פסק הדין של בית המשפט המחוזי המחוזי ב- עפ""ג (מחוזי מרכז) 52555-06-12). על המבקש 	הושת עונש מאסר בפועל של 7 חודשים וכן קנס בסך 20,000 ₪. בקשת רשות ערעור שהוגשה לבית המשפט העליון נדחתה.",1,"ע""פ 8507/09",
"עפ""ג (מחוזי מרכז) 52555-06-12","ב.	רע""פ 8507/09 שחל נ' מדינת ישראל [פורסם בנבו] (24.1.10). הנאשם הורשע בביצוע 29 עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום המס שהנאשם השתמט מתשלומו היה 442,130 ₪. הנאשם נדון ל-6 חודשי מאסר שירוצו בדרך של עבודות שירות וכן לקנס כספי בסך של 80,000 ₪.
ג.	רע""פ 288/13 אלחלאוה נ' מדינת ישראל [פורסם בנבו] (14.1.13). המבקש הורשע בביצוע 29 עבירות לפי סעיף 117(א) ובנוסף גם 10 עבירות לפי סעיף 216 לפקודת מס הכנסה, שעניינו אי הגשת דו""ח. סכום ההשתמטות עמד על סך של 425,408 ₪ (לסכום ההשתמטות ממס ראו את פסק הדין של בית המשפט המחוזי המחוזי ב- עפ""ג (מחוזי מרכז) 52555-06-12). על המבקש 	הושת עונש מאסר בפועל של 7 חודשים וכן קנס בסך 20,000 ₪. בקשת רשות ערעור שהוגשה לבית המשפט העליון נדחתה.
ד.	רע""פ 6296/09 איקס איקס נ' מדינת ישראל [פורסם בנבו] (9.8.09). המבקש הורשע בביצוע עשר עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום ההשתמטות ממס עמד על 300,130 ₪ והושתו עליו 6 חודשי מאסר בפועל וכן קנס בסך 15,000 ₪.","לסכום ההשתמטות ממס ראו את פסק הדין של בית המשפט המחוזי המחוזי ב- עפ""ג (מחוזי מרכז) 52555-06-12.",0,"ע""פ 8507/09",
"ר ע""פ 6296/09","ג.	רע""פ 288/13 אלחלאוה נ' מדינת ישראל [פורסם בנבו] (14.1.13). המבקש הורשע בביצוע 29 עבירות לפי סעיף 117(א) ובנוסף גם 10 עבירות לפי סעיף 216 לפקודת מס הכנסה, שעניינו אי הגשת דו""ח. סכום ההשתמטות עמד על סך של 425,408 ₪ (לסכום ההשתמטות ממס ראו את פסק הדין של בית המשפט המחוזי המחוזי ב- עפ""ג (מחוזי מרכז) 52555-06-12). על המבקש 	הושת עונש מאסר בפועל של 7 חודשים וכן קנס בסך 20,000 ₪. בקשת רשות ערעור שהוגשה לבית המשפט העליון נדחתה.
ד.	רע""פ 6296/09 איקס איקס נ' מדינת ישראל [פורסם בנבו] (9.8.09). המבקש הורשע בביצוע עשר עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום ההשתמטות ממס עמד על 300,130 ₪ והושתו עליו 6 חודשי מאסר בפועל וכן קנס בסך 15,000 ₪.
ה.	 רע""פ 11640/05 סופר סטאר נ' מדינת ישראל [פורסם בנבו] (14.5.06). המבקש הורשע בביצוע 9 עבירות לפי סעיף 117(א) לחוק מע""מ, כאשר סכום ההשתמטות ממס עמד על 270,000 ₪. הושתו עליו 10 חודשי מאסר בפועל וכן קנס בסך של 100,000 ₪.","ד.	רע""פ 6296/09 איקס איקס נ' מדינת ישראל [פורסם בנבו] (9.8.09). המבקש הורשע בביצוע עשר עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום ההשתמטות ממס עמד על 300,130 ₪ והושתו עליו 6 חודשי מאסר בפועל וכן קנס בסך 15,000 ₪.",1,"ע""פ 288/13",
"ר ע""פ 11640/05","ד.	רע""פ 6296/09 איקס איקס נ' מדינת ישראל [פורסם בנבו] (9.8.09). המבקש הורשע בביצוע עשר עבירות לפי סעיף 117(א) לחוק מס ערך מוסף. סכום ההשתמטות ממס עמד על 300,130 ₪ והושתו עליו 6 חודשי מאסר בפועל וכן קנס בסך 15,000 ₪.
ה.	 רע""פ 11640/05 סופר סטאר נ' מדינת ישראל [פורסם בנבו] (14.5.06). המבקש הורשע בביצוע 9 עבירות לפי סעיף 117(א) לחוק מע""מ, כאשר סכום ההשתמטות ממס עמד על 270,000 ₪. הושתו עליו 10 חודשי מאסר בפועל וכן קנס בסך של 100,000 ₪.
ו.	רע""פ 4173/15 אבו הלאל נ' מדינת ישראל [פורסם בנבו] (29.6.15). המבקשים הורשעו בגין ביצוע 26 עבירות של אי הגשת דו""ח במועד לפי סעיף 117(א)(6) לחוק מס ערך מוסף וזאת במהלך השנים 2007 ועד 2011. קרן המס בגין הדו""חות שלא הוגשו הייתה 400,000 ₪ והריבית בגינן הייתה 195,000 ₪. בית משפט השלום קבע כי מתחם העונש ההולם נע בין 3 ועד 10 חודשי מאסר בפועל. 	המבקשים היו נעדרי עבר פלילי והמחדלים לא הוסרו. בסופו של יום, הושתו על המבקשים 8 חודשי מאסר בפועל, מאסר על תנאי וקנס בסך של 20,000 ₪. המבקשים הגישו ערעור לבית 	משפט המחוזי שנדחה, ונדחתה גם בקשת רשות ערעור שהוגשה לבית המשפט העליון.","ה.	 רע""פ 11640/05 סופר סטאר נ' מדינת ישראל [פורסם בנבו] (14.5.06). המבקש הורשע בביצוע 9 עבירות לפי סעיף 117(א) לחוק מע""מ, כאשר סכום ההשתמטות ממס עמד על 270,000 ₪. הושתו עליו 10 חודשי מאסר בפועל וכן קנס בסך של 100,000 ₪.",1,"ע""פ 6296/09",
"ר ע""פ 4173/15","ה.	 רע""פ 11640/05 סופר סטאר נ' מדינת ישראל [פורסם בנבו] (14.5.06). המבקש הורשע בביצוע 9 עבירות לפי סעיף 117(א) לחוק מע""מ, כאשר סכום ההשתמטות ממס עמד על 270,000 ₪. הושתו עליו 10 חודשי מאסר בפועל וכן קנס בסך של 100,000 ₪.
ו.	רע""פ 4173/15 אבו הלאל נ' מדינת ישראל [פורסם בנבו] (29.6.15). המבקשים הורשעו בגין ביצוע 26 עבירות של אי הגשת דו""ח במועד לפי סעיף 117(א)(6) לחוק מס ערך מוסף וזאת במהלך השנים 2007 ועד 2011. קרן המס בגין הדו""חות שלא הוגשו הייתה 400,000 ₪ והריבית בגינן הייתה 195,000 ₪. בית משפט השלום קבע כי מתחם העונש ההולם נע בין 3 ועד 10 חודשי מאסר בפועל. 	המבקשים היו נעדרי עבר פלילי והמחדלים לא הוסרו. בסופו של יום, הושתו על המבקשים 8 חודשי מאסר בפועל, מאסר על תנאי וקנס בסך של 20,000 ₪. המבקשים הגישו ערעור לבית 	משפט המחוזי שנדחה, ונדחתה גם בקשת רשות ערעור שהוגשה לבית המשפט העליון.
ז.	עפ""ג (מחוזי מרכז) 62686-11-15 קליר תעשיות זכוכית בע""מ נ' מדינת ישראל (17.5.16). עניינם של המערערים נדון בפני בבית המשפט השלום ברמלה במסגרת ת""פ 3214-11-12 [פורסם בנבו] (15.10.15). במקרה זה היה מדובר בעבירות עוון לפי חוק מע""מ כאשר סכום המחדל היה 404,106 ₪. המחדל, בסופו של יום, הוסר במלואו, אך באיחור של שלוש שנים. בנוסף, מחוץ לכתב האישום היו מחדלים שטרם הוסרו. במקרה זה, הושתו על המנהל של המערערת ארבעה חודשי מאסר בפועל שירוצו בעבודות שירות, מאסר על תנאי, קנס בסך 17,000 ₪ או 50 ימי מאסר תמורתו. כמו כן, על המערערת, החברה, הושת קנס בסך 17,000 ₪. כמו כן, על הנאשם הוטלה התחייבות כספית בסך 15,000 ₪ להימנע במשך 3 שנים מביצוע עבירה לפי חוק מע""מ. החברה והמנהל הגישו ערעור על חומרת העונש לבית המשפט המחוזי במחוז מרכז ובהמלצת בית המשפט, ובהסכמת המערערים, הערעור נדחה.","ו.	רע""פ 4173/15 אבו הלאל נ' מדינת ישראל [פורסם בנבו] (29.6.15). המבקשים הורשעו בגין ביצוע 26 עבירות של אי הגשת דו""ח במועד לפי סעיף 117(א)(6) לחוק מס ערך מוסף וזאת במהלך השנים 2007 ועד 2011. קרן המס בגין הדו""חות שלא הוגשו הייתה 400,000 ₪ והריבית בגינן הייתה 195,000 ₪. בית משפט השלום קבע כי מתחם העונש ההולם נע בין 3 ועד 10 חודשי מאסר בפועל. 	המבקשים היו נעדרי עבר פלילי והמחדלים לא הוסרו. בסופו של יום, הושתו על המבקשים 8 חודשי מאסר בפועל, מאסר על תנאי וקנס בסך של 20,000 ₪. המבקשים הגישו ערעור לבית 	משפט המחוזי שנדחה, ונדחתה גם בקשת רשות ערעור שהוגשה לבית המשפט העליון.",1,"ע""פ 11640/05",
"עפ""ג (מחוזי מרכז) 62686-11-15","ו.	רע""פ 4173/15 אבו הלאל נ' מדינת ישראל [פורסם בנבו] (29.6.15). המבקשים הורשעו בגין ביצוע 26 עבירות של אי הגשת דו""ח במועד לפי סעיף 117(א)(6) לחוק מס ערך מוסף וזאת במהלך השנים 2007 ועד 2011. קרן המס בגין הדו""חות שלא הוגשו הייתה 400,000 ₪ והריבית בגינן הייתה 195,000 ₪. בית משפט השלום קבע כי מתחם העונש ההולם נע בין 3 ועד 10 חודשי מאסר בפועל. 	המבקשים היו נעדרי עבר פלילי והמחדלים לא הוסרו. בסופו של יום, הושתו על המבקשים 8 חודשי מאסר בפועל, מאסר על תנאי וקנס בסך של 20,000 ₪. המבקשים הגישו ערעור לבית 	משפט המחוזי שנדחה, ונדחתה גם בקשת רשות ערעור שהוגשה לבית המשפט העליון.
ז.	עפ""ג (מחוזי מרכז) 62686-11-15 קליר תעשיות זכוכית בע""מ נ' מדינת ישראל (17.5.16). עניינם של המערערים נדון בפני בבית המשפט השלום ברמלה במסגרת ת""פ 3214-11-12 [פורסם בנבו] (15.10.15). במקרה זה היה מדובר בעבירות עוון לפי חוק מע""מ כאשר סכום המחדל היה 404,106 ₪. המחדל, בסופו של יום, הוסר במלואו, אך באיחור של שלוש שנים. בנוסף, מחוץ לכתב האישום היו מחדלים שטרם הוסרו. במקרה זה, הושתו על המנהל של המערערת ארבעה חודשי מאסר בפועל שירוצו בעבודות שירות, מאסר על תנאי, קנס בסך 17,000 ₪ או 50 ימי מאסר תמורתו. כמו כן, על המערערת, החברה, הושת קנס בסך 17,000 ₪. כמו כן, על הנאשם הוטלה התחייבות כספית בסך 15,000 ₪ להימנע במשך 3 שנים מביצוע עבירה לפי חוק מע""מ. החברה והמנהל הגישו ערעור על חומרת העונש לבית המשפט המחוזי במחוז מרכז ובהמלצת בית המשפט, ובהסכמת המערערים, הערעור נדחה.
9.	על כן, לאור הפסיקה שהובאה לעיל, הנני קובע שמתחם העונש ההולם לגבי נאשם 3, נע בין 3 ועד 12 חודשי מאסר בפועל, בצירוף קנס במתחם שנע בין 20,000 ועד 34,000 ₪. לגבי הנאשמות 1 ו-2, מתחמי הקנס ההולם שהוצעו על ידי המאשימה, מקובלים עליי.","ז.	עפ""ג (מחוזי מרכז) 62686-11-15 קליר תעשיות זכוכית בע""מ נ' מדינת ישראל (17.5.16). עניינם של המערערים נדון בפני בבית המשפט השלום ברמלה במסגרת ת""פ 3214-11-12 [פורסם בנבו] (15.10.15). במקרה זה היה מדובר בעבירות עוון לפי חוק מע""מ כאשר סכום המחדל היה 404,106 ₪. המחדל, בסופו של יום, הוסר במלואו, אך באיחור של שלוש שנים. בנוסף, מחוץ לכתב האישום היו מחדלים שטרם הוסרו. במקרה זה, הושתו על המנהל של המערערת ארבעה חודשי מאסר בפועל שירוצו בעבודות שירות, מאסר על תנאי, קנס בסך 17,000 ₪ או 50 ימי מאסר תמורתו. כמו כן, על המערערת, החברה, הושת קנס בסך 17,000 ₪. כמו כן, על הנאשם הוטלה התחייבות כספית בסך 15,000 ₪ להימנע במשך 3 שנים מביצוע עבירה לפי חוק מע""מ. החברה והמנהל הגישו ערעור על חומרת העונש לבית המשפט המחוזי במחוז מרכז ובהמלצת בית המשפט, ובהסכמת המערערים, הערעור נדחה.",1,"ע""פ 4173/15",
"ת""פ 3214-11-12","ו.	רע""פ 4173/15 אבו הלאל נ' מדינת ישראל [פורסם בנבו] (29.6.15). המבקשים הורשעו בגין ביצוע 26 עבירות של אי הגשת דו""ח במועד לפי סעיף 117(א)(6) לחוק מס ערך מוסף וזאת במהלך השנים 2007 ועד 2011. קרן המס בגין הדו""חות שלא הוגשו הייתה 400,000 ₪ והריבית בגינן הייתה 195,000 ₪. בית משפט השלום קבע כי מתחם העונש ההולם נע בין 3 ועד 10 חודשי מאסר בפועל. 	המבקשים היו נעדרי עבר פלילי והמחדלים לא הוסרו. בסופו של יום, הושתו על המבקשים 8 חודשי מאסר בפועל, מאסר על תנאי וקנס בסך של 20,000 ₪. המבקשים הגישו ערעור לבית 	משפט המחוזי שנדחה, ונדחתה גם בקשת רשות ערעור שהוגשה לבית המשפט העליון.
ז.	עפ""ג (מחוזי מרכז) 62686-11-15 קליר תעשיות זכוכית בע""מ נ' מדינת ישראל (17.5.16). עניינם של המערערים נדון בפני בבית המשפט השלום ברמלה במסגרת ת""פ 3214-11-12 [פורסם בנבו] (15.10.15). במקרה זה היה מדובר בעבירות עוון לפי חוק מע""מ כאשר סכום המחדל היה 404,106 ₪. המחדל, בסופו של יום, הוסר במלואו, אך באיחור של שלוש שנים. בנוסף, מחוץ לכתב האישום היו מחדלים שטרם הוסרו. במקרה זה, הושתו על המנהל של המערערת ארבעה חודשי מאסר בפועל שירוצו בעבודות שירות, מאסר על תנאי, קנס בסך 17,000 ₪ או 50 ימי מאסר תמורתו. כמו כן, על המערערת, החברה, הושת קנס בסך 17,000 ₪. כמו כן, על הנאשם הוטלה התחייבות כספית בסך 15,000 ₪ להימנע במשך 3 שנים מביצוע עבירה לפי חוק מע""מ. החברה והמנהל הגישו ערעור על חומרת העונש לבית המשפט המחוזי במחוז מרכז ובהמלצת בית המשפט, ובהסכמת המערערים, הערעור נדחה.
9.	על כן, לאור הפסיקה שהובאה לעיל, הנני קובע שמתחם העונש ההולם לגבי נאשם 3, נע בין 3 ועד 12 חודשי מאסר בפועל, בצירוף קנס במתחם שנע בין 20,000 ועד 34,000 ₪. לגבי הנאשמות 1 ו-2, מתחמי הקנס ההולם שהוצעו על ידי המאשימה, מקובלים עליי.","עניינם של המערערים נדון בפני בבית המשפט השלום ברמלה במסגרת ת""פ 3214-11-12 [פורסם בנבו] (15.10.15). במקרה זה היה מדובר בעבירות עוון לפי חוק מע""מ כאשר סכום המחדל היה 404,106 ₪. המחדל, בסופו של יום, הוסר במלואו, אך באיחור של שלוש שנים. בנוסף, מחוץ לכתב האישום היו מחדלים שטרם הוסרו. במקרה זה, הושתו על המנהל של המערערת ארבעה חודשי מאסר בפועל שירוצו בעבודות שירות, מאסר על תנאי, קנס בסך 17,000 ₪ או 50 ימי מאסר תמורתו. כמו כן, על המערערת, החברה, הושת קנס בסך 17,000 ₪. כמו כן, על הנאשם הוטלה התחייבות כספית בסך 15,000 ₪ להימנע במשך 3 שנים מביצוע עבירה לפי חוק מע""מ. החברה והמנהל הגישו ערעור על חומרת העונש לבית המשפט המחוזי במחוז מרכז ובהמלצת בית המשפט, ובהסכמת המערערים, הערעור נדחה.",1,"ע""פ 4173/15",
"ע""פ 4456/14","11.	מכלול הנסיבות שנוגעות לביצוע העבירות שבהן הורשע הנאשם 3 לרבות סכומי המחדל והאיחור הניכר בהסרת המחדלים, וזאת בשילוב הנסיבות האישיות שהובאו לעיל, מחייבים השתת עונש מאסר בפועל של 4 חודשים שירוצו בדרך של עבודות שירות. דא עקא, נתבקשה חוות דעת של הממונה על עבודות השירות לעניין שאלת כשירותו של הנאשם לבצע עבודות שירות, וממנה עלה שהוא לא מתאים לביצוע עבודות שירות בשל בעיותיו הבריאותיות השונות.
12.	הדעה המקובלת בפסיקה היא שבמקרים מיוחדים וחריגים ניתן לסטות לקולא ממתחם העונש ההולם בשל מצב רפואי. אחד המקרים החריגים והמיוחדים הוא כאשר מדובר בנאשם שסובל ממצב רפואי מורכב, כך ששהייה בתוך כותלי בית הסוהר תהווה סיכון ממשי לבריאותו עד כדי קיצור תוחלת חייו של הנאשם. מקרים מעין אלה הם חריגים ונדירים והכלל המקובל הוא שקיומה של מגבלה רפואית כזו או אחרת, לא תשמש חסם מפני השתת מאסר בפועל מאחורי סורג ובריח (ראו למשל: ע""פ 4456/14 קלנר נ' מדינת ישראל [פורסם בנבו] (29.12.15) בפסקאות 216 – 222 לפסק דינו של כבוד השופט פוגלמן, והידוע כפסק הדין בעניין לפוליאנסקי; דנ""פ 623/16 פינטו נ' מדינת ישראל [פורסם בנבו] (8.2.16) בפסקה 7 להחלטתו של כבוד השופט ג'ובראן; רע""פ 1076/16 כהן נ' מדינת ישראל [פורסם בנבו] (11.2.16) פסקה 9 לפסק דינו של כבוד השופט ג'ובראן).
13.	יתר על כן, אף מצב רפואי מורכב וקשה של בן משפחה שבו מטפל נאשם לא ישמש בסיס לסטייה לקולא ממתחם העונש ההולם, גם אם הטלת מאסר בדרך של עבודות שירות עלולה לפגוע בבן המשפחה המטופל בשל העדר זמינות של הנאשם שמטפל בו (רע""פ 2844/16 מאיר ביאלה נ' מדינת ישראל [פורסם בנבו] (13.4.16)).","הדעה המקובלת בפסיקה היא שבמקרים מיוחדים וחריגים ניתן לסטות לקולא ממתחם העונש ההולם בשל מצב רפואי. אחד המקרים החריגים והמיוחדים הוא כאשר מדובר בנאשם שסובל ממצב רפואי מורכב, כך ששהייה בתוך כותלי בית הסוהר תהווה סיכון ממשי לבריאותו עד כדי קיצור תוחלת חייו של הנאשם. מקרים מעין אלה הם חריגים ונדירים והכלל המקובל הוא שקיומה של מגבלה רפואית כזו או אחרת, לא תשמש חסם מפני השתת מאסר בפועל מאחורי סורג ובריח (ראו למשל: ע""פ 4456/14 קלנר נ' מדינת ישראל [פורסם בנבו] (29.12.15) בפסקאות 216 – 222 לפסק דינו של כבוד השופט פוגלמן, והידוע כפסק הדין בעניין לפוליאנסקי).",0,"ע""פ 4456/14",http://www.nevo.co.il/case/17015235
