citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ת""פ (מחוזי חיפה) 12122-04-13","פסיקה אשר יכולה ללמד על מדיניות הענישה הנהוגה, היא הבאה:
בת""פ (מחוזי חיפה) 12122-04-13 מדינת ישראל נ' יונס (14.1.2015), דובר על נאשם שירה במתלונן מטווח קרוב, על רקע עדות צפויה של המתלונן כנגד הנאשם בתיק אחר. דובר על נאשם צעיר עם תסקיר שלילי, כאשר הנאשם שם ריצה במקביל להליך מאסר בפועל בתיק נוסף, אך בזמן האירוע הנדון לא היה לנאשם עבר פלילי. ההליך נוהל במלואו, ובסופו קבע בית המשפט מתחם ענישה של בין 9 ל-13 שנים, ומצא לגזור על הנאשם עונש מאסר בפועל של 11 שנים. ערעור לגבי גזר הדין אשר הוגש לבית המשפט העליון טרם הוכרע (ע""פ 1186/15).
בת""פ (מחוזי מרכז) 8725-11-13 מדינת ישראל נ' אבו לבן (10.11.2014), דובר בנאשם שירה בבני משפחתה של זוגתו על רקע רצונה לעזוב אותו, וכתוצאה נפגע אחד מבני המשפחה. היה תכנון מקדים והנאשם הגיע חמוש באקדח טעון למקום האירוע. הנאשם שם הודה במהלך ההליך, ועמד לחובתו עבר פלילי מכביד לרבות מאסרים קודמים בעבירות אלימות. באותו מקרה נקבע מתחם של בין 6 ל-10 שנות מאסר (כאשר נקבע מתחם נפרד לעבירה באישום שתואר מעלה, ומתחם נפרד לעבירה נוספת חמורה פחות, שנכללה באישום נפרד, אך בית המשפט מצא לקבוע כי שני מתחמי הענישה שקבע אינם מצטברים). נגזרו על הנאשם באותו מקרה 9.5 שנות מאסר בפועל. ערעור לגבי גזר הדין טרם הוכרע (ע""פ 8721/14).","בת""פ (מחוזי חיפה) 12122-04-13 מדינת ישראל נ' יונס (14.1.2015), דובר על נאשם שירה במתלונן מטווח קרוב, על רקע עדות צפויה של המתלונן כנגד הנאשם בתיק אחר. דובר על נאשם צעיר עם תסקיר שלילי, כאשר הנאשם שם ריצה במקביל להליך מאסר בפועל בתיק נוסף, אך בזמן האירוע הנדון לא היה לנאשם עבר פלילי. ההליך נוהל במלואו, ובסופו קבע בית המשפט מתחם ענישה של בין 9 ל-13 שנים, ומצא לגזור על הנאשם עונש מאסר בפועל של 11 שנים. ערעור לגבי גזר הדין אשר הוגש לבית המשפט העליון טרם הוכרע (ע""פ 1186/15).",1,"ת""פ (מחוזי חיפה) 12122-04-13",http://www.nevo.co.il/case/6873678
"ע""פ 1186/15","פסיקה אשר יכולה ללמד על מדיניות הענישה הנהוגה, היא הבאה:
בת""פ (מחוזי חיפה) 12122-04-13 מדינת ישראל נ' יונס (14.1.2015), דובר על נאשם שירה במתלונן מטווח קרוב, על רקע עדות צפויה של המתלונן כנגד הנאשם בתיק אחר. דובר על נאשם צעיר עם תסקיר שלילי, כאשר הנאשם שם ריצה במקביל להליך מאסר בפועל בתיק נוסף, אך בזמן האירוע הנדון לא היה לנאשם עבר פלילי. ההליך נוהל במלואו, ובסופו קבע בית המשפט מתחם ענישה של בין 9 ל-13 שנים, ומצא לגזור על הנאשם עונש מאסר בפועל של 11 שנים. ערעור לגבי גזר הדין אשר הוגש לבית המשפט העליון טרם הוכרע (ע""פ 1186/15).
בת""פ (מחוזי מרכז) 8725-11-13 מדינת ישראל נ' אבו לבן (10.11.2014), דובר בנאשם שירה בבני משפחתה של זוגתו על רקע רצונה לעזוב אותו, וכתוצאה נפגע אחד מבני המשפחה. היה תכנון מקדים והנאשם הגיע חמוש באקדח טעון למקום האירוע. הנאשם שם הודה במהלך ההליך, ועמד לחובתו עבר פלילי מכביד לרבות מאסרים קודמים בעבירות אלימות. באותו מקרה נקבע מתחם של בין 6 ל-10 שנות מאסר (כאשר נקבע מתחם נפרד לעבירה באישום שתואר מעלה, ומתחם נפרד לעבירה נוספת חמורה פחות, שנכללה באישום נפרד, אך בית המשפט מצא לקבוע כי שני מתחמי הענישה שקבע אינם מצטברים). נגזרו על הנאשם באותו מקרה 9.5 שנות מאסר בפועל. ערעור לגבי גזר הדין טרם הוכרע (ע""פ 8721/14).","בת""פ (מחוזי חיפה) 12122-04-13 מדינת ישראל נ' יונס (14.1.2015), דובר על נאשם שירה במתלונן מטווח קרוב, על רקע עדות צפויה של המתלונן כנגד הנאשם בתיק אחר. דובר על נאשם צעיר עם תסקיר שלילי, כאשר הנאשם שם ריצה במקביל להליך מאסר בפועל בתיק נוסף, אך בזמן האירוע הנדון לא היה לנאשם עבר פלילי. ההליך נוהל במלואו, ובסופו קבע בית המשפט מתחם ענישה של בין 9 ל-13 שנים, ומצא לגזור על הנאשם עונש מאסר בפועל של 11 שנים. ערעור לגבי גזר הדין אשר הוגש לבית המשפט העליון טרם הוכרע (ע""פ 1186/15).",1,"ת""פ (מחוזי חיפה) 12122-04-13",http://www.nevo.co.il/case/6873678
"ת""פ (מחוזי מרכז) 8725-11-13","בת""פ (מחוזי חיפה) 12122-04-13 מדינת ישראל נ' יונס (14.1.2015), דובר על נאשם שירה במתלונן מטווח קרוב, על רקע עדות צפויה של המתלונן כנגד הנאשם בתיק אחר. דובר על נאשם צעיר עם תסקיר שלילי, כאשר הנאשם שם ריצה במקביל להליך מאסר בפועל בתיק נוסף, אך בזמן האירוע הנדון לא היה לנאשם עבר פלילי. ההליך נוהל במלואו, ובסופו קבע בית המשפט מתחם ענישה של בין 9 ל-13 שנים, ומצא לגזור על הנאשם עונש מאסר בפועל של 11 שנים. ערעור לגבי גזר הדין אשר הוגש לבית המשפט העליון טרם הוכרע (ע""פ 1186/15).
בת""פ (מחוזי מרכז) 8725-11-13 מדינת ישראל נ' אבו לבן (10.11.2014), דובר בנאשם שירה בבני משפחתה של זוגתו על רקע רצונה לעזוב אותו, וכתוצאה נפגע אחד מבני המשפחה. היה תכנון מקדים והנאשם הגיע חמוש באקדח טעון למקום האירוע. הנאשם שם הודה במהלך ההליך, ועמד לחובתו עבר פלילי מכביד לרבות מאסרים קודמים בעבירות אלימות. באותו מקרה נקבע מתחם של בין 6 ל-10 שנות מאסר (כאשר נקבע מתחם נפרד לעבירה באישום שתואר מעלה, ומתחם נפרד לעבירה נוספת חמורה פחות, שנכללה באישום נפרד, אך בית המשפט מצא לקבוע כי שני מתחמי הענישה שקבע אינם מצטברים). נגזרו על הנאשם באותו מקרה 9.5 שנות מאסר בפועל. ערעור לגבי גזר הדין טרם הוכרע (ע""פ 8721/14).
בע""פ 4697/11 מדינת ישראל נ' אלצאנע (24.3.2014), הצטייד הנאשם באקדח וירה בגבה של אחותו המתלוננת שתי יריות, עת שאחזה את בתה התינוקת בידיה, וכאשר נמצאים בסמוך אנשים רבים נוספים אשר היו יכולים להיפגע. בבית המשפט המחוזי נגזרו עליו 8 שנות מאסר בפועל ובבית המשפט העליון עונשו הוחמר והועמד על 9 שנות מאסר.","בת""פ (מחוזי מרכז) 8725-11-13 מדינת ישראל נ' אבו לבן (10.11.2014), דובר בנאשם שירה בבני משפחתה של זוגתו על רקע רצונה לעזוב אותו, וכתוצאה נפגע אחד מבני המשפחה. היה תכנון מקדים והנאשם הגיע חמוש באקדח טעון למקום האירוע. הנאשם שם הודה במהלך ההליך, ועמד לחובתו עבר פלילי מכביד לרבות מאסרים קודמים בעבירות אלימות. באותו מקרה נקבע מתחם של בין 6 ל-10 שנות מאסר (כאשר נקבע מתחם נפרד לעבירה באישום שתואר מעלה, ומתחם נפרד לעבירה נוספת חמורה פחות, שנכללה באישום נפרד, אך בית המשפט מצא לקבוע כי שני מתחמי הענישה שקבע אינם מצטברים). נגזרו על הנאשם באותו מקרה 9.5 שנות מאסר בפועל. ערעור לגבי גזר הדין טרם הוכרע (ע""פ 8721/14).",1,"ת""פ (מחוזי חיפה) 12122-04-13",http://www.nevo.co.il/case/6873678
"ע""פ 8721/14","בת""פ (מחוזי חיפה) 12122-04-13 מדינת ישראל נ' יונס (14.1.2015), דובר על נאשם שירה במתלונן מטווח קרוב, על רקע עדות צפויה של המתלונן כנגד הנאשם בתיק אחר. דובר על נאשם צעיר עם תסקיר שלילי, כאשר הנאשם שם ריצה במקביל להליך מאסר בפועל בתיק נוסף, אך בזמן האירוע הנדון לא היה לנאשם עבר פלילי. ההליך נוהל במלואו, ובסופו קבע בית המשפט מתחם ענישה של בין 9 ל-13 שנים, ומצא לגזור על הנאשם עונש מאסר בפועל של 11 שנים. ערעור לגבי גזר הדין אשר הוגש לבית המשפט העליון טרם הוכרע (ע""פ 1186/15).
בת""פ (מחוזי מרכז) 8725-11-13 מדינת ישראל נ' אבו לבן (10.11.2014), דובר בנאשם שירה בבני משפחתה של זוגתו על רקע רצונה לעזוב אותו, וכתוצאה נפגע אחד מבני המשפחה. היה תכנון מקדים והנאשם הגיע חמוש באקדח טעון למקום האירוע. הנאשם שם הודה במהלך ההליך, ועמד לחובתו עבר פלילי מכביד לרבות מאסרים קודמים בעבירות אלימות. באותו מקרה נקבע מתחם של בין 6 ל-10 שנות מאסר (כאשר נקבע מתחם נפרד לעבירה באישום שתואר מעלה, ומתחם נפרד לעבירה נוספת חמורה פחות, שנכללה באישום נפרד, אך בית המשפט מצא לקבוע כי שני מתחמי הענישה שקבע אינם מצטברים). נגזרו על הנאשם באותו מקרה 9.5 שנות מאסר בפועל. ערעור לגבי גזר הדין טרם הוכרע (ע""פ 8721/14).
בע""פ 4697/11 מדינת ישראל נ' אלצאנע (24.3.2014), הצטייד הנאשם באקדח וירה בגבה של אחותו המתלוננת שתי יריות, עת שאחזה את בתה התינוקת בידיה, וכאשר נמצאים בסמוך אנשים רבים נוספים אשר היו יכולים להיפגע. בבית המשפט המחוזי נגזרו עליו 8 שנות מאסר בפועל ובבית המשפט העליון עונשו הוחמר והועמד על 9 שנות מאסר.","בת""פ (מחוזי מרכז) 8725-11-13 מדינת ישראל נ' אבו לבן (10.11.2014), דובר בנאשם שירה בבני משפחתה של זוגתו על רקע רצונה לעזוב אותו, וכתוצאה נפגע אחד מבני המשפחה. היה תכנון מקדים והנאשם הגיע חמוש באקדח טעון למקום האירוע. הנאשם שם הודה במהלך ההליך, ועמד לחובתו עבר פלילי מכביד לרבות מאסרים קודמים בעבירות אלימות. באותו מקרה נקבע מתחם של בין 6 ל-10 שנות מאסר (כאשר נקבע מתחם נפרד לעבירה באישום שתואר מעלה, ומתחם נפרד לעבירה נוספת חמורה פחות, שנכללה באישום נפרד, אך בית המשפט מצא לקבוע כי שני מתחמי הענישה שקבע אינם מצטברים). נגזרו על הנאשם באותו מקרה 9.5 שנות מאסר בפועל. ערעור לגבי גזר הדין טרם הוכרע (ע""פ 8721/14).",1,"ת""פ (מחוזי חיפה) 12122-04-13",http://www.nevo.co.il/case/6873678
"ע""פ 4697/11","בת""פ (מחוזי מרכז) 8725-11-13 מדינת ישראל נ' אבו לבן (10.11.2014), דובר בנאשם שירה בבני משפחתה של זוגתו על רקע רצונה לעזוב אותו, וכתוצאה נפגע אחד מבני המשפחה. היה תכנון מקדים והנאשם הגיע חמוש באקדח טעון למקום האירוע. הנאשם שם הודה במהלך ההליך, ועמד לחובתו עבר פלילי מכביד לרבות מאסרים קודמים בעבירות אלימות. באותו מקרה נקבע מתחם של בין 6 ל-10 שנות מאסר (כאשר נקבע מתחם נפרד לעבירה באישום שתואר מעלה, ומתחם נפרד לעבירה נוספת חמורה פחות, שנכללה באישום נפרד, אך בית המשפט מצא לקבוע כי שני מתחמי הענישה שקבע אינם מצטברים). נגזרו על הנאשם באותו מקרה 9.5 שנות מאסר בפועל. ערעור לגבי גזר הדין טרם הוכרע (ע""פ 8721/14).
בע""פ 4697/11 מדינת ישראל נ' אלצאנע (24.3.2014), הצטייד הנאשם באקדח וירה בגבה של אחותו המתלוננת שתי יריות, עת שאחזה את בתה התינוקת בידיה, וכאשר נמצאים בסמוך אנשים רבים נוספים אשר היו יכולים להיפגע. בבית המשפט המחוזי נגזרו עליו 8 שנות מאסר בפועל ובבית המשפט העליון עונשו הוחמר והועמד על 9 שנות מאסר.
בע""פ 7538/14 עטל נ' מדינת ישראל (19.11.2015), אשר נסיבותיו פורטו מעלה ודומות למקרה הנוכחי, בית המשפט המחוזי קבע כי מתחם העונש ההולם את המעשים הוא בין 6 לבין 10 שנות מאסר, ונגזר עונש של 7 שנים. הערעור לגבי העונש נדחה.
הערכים הנפגעים –
לא יכולה להיות מחלוקת באשר לכך כי הערכים הנפגעים הינם שלמות גופם של המתלונן ושל פנחס, ואף נפגע הערך של שלום הציבור וביטחון הציבור, שעה שהנאשם עשה שימוש בכלי נשק חם, בקרבת בית מגורים. בנסיבות שתוארו מעלה, והגם שלמרבית המזל היריות לא הותירו נכויות צמיתות משמעותיות – המדובר בפגיעה ברף גבוה באותם ערכים מוגנים (ע""פ 4697/11 מדינת ישראל נ' אלצאנע, פסקה 5 (24.3.2013)).
נסיבות הקשורות בביצוע העבירה –","בע""פ 4697/11 מדינת ישראל נ' אלצאנע (24.3.2014), הצטייד הנאשם באקדח וירה בגבה של אחותו המתלוננת שתי יריות, עת שאחזה את בתה התינוקת בידיה, וכאשר נמצאים בסמוך אנשים רבים נוספים אשר היו יכולים להיפגע. בבית המשפט המחוזי נגזרו עליו 8 שנות מאסר בפועל ובבית המשפט העליון עונשו הוחמר והועמד על 9 שנות מאסר.  
...  
בנסיבות שתוארו מעלה, והגם שלמרבית המזל היריות לא הותירו נכויות צמיתות משמעותיות – המדובר בפגיעה ברף גבוה באותם ערכים מוגנים (ע""פ 4697/11 מדינת ישראל נ' אלצאנע, פסקה 5 (24.3.2013)).",1,"ת""פ (מחוזי מרכז) 8725-11-13",http://www.nevo.co.il/case/8487511
"ע""פ 7538/14","(ע""פ 32/14 עמאש נ' מדינת ישראל, פסקה 20 (17.9.2015)).
בכל הנוגע לרקע לביצוע העבירות והנסיבות שהביאו את הנאשם לבצע את העבירות – יש לראות כי הנאשם פעל מתוך תחושת נקמה, כאשר הוא עצמו מסביר כי ""פעל ללא מחשבה שנייה"" ומתוך כאב וכעס. בהתנהגות זו, על רקע מניעיה, טמונה מסוכנות רבה. בהקשר זה, כדוגמה, אפנה לפרשה שהתבררה בע""פ 7538/14 עטל נ' מדינת ישראל (19.11.2015), שם הורשע הנאשם בעבירות דומות לאחר שירה ופצע מי שזרק בקבוק תבערה לעבר ביתו עובר לאירוע הירי. הנאשם שם טען כי זריקת בקבוק התבערה הביאה אותו לביצוע הירי, בין היתר, על רקע תחושת הפחד שחש לאחר זריקת בקבוק התבערה, לשלומו ולשלום משפחתו, אך בית המשפט העליון קבע כי אין לתת לטיעון זה משקל של ממש, לאמור:
""לא מצאנו כי יש באירוע זריקת בקבוק התעברה לאזן את כפות המאזניים ולהפחית מחומרתו היתרה של אירוע הירי, ואף ייתכן כי יש בו להוסיף לחומרה, באשר נטל המערער את החוק לידיו ביודעין וביקש לפתור בעצמו סכסוך באמצעות נשק חם.""
בע""פ 4697/11 מדינת ישראל נ' אלצאנע (24.3.2014), הצטייד הנאשם באקדח וירה בגבה של אחותו המתלוננת שתי יריות, עת שאחזה את בתה התינוקת בידיה, וכאשר נמצאים בסמוך אנשים רבים נוספים אשר היו יכולים להיפגע. בבית המשפט המחוזי נגזרו עליו 8 שנות מאסר בפועל ובבית המשפט העליון עונשו הוחמר והועמד על 9 שנות מאסר.
בע""פ 7538/14 עטל נ' מדינת ישראל (19.11.2015), אשר נסיבותיו פורטו מעלה ודומות למקרה הנוכחי, בית המשפט המחוזי קבע כי מתחם העונש ההולם את המעשים הוא בין 6 לבין 10 שנות מאסר, ונגזר עונש של 7 שנים. הערעור לגבי העונש נדחה.
בע""פ 768/13 נאסר נ' מדינת ישראל (29.10.2014), דובר בנאשם שהגיע ביחד עם אחר לחניון, במטרה לחפש את המתלונן ולחבול בו, וזאת כאשר הם רעולי פנים וחמושים באקדחים. הנאשם שם ניסה לירות במתלונן מטווח קצר, אך נתקל במעצור ובהמשך רדף אחרי המתלונן וירה לעברו, בעודו רץ אחריו ברחוב הומה, אך לא פגע  באיש. נוהלו הוכחות ובסופם - הנאשם הודה. נגזרו עליו 7 שנות מאסר בפועל, ובית המשפט העליון אישר את גזר הדין, ומציין כי הנסיבות חמורות בשים לב שהירי בוצע בסמוך לבתי מגורים.","בהקשר זה, כדוגמה, אפנה לפרשה שהתבררה בע""פ 7538/14 עטל נ' מדינת ישראל (19.11.2015), שם הורשע הנאשם בעבירות דומות לאחר שירה ופצע מי שזרק בקבוק תבערה לעבר ביתו עובר לאירוע הירי. הנאשם שם טען כי זריקת בקבוק התבערה הביאה אותו לביצוע הירי, בין היתר, על רקע תחושת הפחד שחש לאחר זריקת בקבוק התבערה, לשלומו ולשלום משפחתו, אך בית המשפט העליון קבע כי אין לתת לטיעון זה משקל של ממש, לאמור:  
""לא מצאנו כי יש באירוע זריקת בקבוק התעברה לאזן את כפות המאזניים ולהפחית מחומרתו היתרה של אירוע הירי, ואף ייתכן כי יש בו להוסיף לחומרה, באשר נטל המערער את החוק בידיו ביודעין וביקש לפתור בעצמו סכסוך באמצעות נשק חם.""  
בע""פ 7538/14 עטל נ' מדינת ישראל (19.11.2015), אשר נסיבותיו פורטו מעלה ודומות למקרה הנוכחי, בית המשפט המחוזי קבע כי מתחם העונש ההולם את המעשים הוא בין 6 לבין 10 שנות מאסר, ונגזר עונש של 7 שנים. הערעור לגבי העונש נדחה.",0,"ע""פ 32/14",http://www.nevo.co.il/case/20291305
"ע""פ 768/13","בע""פ 7538/14 עטל נ' מדינת ישראל (19.11.2015), אשר נסיבותיו פורטו מעלה ודומות למקרה הנוכחי, בית המשפט המחוזי קבע כי מתחם העונש ההולם את המעשים הוא בין 6 לבין 10 שנות מאסר, ונגזר עונש של 7 שנים. הערעור לגבי העונש נדחה.
בע""פ 768/13 נאסר נ' מדינת ישראל (29.10.2014), דובר בנאשם שהגיע ביחד עם אחר לחניון, במטרה לחפש את המתלונן ולחבול בו, וזאת כאשר הם רעולי פנים וחמושים באקדחים. הנאשם שם ניסה לירות במתלונן מטווח קצר, אך נתקל במעצור ובהמשך רדף אחרי המתלונן וירה לעברו, בעודו רץ אחריו ברחוב הומה, אך לא פגע  באיש. נוהלו הוכחות ובסופם - הנאשם הודה. נגזרו עליו 7 שנות מאסר בפועל, ובית המשפט העליון אישר את גזר הדין, ומציין כי הנסיבות חמורות בשים לב שהירי בוצע בסמוך לבתי מגורים.
בע""פ 5594/09 עזרייב נ' מדינת ישראל (5.5.2010) דחה בית המשפט העליון את ערעורו של הנאשם שנדון ל-6.5 שנות מאסר, לאחר שירה מנשק חם לעבר המתלונן, עמו היה בסכסוך, 4 כדורים.","בע""פ 768/13 נאסר נ' מדינת ישראל (29.10.2014), דובר בנאשם שהגיע ביחד עם אחר לחניון, במטרה לחפש את המתלונן ולחבול בו, וזאת כאשר הם רעולי פנים וחמושים באקדחים. הנאשם שם ניסה לירות במתלונן מטווח קצר, אך נתקל במעצור ובהמשך רדף אחרי המתלונן וירה לעברו, בעודו רץ אחריו ברחוב הומה, אך לא פגע  באיש. נוהלו הוכחות ובסופם - הנאשם הודה. נגזרו עליו 7 שנות מאסר בפועל, ובית המשפט העליון אישר את גזר הדין, ומציין כי הנסיבות חמורות בשים לב שהירי בוצע בסמוך לבתי מגורים.",1,"ע""פ 7538/14",http://www.nevo.co.il/case/18653715
"ע""פ 5594/09","בע""פ 768/13 נאסר נ' מדינת ישראל (29.10.2014), דובר בנאשם שהגיע ביחד עם אחר לחניון, במטרה לחפש את המתלונן ולחבול בו, וזאת כאשר הם רעולי פנים וחמושים באקדחים. הנאשם שם ניסה לירות במתלונן מטווח קצר, אך נתקל במעצור ובהמשך רדף אחרי המתלונן וירה לעברו, בעודו רץ אחריו ברחוב הומה, אך לא פגע  באיש. נוהלו הוכחות ובסופם - הנאשם הודה. נגזרו עליו 7 שנות מאסר בפועל, ובית המשפט העליון אישר את גזר הדין, ומציין כי הנסיבות חמורות בשים לב שהירי בוצע בסמוך לבתי מגורים.
בע""פ 5594/09 עזרייב נ' מדינת ישראל (5.5.2010) דחה בית המשפט העליון את ערעורו של הנאשם שנדון ל-6.5 שנות מאסר, לאחר שירה מנשק חם לעבר המתלונן, עמו היה בסכסוך, 4 כדורים.
בע""פ 6383/12 זוהיר נ' מדינת ישראל (29.9.2014), הורשע הנאשם בבית המשפט המחוזי בעבירות של חבלה חמורה בנסיבות מחמירות ועבירות נשק, ונגזרו עליו 8 שנות מאסר בפועל. עובדות המקרה היו כי הנאשם, צעיר נעדר עבר פלילי לגביו ניתן תסקיר חיובי, החליט לנקום במתלונן, נוכח העובדה כי המתלונן נכח באירוע בו נדקר הנאשם. הנאשם חיכה כי המתלונן יגיע לכפר שלו, הצטייד באקדח וניגש למתלונן עת שהה האחרון במוסך, ירה לעברו 4-6 יריות ופגע ברגלו הימנית. בית המשפט העליון קיבל את הערעור על חומרת העונש, והפחית את עונשו של הנאשם שם ל-6 שנים.","בע""פ 5594/09 עזרייב נ' מדינת ישראל (5.5.2010) דחה בית המשפט העליון את ערעורו של הנאשם שנדון ל-6.5 שנות מאסר, לאחר שירה מנשק חם לעבר המתלונן, עמו היה בסכסוך, 4 כדורים.",1,"ע""פ 768/13",http://www.nevo.co.il/case/5172636
"ע""פ 6383/12","בע""פ 5594/09 עזרייב נ' מדינת ישראל (5.5.2010) דחה בית המשפט העליון את ערעורו של הנאשם שנדון ל-6.5 שנות מאסר, לאחר שירה מנשק חם לעבר המתלונן, עמו היה בסכסוך, 4 כדורים.
בע""פ 6383/12 זוהיר נ' מדינת ישראל (29.9.2014), הורשע הנאשם בבית המשפט המחוזי בעבירות של חבלה חמורה בנסיבות מחמירות ועבירות נשק, ונגזרו עליו 8 שנות מאסר בפועל. עובדות המקרה היו כי הנאשם, צעיר נעדר עבר פלילי לגביו ניתן תסקיר חיובי, החליט לנקום במתלונן, נוכח העובדה כי המתלונן נכח באירוע בו נדקר הנאשם. הנאשם חיכה כי המתלונן יגיע לכפר שלו, הצטייד באקדח וניגש למתלונן עת שהה האחרון במוסך, ירה לעברו 4-6 יריות ופגע ברגלו הימנית. בית המשפט העליון קיבל את הערעור על חומרת העונש, והפחית את עונשו של הנאשם שם ל-6 שנים.
בע""פ 2064/14 קואסמי נ' מדינת ישראל (24.2.2015) בית המשפט העליון אישר גזר דין ובו הושת עונש של 4.5 שנות מאסר בפועל וכן עונש מאסר מותנה, בגין הרשעה בחבלה בכוונה מחמירה, באירוע במסגרתו רדף הנאשם אחרי המתלוננים בעודו יורה לעברם ופוגע בהם (בגפיים), על רקע סכסוך קודם ביניהם.","בע""פ 6383/12 זוהיר נ' מדינת ישראל (29.9.2014), הורשע הנאשם בבית המשפט המחוזי בעבירות של חבלה חמורה בנסיבות מחמירות ועבירות נשק, ונגזרו עליו 8 שנות מאסר בפועל. עובדות המקרה היו כי הנאשם, צעיר נעדר עבר פלילי לגביו ניתן תסקיר חיובי, החליט לנקום במתלונן, נוכח העובדה כי המתלונן נכח באירוע בו נדקר הנאשם. הנאשם חיכה כי המתלונן יגיע לכפר שלו, הצטייד באקדח וניגש למתלונן עת שהה האחרון במוסך, ירה לעברו 4-6 יריות ופגע ברגלו הימנית. בית המשפט העליון קיבל את הערעור על חומרת העונש, והפחית את עונשו של הנאשם שם ל-6 שנים.",1,"ע""פ 5594/09",http://www.nevo.co.il/case/6022490
"ע""פ 2064/14","בע""פ 6383/12 זוהיר נ' מדינת ישראל (29.9.2014), הורשע הנאשם בבית המשפט המחוזי בעבירות של חבלה חמורה בנסיבות מחמירות ועבירות נשק, ונגזרו עליו 8 שנות מאסר בפועל. עובדות המקרה היו כי הנאשם, צעיר נעדר עבר פלילי לגביו ניתן תסקיר חיובי, החליט לנקום במתלונן, נוכח העובדה כי המתלונן נכח באירוע בו נדקר הנאשם. הנאשם חיכה כי המתלונן יגיע לכפר שלו, הצטייד באקדח וניגש למתלונן עת שהה האחרון במוסך, ירה לעברו 4-6 יריות ופגע ברגלו הימנית. בית המשפט העליון קיבל את הערעור על חומרת העונש, והפחית את עונשו של הנאשם שם ל-6 שנים.
בע""פ 2064/14 קואסמי נ' מדינת ישראל (24.2.2015) בית המשפט העליון אישר גזר דין ובו הושת עונש של 4.5 שנות מאסר בפועל וכן עונש מאסר מותנה, בגין הרשעה בחבלה בכוונה מחמירה, באירוע במסגרתו רדף הנאשם אחרי המתלוננים בעודו יורה לעברם ופוגע בהם (בגפיים), על רקע סכסוך קודם ביניהם.
בע""פ 8641/12 סעד נ' מדינת ישראל (5.8.2013), הורשע הנאשם בעבירות של חבלה בכוונה מחמירה וכן בעבירות נשק, באירוע שכלל תכנון מוקדם במהלכו הנאשם, על רקע חשד כי המתלונן קשור לאירוע קודם בו נורה דודו של הנאשם, הזמין את המתלונן לנסיעה עמו, במהלכה עצר בביתו והצטייד באקדח ובהמשך ירה לעברו של המתלונן 3-4 יריות, מתוכן נפגע המתלונן משלוש יריות ונגרמו לו פגיעות קשות ברגליו. בית המשפט העליון קבע מתחם הנע בין 3.5 ל-8 שנים, וגזר על הנאשם 5 שנות מאסר בפועל.","בע""פ 2064/14 קואסמי נ' מדינת ישראל (24.2.2015) בית המשפט העליון אישר גזר דין ובו הושת עונש של 4.5 שנות מאסר בפועל וכן עונש מאסר מותנה, בגין הרשעה בחבלה בכוונה מחמירה, באירוע במסגרתו רדף הנאשם אחרי המתלוננים בעודו יורה לעברם ופוגע בהם (בגפיים), על רקע סכסוך קודם ביניהם.",1,"ע""פ 6383/12",http://www.nevo.co.il/case/5590183
