citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ע""פ 5746/06","לעמוד על המשמר בדריכות תמידית ולהשקיע משאבים רבים לשם כך.
אשר לעבירת ההסתננות המזויינת שבה הורשע הנאשם, בית המשפט העליון עמד על תכלית החוק למניעת הסתננות, שהיא להגן על בטחון גבולות מדינת ישראל מפני כניסה שלא כדין לשטחה (ולהרחבה ראו ע""פ 5746/06 עבאס נ' מדינת ישראל (31.7.07)).
בהתייחס למדיניות הענישה הנהוגה, עיון בפסיקת בתי המשפט, ואף בזו שהגישו ב""כ הצדדים, מעלה שבתי המשפט נתנו דעתם למספר היבטים שהשליכו על מידת העונש בנושא זה. בתוך כך נבחן, בין היתר, באיזה שלב סוכל הניסיון – סוג הנשק, האם נעשה שימוש בנשק והאם נפגעה שלמות גופו של אדם. בנוסף, נבחנו הפרמטרים המפורטים בהוראות סעיף 40 לחוק העונשין.","אשר לעבירת ההסתננות המזויינת שבה הורשע הנאשם, בית המשפט העליון עמד על תכלית החוק למניעת הסתננות, שהיא להגן על בטחון גבולות מדינת ישראל מפני כניסה שלא כדין לשטחה (ולהרחבה ראו ע""פ 5746/06 עבאס נ' מדינת ישראל (31.7.07)).",0,"ע""פ 5746/06",http://www.nevo.co.il/case/5945006
"תפ""ח (מרכז-לוד) 25132-08-17","בדברי ההסבר להצעת חוק המאבק בטרור, התשע""ה-2015 צוין ש""מטרת החוק המוצע לתת בידי רשויות המדינה כלים מתאימים בתחום המשפט הפלילי והציבורי, לשם התמודדות עם איומי הטרור שבפניהם ניצבת מדינת ישראל, וזאת בשל ייחודה של תופעת פשיעה זו, הבא לידי ביטוי בעוצמת הפגיעה שלה מחד-גיסא, ובקושי להיאבק בה בשל היקפה ומורכבותה מאידך-גיסא. עוצמת הפגיעה של הטרור באה לידי ביטוי בכך שמלבד הפגיעה הישירה שהוא מסב לחיי אדם ולשלמות הגוף, יוצר הטרור אפקט פסיכולוגי של פחד ותחושת איום בקרב הציבור כולו ומערער את שגרת חייו של הציבור לאורך זמן"".
אם כן, על הענישה ככלל וכמדיניות, להביא לידי ביטוי את הרציונל שבבסיס החמרת הענישה על פי חוק המאבק בטרור, כאמור (ראו גם: תפ""ח (מרכז-לוד) 25132-08-17).
מפסיקת בתי המשפט שלהלן, ניתן ללמוד אודות מדיניות הענישה תוך יישומה בהתאמה למכלול נסיבות ענייננו, וכדלקמן:","אם כן, על הענישה ככלל וכמדיניות, להביא לידי ביטוי את הרציונל שבבסיס החמרת הענישה על פי חוק המאבק בטרור, כאמור (ראו גם: תפ""ח (מרכז-לוד) 25132-08-17).",0,"תפ""ח (מרכז-לוד) 25132-08-17",
"ע""פ 1996/11","מפסיקת בתי המשפט שלהלן, ניתן ללמוד אודות מדיניות הענישה תוך יישומה בהתאמה למכלול נסיבות ענייננו, וכדלקמן:
בעניין ע""פ 1996/11 נחאל נ' מדינת ישראל (23.12.2014), אישר בית המשפט העליון עונש של 18 שנות מאסר שהוטלו על מערער, שהורשע, על יסוד הודאתו, בעבירות נגד בטחון המדינה כולל ניסיון לרצח. המערער, תושב רצועת עזה, קשר קשר עם פעילי טרור לבצע פיגוע התאבדות. המערער עבר את הגבול מרפיח למצרים כשהוא נושא על גופו חגורת נפץ, ניסה לחצות את הגבול לישראל מסיני פעמיים. בפעם הראשונה הניסיון כשל, ובפעם השניה נכנס לשטח המדינה. לאחר זמן מה הוא נעצר על ידי כוחות הביטחון כשחגורת הנפץ לא הייתה עליו. בהמשך הוא הוציא את חגורת הנפץ מרכבו בהוראת כוחות הביטחון.
נסיבות אלו חמורות מנסיבות ענייננו בהיבט פוטנציאל הסיכון מהעבירות בהן הורשע וניסיון הרצח באמצעות חגורת נפץ, אך הוא ניתן לפני כניסתו לתוקף של חוק המאבק בטרור בעניינו של נאשם שהודה ונטל אחריות למעשיו וכחלק מהסדר טיעון שבו המאשימה הגבילה עצמה לעונש ל 19 שנות מאסר","בעניין ע""פ 1996/11 נחאל נ' מדינת ישראל (23.12.2014), אישר בית המשפט העליון עונש של 18 שנות מאסר שהוטלו על מערער, שהורשע, על יסוד הודאתו, בעבירות נגד בטחון המדינה כולל ניסיון לרצח. המערער, תושב רצועת עזה, קשר קשר עם פעילי טרור לבצע פיגוע התאבדות. המערער עבר את הגבול מרפיח למצרים כשהוא נושא על גופו חגורת נפץ, ניסה לחצות את הגבול לישראל מסיני פעמיים. בפעם הראשונה הניסיון כשל, ובפעם השניה נכנס לשטח המדינה. לאחר זמן מה הוא נעצר על ידי כוחות הביטחון כשחגורת הנפץ לא הייתה עליו. בהמשך הוא הוציא את חגורת הנפץ מרכבו בהוראת כוחות הביטחון. נסיבות אלו חמורות מנסיבות ענייננו בהיבט פוטנציאל הסיכון מהעבירות בהן הורשע וניסיון הרצח באמצעות חגורת נפץ, אך הוא ניתן לפני כניסתו לתוקף של חוק המאבק בטרור בעניינו של נאשם שהודה ונטל אחריות למעשיו וכחלק מהסדר טיעון שבו המאשימה הגבילה עצמה לעונש ל 19 שנות מאסר",1,"ע""פ 1996/11",http://www.nevo.co.il/case/5804761
"ע""פ 9078/06","נסיבות אלו חמורות מנסיבות ענייננו בהיבט פוטנציאל הסיכון מהעבירות בהן הורשע וניסיון הרצח באמצעות חגורת נפץ, אך הוא ניתן לפני כניסתו לתוקף של חוק המאבק בטרור בעניינו של נאשם שהודה ונטל אחריות למעשיו וכחלק מהסדר טיעון שבו המאשימה הגבילה עצמה לעונש ל 19 שנות מאסר
בעניין ע""פ 9078/06 לחאם נ' מדינת ישראל (27.1.2008) אישר בית המשפט העליון עונש של 20 שנות מאסר שהושתו על מערער שהורשע בעבירות של נסיון לרצח, עבירות בנשק וקשירת קשר לביצוע פשע. המערער, תושב רצועת עזה, בהיותו כבן 27, נעתר להצעתם של אחרים ליטול חלק בקשר להכין מטעני חבלה ולבצע באמצעותם פיגוע נגד יהודים בחוף הים של גוש קטיף. מטען אחד הטמינו הקושרים ליד סוכת המציל והאחר באזור המיועד לחניית כלי רכב. ניסיון שנעשה להפעיל את המטען האחד לא צלח. מספר שעות מאוחר יותר הופעל המטען האחר, שלמרבה המזל לא גרם נזק.
אף מקרה זה אירע טרם כניסתו לתוקף של חוק המאבק בטרור, ונסיבותיו חמורות מעניינו של הנאשם.","בעניין ע""פ 9078/06 לחאם נ' מדינת ישראל (27.1.2008) אישר בית המשפט העליון עונש של 20 שנות מאסר שהושתו על מערער שהורשע בעבירות של נסיון לרצח, עבירות בנשק וקשירת קשר לביצוע פשע. המערער, תושב רצועת עזה, בהיותו כבן 27, נעתר להצעתם של אחרים ליטול חלק בקשר להכין מטעני חבלה ולבצע באמצעותם פיגוע נגד יהודים בחוף הים של גוש קטיף. מטען אחד הטמינו הקושרים ליד סוכת המציל והאחר באזור המיועד לחניית כלי רכב. ניסיון שנעשה להפעיל את המטען האחד לא צלח. מספר שעות מאוחר יותר הופעל המטען האחר, שלמרבה המזל לא גרם נזק.
אף מקרה זה אירע טרם כניסתו לתוקף של חוק המאבק בטרור, ונסיבותיו חמורות מעניינו של הנאשם.",1,"ע""פ 9078/06",http://www.nevo.co.il/case/6144574
"תפ""ח (מחוזי י-ם) 703-01-17","אף מקרה זה אירע טרם כניסתו לתוקף של חוק המאבק בטרור, ונסיבותיו חמורות מעניינו של הנאשם.
בעניין תפ""ח (מחוזי י-ם) 703-01-17 מדינת ישראל נ' אפגאני (20.12.2018), אליו הופנינו על ידי המאשימה, הוטל עונש של 15 שנות מאסר על נאשמת, תושבת ירושלים כבת 34, שהורשעה, לאחר שמיעת הראיות, בעבירה של ניסיון לרצח שהוא מעשה טרור ובעבירת החזקת סכין. צוין, שבליבה של הנאשמת גמלה ההחלטה להרוג חייל צה""ל ולהפוך ל""שהידה"". לצורך כך, הנאשמת השחיזה סכין מטבח, התקרבה אל 2 שוטרי מג""ב, הוציאה את הסכין שהיה ברשותה ונעצרה על ידי החיילים כ-100 מטרים מהם.
פסק דין זה אינו חלוט ובעניינו תלוי ועומד ערעור (ע""פ 2377/19, קבוע ליום 12.4.22).","בעניין תפ""ח (מחוזי י-ם) 703-01-17 מדינת ישראל נ' אפגאני (20.12.2018), אליו הופנינו על ידי המאשימה, הוטל עונש של 15 שנות מאסר על נאשמת, תושבת ירושלים כבת 34, שהורשעה, לאחר שמיעת הראיות, בעבירה של ניסיון לרצח שהוא מעשה טרור ובעבירת החזקת סכין. צוין, שבליבה של הנאשמת גמלה ההחלטה להרוג חייל צה""ל ולהפוך ל""שהידה"". לצורך כך, הנאשמת השחיזה סכין מטבח, התקרבה אל 2 שוטרי מג""ב, הוציאה את הסכין שהיה ברשותה ונעצרה על ידי החיילים כ-100 מטרים מהם.
פסק דין זה אינו חלוט ובעניינו תלוי ועומד ערעור (ע""פ 2377/19, קבוע ליום 12.4.22).",1,"תפ""ח (מחוזי י-ם) 703-01-17",http://www.nevo.co.il/case/21947162
"ע""פ 2377/19","בעניין תפ""ח (מחוזי י-ם) 703-01-17 מדינת ישראל נ' אפגאני (20.12.2018), אליו הופנינו על ידי המאשימה, הוטל עונש של 15 שנות מאסר על נאשמת, תושבת ירושלים כבת 34, שהורשעה, לאחר שמיעת הראיות, בעבירה של ניסיון לרצח שהוא מעשה טרור ובעבירת החזקת סכין. צוין, שבליבה של הנאשמת גמלה ההחלטה להרוג חייל צה""ל ולהפוך ל""שהידה"". לצורך כך, הנאשמת השחיזה סכין מטבח, התקרבה אל 2 שוטרי מג""ב, הוציאה את הסכין שהיה ברשותה ונעצרה על ידי החיילים כ-100 מטרים מהם.
פסק דין זה אינו חלוט ובעניינו תלוי ועומד ערעור (ע""פ 2377/19, קבוע ליום 12.4.22).
בעניין ע""פ 9560/17 עויסאת נ' מדינת ישראל (21.05.2020), אליו הפנתה המאשימה, הקל בית המשפט בעונשו של מערער שהורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח והחזקת סכין, על רקע רצונו לבצע פיגוע דקירה בישראל, והעמיד את עונשו על 14 שנות מאסר חלף 16 שנות מאסר. המערער, תושב שכונת ג'בל מוכאבר בירושלים, נטל סכין מטבח, השחיזה וחיפש קרבן יהודי מתאים, על מנת לדקור אותו בצווארו ולהביא למותו. המערער ערך תצפית, במהלכה ראה אזרחים ושוטרים שנסעו על הכביש, אך נמנע מלדקור מי מהם מכיוון שהם היו ברכבם. שוטרים שהבחינו בלהב הסכין המבצבצת משרוולו השתלטו עליו, טרם שהספיק לבצע את זממו. בית המשפט המחוזי קבע מתחם ענישה בין 14 ל-18 שנות מאסר בפועל. בית המשפט העליון הדגיש את עברו הנקי של המערער ואת העובדה שבעניינו של המערער הניסיון סוכל לפני שנפגעה שלמות גופו של אדם.","פסק דין זה אינו חלוט ובעניינו תלוי ועומד ערעור (ע""פ 2377/19, קבוע ליום 12.4.22).",0,"תפ""ח (מחוזי י-ם) 703-01-17",http://www.nevo.co.il/case/21947162
"ע""פ 9560/17","פסק דין זה אינו חלוט ובעניינו תלוי ועומד ערעור (ע""פ 2377/19, קבוע ליום 12.4.22).
בעניין ע""פ 9560/17 עויסאת נ' מדינת ישראל (21.05.2020), אליו הפנתה המאשימה, הקל בית המשפט בעונשו של מערער שהורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח והחזקת סכין, על רקע רצונו לבצע פיגוע דקירה בישראל, והעמיד את עונשו על 14 שנות מאסר חלף 16 שנות מאסר. המערער, תושב שכונת ג'בל מוכאבר בירושלים, נטל סכין מטבח, השחיזה וחיפש קרבן יהודי מתאים, על מנת לדקור אותו בצווארו ולהביא למותו. המערער ערך תצפית, במהלכה ראה אזרחים ושוטרים שנסעו על הכביש, אך נמנע מלדקור מי מהם מכיוון שהם היו ברכבם. שוטרים שהבחינו בלהב הסכין המבצבצת משרוולו השתלטו עליו, טרם שהספיק לבצע את זממו. בית המשפט המחוזי קבע מתחם ענישה בין 14 ל-18 שנות מאסר בפועל. בית המשפט העליון הדגיש את עברו הנקי של המערער ואת העובדה שבעניינו של המערער הניסיון סוכל לפני שנפגעה שלמות גופו של אדם.
המדובר בעבירה שבוצעה לפני כניסת חוק המאבק בטרור לתוקף.","בעניין ע""פ 9560/17 עויסאת נ' מדינת ישראל (21.05.2020), אליו הפנתה המאשימה, הקל בית המשפט בעונשו של מערער שהורשע, לאחר שמיעת ראיות, בעבירות של ניסיון לרצח והחזקת סכין, על רקע רצונו לבצע פיגוע דקירה בישראל, והעמיד את עונשו על 14 שנות מאסר חלף 16 שנות מאסר. המערער, תושב שכונת ג'בל מוכאבר בירושלים, נטל סכין מטבח, השחיזה וחיפש קרבן יהודי מתאים, על מנת לדקור אותו בצווארו ולהביא למותו. המערער ערך תצפית, במהלכה ראה אזרחים ושוטרים שנסעו על הכביש, אך נמנע מלדקור מי מהם מכיוון שהם היו ברכבם. שוטרים שהבחינו בלהב הסכין המבצבצת משרוולו השתלטו עליו, טרם שהספיק לבצע את זממו. בית המשפט המחוזי קבע מתחם ענישה בין 14 ל-18 שנות מאסר בפועל. בית המשפט העליון הדגיש את עברו הנקי של המערער ואת העובדה שבעניינו של המערער הניסיון סוכל לפני שנפגעה שלמות גופו של אדם.",1,"ע""פ 2377/19",http://www.nevo.co.il/case/25591764
"תפ""ח (מחוזי מרכז) 52132-08-17","המדובר בעבירה שבוצעה לפני כניסת חוק המאבק בטרור לתוקף.
בעניין, תפ""ח (מחוזי מרכז) 52132-08-17 מדינת ישראל נ' אבו עראם (19.6.18), אליו הופנינו על ידי המאשימה, הוטלו 22.5 שנות מאסר על נאשם שהורשע, על יסוד הודאתו, בעבירה של ניסיון לרצח בנסיבות מעשה טרור. הנאשם נכנס לישראל שלא כדין, הצטייד במיכל גז פלפל ותכנן להצטייד בסכין במטרה לרצוח יהודי ישראלי על ידי פיגוע דקירה בתוך ישראל. לצורך כך, תכנן הנאשם לגנוב סכין ממרכול. הנאשם נכנס למרכול, נטל סכין והסליקה במכנסיו. הנאשם החליט להמית את סגן מנהל המרכול, הסתער עליו תוך שהוא מניף את הסכין, דקר את הקרבן בצווארו, בחזהו, בבטנו ובראשו. הקרבן נאבק בנאשם ובמהלך המאבק נשברה הסכין ונשמטה מידיו של הנאשם. בשלב זה, ריסס הנאשם את הקרבן בגז פלפל וברח מהמקום. עוברי אורח תפסו את הנאשם, עד להגעת כוחות המשטרה למקום.
נציין כי עניין זה חמור מעניינו של הנאשם לאור הנזקים שגרם לקורבן העבירה- פצע אורכי בצוואר, פצע של 15 ס""מ בחזה, שבר בצלע ופצעים בראש. בעקבות הפציעה הקרבן הורדם והונשם, בוצעו בו מספר פרוצדורות רפואיות ובהמשך הוא נותח. עם זאת, בעניין זה נלקחה בחשבון הודאת הנאשם.","בעניין, תפ""ח (מחוזי מרכז) 52132-08-17 מדינת ישראל נ' אבו עראם (19.6.18), אליו הופנינו על ידי המאשימה, הוטלו 22.5 שנות מאסר על נאשם שהורשע, על יסוד הודאתו, בעבירה של ניסיון לרצח בנסיבות מעשה טרור. הנאשם נכנס לישראל שלא כדין, הצטייד במיכל גז פלפל ותכנן להצטייד בסכין במטרה לרצוח יהודי ישראלי על ידי פיגוע דקירה בתוך ישראל. לצורך כך, תכנן הנאשם לגנוב סכין ממרכול. הנאשם נכנס למרכול, נטל סכין והסליקה במכנסיו. הנאשם החליט להמית את סגן מנהל המרכול, הסתער עליו תוך שהוא מניף את הסכין, דקר את הקרבן בצווארו, בחזהו, בבטנו ובראשו. הקרבן נאבק בנאשם ובמהלך המאבק נשברה הסכין ונשמטה מידיו של הנאשם. בשלב זה, ריסס הנאשם את הקרבן בגז פלפל וברח מהמקום. עוברי אורח תפסו את הנאשם, עד להגעת כוחות המשטרה למקום.
נציין כי עניין זה חמור מעניינו של הנאשם לאור הנזקים שגרם לקורבן העבירה- פצע אורכי בצוואר, פצע של 15 ס""מ בחזה, שבר בצלע ופצעים בראש. בעקבות הפציעה הקרבן הורדם והונשם, בוצעו בו מספר פרוצדורות רפואיות ובהמשך הוא נותח. עם זאת, בעניין זה נלקחה בחשבון הודאת הנאשם.",1,"תפ""ח (מחוזי מרכז) 52132-08-17",http://www.nevo.co.il/case/22941635
"ע""פ 9240/08","נציין כי עניין זה חמור מעניינו של הנאשם לאור הנזקים שגרם לקורבן העבירה- פצע אורכי בצוואר, פצע של 15 ס""מ בחזה, שבר בצלע ופצעים בראש. בעקבות הפציעה הקרבן הורדם והונשם, בוצעו בו מספר פרוצדורות רפואיות ובהמשך הוא נותח. עם זאת, בעניין זה נלקחה בחשבון הודאת הנאשם.
בעניין ע""פ 9240/08 חילס נ' מדינת ישראל (20.5.09), אליו הופנינו על ידי ב""כ הנאשם, דחה בית המשפט העליון ערעור כנגד עונש של 7 שנות מאסר שהוטל על מערערים שהורשעו, על יסוד הודאתם, במסגרת הסדר טיעון, בעבירות של ""סיוע לעבירות בנשק וניסיון לרצח"". (נדייק ונציין שההרשעה הייתה בעבירות של סיוע לעבירות בנשק וסיוע לניסיון רצח- ד""כ). המערערים, תושבי רצועת עזה, נתנו את הסכמתם להצטרף לאחרים לירי של טיל לכיוון מדינת ישראל, מתוך כוונה לגרום למותם של אזרחים. המערערים ושותפיהם ניסו לשגר את הטיל אך לא הצליחו להשיג את מטרתם מכיוון שהטיל שירו פגע בשטח הפלסטיני.
הוער בפסק הדין כי לשיקולי העונש התחשב בית המשפט, בין היתר, בכך שהמערערים הביעו צער על מעשיהם, המערערים לא היו שותפים לארגון טרור כלשהו.","בעניין ע""פ 9240/08 חילס נ' מדינת ישראל (20.5.09), אליו הופנינו על ידי ב""כ הנאשם, דחה בית המשפט העליון ערעור כנגד עונש של 7 שנות מאסר שהוטל על מערערים שהורשעו, על יסוד הודאתם, במסגרת הסדר טיעון, בעבירות של ""סיוע לעבירות בנשק וניסיון לרצח"". (נדייק ונציין שההרשעה הייתה בעבירות של סיוע לעבירות בנשק וסיוע לניסיון רצח- ד""כ). המערערים, תושבי רצועת עזה, נתנו את הסכמתם להצטרף לאחרים לירי של טיל לכיוון מדינת ישראל, מתוך כוונה לגרום למותם של אזרחים. המערערים ושותפיהם ניסו לשגר את הטיל אך לא הצליחו להשיג את מטרתם מכיוון שהטיל שירו פגע בשטח הפלסטיני.
הוער בפסק הדין כי לשיקולי העונש התחשב בית המשפט, בין היתר, בכך שהמערערים הביעו צער על מעשיהם, המערערים לא היו שותפים לארגון טרור כלשהו.",1,"ע""פ 9240/08",http://www.nevo.co.il/case/5801833
"ע""פ 8300/12","גזר דין זה ניתן טרם כניסתו לתוקף של חוק המאבק בטרור ונסיבותיו שונות מנסיבות ענייננו משום שעיון בגזר דינו של בית המשפט המחוזי מלמד שהמדובר בהרשעה בעבירות פחותות בחומרתן מנסיבות ענייננו של סיוע לעבירות נשק, לפי סע' 144(ב) רישא+31 ולחוק העונשין ועבירה של סיוע לניסיון לרצח, לפי סע' 305(1)+31 לחוק הנ""ל, כשהעונש המרבי לצד עבירת הסיוע לניסיון הרצח, עמד על 10 שנות מאסר והעונש בצד עבירת הסיוע להובלת הנשק -5 שנים.
בעניין ע""פ 8300/12 עטאללה נ' מדינת ישראל (5.11.13), אליו הופנינו על ידי ב""כ הנאשם, אישר בית המשפט העליון עונש של 6 שנות מאסר שהוטלו על משיב, קטין כבן 15 בעת ביצוע העבירות, שהורשע, על יסוד הודאתו, בעבירות של ניסיון לרצח, עבירות נשק (נשיאת נשק) וחברות ופעילות בהתאחדות בלתי מותרת. המשיב, שהצטרף לארגון הגא""פ, נטל חלק, בין היתר, בעצרות ובהפגנות. המשיב ואדם נוסף הניחו מטען חבלה סמוך לטנק של צה""ל; במועד אחר, ביצעה קבוצת פעילי טרור חמושים, ובתוכם המשיב, ירי לעבר חיילי צה""ל. במהלך האירוע, אף הושיט המשיב מטול RPG לידי אחד מחברי הקבוצה על מנת שיירה באמצעותו לעבר החיילים. צוין שבמהלך מנוסתם של חברי הקבוצה מהמקום, נורו לעברם טילים וכתוצאה מכך המשיב איבד את רגלו השמאלית.
בית המשפט העליון ציין שעמדת המדינה שראוי היה להחמיר יותר על המשיב היא מובנת אך לאור גילו הצעיר של הנאשם במועד ביצוע העבירות והעובדה שרגלו של המשיב נקטעה, הוחלט לדחות את הערעור. בית המשפט העליון הזכיר שתפקידו אינו לקבוע איזה עונש הוא היה נותן לכתחילה אלא רק לבחון את פסק הדין במשקפיים של ביקורת ערעורית.","בעניין ע""פ 8300/12 עטאללה נ' מדינת ישראל (5.11.13), אליו הופנינו על ידי ב""כ הנאשם, אישר בית המשפט העליון עונש של 6 שנות מאסר שהוטלו על משיב, קטין כבן 15 בעת ביצוע העבירות, שהורשע, על יסוד הודאתו, בעבירות של ניסיון לרצח, עבירות נשק (נשיאת נשק) וחברות ופעילות בהתאחדות בלתי מותרת. המשיב, שהצטרף לארגון הגא""פ, נטל חלק, בין היתר, בעצרות ובהפגנות. המשיב ואדם נוסף הניחו מטען חבלה סמוך לטנק של צה""ל; במועד אחר, ביצעה קבוצת פעילי טרור חמושים, ובתוכם המשיב, ירי לעבר חיילי צה""ל. במהלך האירוע, אף הושיט המשיב מטול RPG לידי אחד מחברי הקבוצה על מנת שיירה באמצעותו לעבר החיילים. צוין שבמהלך מנוסתם של חברי הקבוצה מהמקום, נורו לעברם טילים וכתוצאה מכך המשיב איבד את רגלו השמאלית.
בית המשפט העליון ציין שעמדת המדינה שראוי היה להחמיר יותר על המשיב היא מובנת אך לאור גילו הצעיר של הנאשם במועד ביצוע העבירות והעובדה שרגלו של המשיב נקטעה, הוחלט לדחות את הערעור. בית המשפט העליון הזכיר שתפקידו אינו לקבוע איזה עונש הוא היה נותן לכתחילה אלא רק לבחון את פסק הדין במשקפיים של ביקורת ערעורית.",1,"ע""פ 8300/12",http://www.nevo.co.il/case/5606415
