citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ע""פ 5681/23","12.	בית המשפט עמד לא אחת על החומרה היתרה הגלומה בעבירות בנשק, הטומנות בחובן פוטנציאל סיכון הרסני לפגיעה בשלום הציבור ובטחונו, ועל הצורך בהטלת ענישה מחמירה ובלתי סלחנית כלפי מבצעיהן.
יפים לעניין זה דבריו של כב' השופט י. אלרון בע""פ 5681/23 חווא נ' מדינת ישראל [נבו] (20.12.2023):
""עבירות הנשק באשר הן הפכו למכת מדינה. חומרתן היתרה והשפעתן על תחושת הביטחון של כלל אזרחי המדינה מחייבות הטלת ענישה משמעותית, גם על נאשם נעדר עבר פלילי (שאינו מענייננו במקרה דנן). מדיניות ההחמרה ביחס לכלל עבירות הנשק, אשר ניכרת בפסיקתו של בית משפט זה, באה לידי ביטוי  סטטוטורי בסעיף 144(ז) לחוק העונשין אשר חוקק במסגרת תיקון מס' 140 לחוק (ראו: חוק העונשין (תיקון מס' 140 – הוראת שעה), התשפ""ב-2021, ס""ח 2938)...","יפים לעניין זה דבריו של כב' השופט י. אלרון בע""פ 5681/23 חווא נ' מדינת ישראל [נבו] (20.12.2023):
""עבירות הנשק באשר הן הפכו למכת מדינה. חומרתן היתרה והשפעתן על תחושת הביטחון של כלל אזרחי המדינה מחייבות הטלת ענישה משמעותית, גם על נאשם נעדר עבר פלילי (שאינו מענייננו במקרה דנן). מדיניות ההחמרה ביחס לכלל עבירות הנשק, אשר ניכרת בפסיקתו של בית משפט זה, באה לידי ביטוי  סטטוטורי בסעיף 144(ז) לחוק העונשין אשר חוקק במסגרת תיקון מס' 140 לחוק (ראו: חוק העונשין (תיקון מס' 140 – הוראת שעה), התשפ""ב-2021, ס""ח 2938)...",0,"ע""פ 5681/23",http://www.nevo.co.il/case/29867910
"ע""פ 4406/19","בהתאם לכך ולנוכח ריבוי מקרי הירי, יש לנקוט במדיניות ענישה מחמירה בגין ביצוע עבירות נשק, החל מיצרני או מבריחי הנשק הבלתי חוקי, דרך הסוחרים בו ועד לאלו הנוטלים אותו לידם ועושים בו שימוש בלתי חוקי לרבות החזקה ונשיאה.
ואמנם ניכרת בשנים האחרונות מגמת החמרה בענישה לשם מיגור עבירות אלו (עניין אבו עבסה; ע""פ 4406/19 מדינת ישראל נ' סובח, [נבו] פסקאות 16-15 לחוות דעתי )"".
עוד ראו דבריו של כב' הש' אלרון בע""פ 4456/21 מדינת ישראל נ' אבו עבסה [נבו] (23.1.2022):","ואמנם ניכרת בשנים האחרונות מגמת החמרה בענישה לשם מיגור עבירות אלו (עניין אבו עבסה; ע""פ 4406/19 מדינת ישראל נ' סובח, [נבו] פסקאות 16-15 לחוות דעתי )"".",0,"ע""פ 4406/19",http://www.nevo.co.il/case/25824863
"ע""פ 4456/21","ואמנם ניכרת בשנים האחרונות מגמת החמרה בענישה לשם מיגור עבירות אלו (עניין אבו עבסה; ע""פ 4406/19 מדינת ישראל נ' סובח, [נבו] פסקאות 16-15 לחוות דעתי )"".
עוד ראו דבריו של כב' הש' אלרון בע""פ 4456/21 מדינת ישראל נ' אבו עבסה [נבו] (23.1.2022):
""14.רבות דובר ונכתב על השימוש הנרחב שנעשה בחברה בישראל בכלל ובמגזר הערבי בפרט, בנשק בלתי חוקי. חדשות לבקרים אנו עדים לתוצאותיו ההרסניות בדמות גרימת נזקים בגוף ובנפש לאזרחים תמימים, ופגיעה ממשית בביטחונם האישי וברווחתם. לא פעם עמד בית משפט זה על הצורך בענישה מרתיעה ומחמירה על מנת למגר תופעה זו, וכפי שקבעתי במקרה אחר:","עוד ראו דבריו של כב' הש' אלרון בע""פ 4456/21 מדינת ישראל נ' אבו עבסה [נבו] (23.1.2022):
""14.רבות דובר ונכתב על השימוש הנרחב שנעשה בחברה בישראל בכלל ובמגזר הערבי בפרט, בנשק בלתי חוקי. חדשות לבקרים אנו עדים לתוצאותיו ההרסניות בדמות גרימת נזקים בגוף ובנפש לאזרחים תמימים, ופגיעה ממשית בביטחונם האישי וברווחתם. לא פעם עמד בית משפט זה על הצורך בענישה מרתיעה ומחמירה על מנת למגר תופעה זו, וכפי שקבעתי במקרה אחר:",0,"ע""פ 4406/19",http://www.nevo.co.il/case/25824863
"ע""פ 32/14","חומרה מיוחדת מיוחסת לאותם מקרים בהם השימוש בנשק חם נעשה באיזור מגורים, כבענייננו:
""רבות נאמר ונכתב על הרעה החולה הפוקדת את מקומותינו ומותירה חלל והרס, היא התופעה של שימוש בנשק חם ברחובה של עיר, גם בשל סכסוכים בעניינים של מה בכך. בית משפט זה חזר והתריע מפני התפשטות התופעה, וקבע באופן ברור כי יש להילחם בה ולמגרה באופן הנחרץ ביותר"" (ע""פ 32/14 עמאש נ' מדינת ישראל, [נבו] (17.9.2015)).
כן נפסק לא אחת כי מדיניות הענישה הנהוגה בעבירות בנשק דוגמת אלו שביצע הנאשם היא מדיניות של ענישה מחמירה המחייבת בדרך כלל הטלת עונשי מאסר בפועל גם על מי שזו הרשעתו הראשונה (ראו לדוגמא ע""פ 6898/13 מדינת ישראל נ' פרח (25.2.2014); וע""פ 9830/17 חמודה נ' מדינת ישראל [נבו] (8.3.18)).","""רבות נאמר ונכתב על הרעה החולה הפוקדת את מקומותינו ומותירה חלל והרס, היא התופעה של שימוש בנשק חם ברחובה של עיר, גם בשל סכסוכים בעניינים של מה בכך. בית משפט זה חזר והתריע מפני התפשטות התופעה, וקבע באופן ברור כי יש להילחם בה ולמגרה באופן הנחרץ ביותר"" (ע""פ 32/14 עמאש נ' מדינת ישראל, [נבו] (17.9.2015)).",0,"ע""פ 32/14",http://www.nevo.co.il/case/20291305
"ע""פ 6898/13","""רבות נאמר ונכתב על הרעה החולה הפוקדת את מקומותינו ומותירה חלל והרס, היא התופעה של שימוש בנשק חם ברחובה של עיר, גם בשל סכסוכים בעניינים של מה בכך. בית משפט זה חזר והתריע מפני התפשטות התופעה, וקבע באופן ברור כי יש להילחם בה ולמגרה באופן הנחרץ ביותר"" (ע""פ 32/14 עמאש נ' מדינת ישראל, [נבו] (17.9.2015)).
כן נפסק לא אחת כי מדיניות הענישה הנהוגה בעבירות בנשק דוגמת אלו שביצע הנאשם היא מדיניות של ענישה מחמירה המחייבת בדרך כלל הטלת עונשי מאסר בפועל גם על מי שזו הרשעתו הראשונה (ראו לדוגמא ע""פ 6898/13 מדינת ישראל נ' פרח (25.2.2014); וע""פ 9830/17 חמודה נ' מדינת ישראל [נבו] (8.3.18)).
13.	אשר לנסיבות הקשורות בביצוע העבירות, יילקחו בחשבון העובדה כי הנאשם הגיע אל חצר בית משפחת המנוח כשהוא נושא אקדח חצי אוטומטי וירה ירייה אחת לפחות באוויר במטרה להפחיד או להקניט את מוחמד וחד'ר. לחומרה יינתן משקל לכך שמעשיו של הנאשם לוו בתכנון מוקדם, משהצטייד מבעוד מועד באקדח במחסנית ובתחמושת, ועשה דרכו אל בית המשפחה היריבה במטרה לבצע את הירי.","כן נפסק לא אחת כי מדיניות הענישה הנהוגה בעבירות בנשק דוגמת אלו שביצע הנאשם היא מדיניות של ענישה מחמירה המחייבת בדרך כלל הטלת עונשי מאסר בפועל גם על מי שזו הרשעתו הראשונה (ראו לדוגמא ע""פ 6898/13 מדינת ישראל נ' פרח (25.2.2014))",0,"ע""פ 32/14",http://www.nevo.co.il/case/20291305
"ע""פ 9830/17","""רבות נאמר ונכתב על הרעה החולה הפוקדת את מקומותינו ומותירה חלל והרס, היא התופעה של שימוש בנשק חם ברחובה של עיר, גם בשל סכסוכים בעניינים של מה בכך. בית משפט זה חזר והתריע מפני התפשטות התופעה, וקבע באופן ברור כי יש להילחם בה ולמגרה באופן הנחרץ ביותר"" (ע""פ 32/14 עמאש נ' מדינת ישראל, [נבו] (17.9.2015)).
כן נפסק לא אחת כי מדיניות הענישה הנהוגה בעבירות בנשק דוגמת אלו שביצע הנאשם היא מדיניות של ענישה מחמירה המחייבת בדרך כלל הטלת עונשי מאסר בפועל גם על מי שזו הרשעתו הראשונה (ראו לדוגמא ע""פ 6898/13 מדינת ישראל נ' פרח (25.2.2014); וע""פ 9830/17 חמודה נ' מדינת ישראל [נבו] (8.3.18)).
13.	אשר לנסיבות הקשורות בביצוע העבירות, יילקחו בחשבון העובדה כי הנאשם הגיע אל חצר בית משפחת המנוח כשהוא נושא אקדח חצי אוטומטי וירה ירייה אחת לפחות באוויר במטרה להפחיד או להקניט את מוחמד וחד'ר. לחומרה יינתן משקל לכך שמעשיו של הנאשם לוו בתכנון מוקדם, משהצטייד מבעוד מועד באקדח במחסנית ובתחמושת, ועשה דרכו אל בית המשפחה היריבה במטרה לבצע את הירי.","כן נפסק לא אחת כי מדיניות הענישה הנהוגה בעבירות בנשק דוגמת אלו שביצע הנאשם היא מדיניות של ענישה מחמירה המחייבת בדרך כלל הטלת עונשי מאסר בפועל גם על מי שזו הרשעתו הראשונה (וע""פ 9830/17 חמודה נ' מדינת ישראל [נבו] (8.3.18)).",0,"ע""פ 32/14",http://www.nevo.co.il/case/20291305
"ע""פ 1059/21","16.	המאשימה הפנתה לפסיקה לתמיכה בעמדתה כדלהלן:
ב-ע""פ 1059/21 פלוני נ' מדינת ישראל [נבו] (22.03.2021), הורשע נאשם על יסוד הודאתו במסגרת הסדר טיעון בעבירות של החזקת נשק ואביזר תחמושת, ירי מנשק חם שלא כדין, איומים והפרעה לשוטר במילוי תפקידו. הנאשם החזיק מספר חודשים באקדח חצי אוטומטי, גנוב, מסוג גלוק. לאחר חילופי דברים בין הנאשם לבין קטין שכללו קריאות הדדיות לעזוב את המקום וכן דחיפות, הוציא הנאשם את האקדח, ירה שתי יריות באוויר, ובעת שהקטין ניסה להימלט מן המקום ירה הנאשם מספר יריות נוספות באוויר. משהבחין הנאשם בכוחות ביטחון שהגיעו לביתו כדי לעצרו, נמלט, השליך מהחלון תיק ובו האקדח, שהיה טעון במחסנית מלאה בכדורים, שתי מחסניות נוספות מלאות וכסף מזומן, הטמין את התיק בחצר הסמוכה לביתו והמשיך במנוסתו עד שנעצר על ידי כוחות הביטחון. בית משפט המחוזי קבע מתחם ענישה הנע בין 36 עד 60 חודשי מאסר בפועל, והשית על הנאשם- בעל עבר פלילי- 42 חודשי מאסר בפועל, לצד ענישה נלווית. בית המשפט העליון דחה את ערעורו של הנאשם על חומרת העונש בקבעו כי על אף שעונשו של הנאשם ""אינו מן הקלים"", מעשיו חמורים ומחייבים עונש הולם.
ב-ע""פ 2602/23 מג'די אבו ואדי נ' מדינת ישראל [נבו] (07.11.2023), הורשע הנאשם על יסוד הודאתו בעבירות של החזקת נשק לפי סעיף 144(א) לחוק העונשין, וירי מנשק חם לפי סעיפים 144(א) ו-340א(ב)(1) לחוק. על רקע סכסוך בין משפחתו של הנאשם למשפחת המתלוננים,  הוצב מחסום על  שביל עפר שחסם כלי רכב של משפחת המתלוננים לשטח הסמוך למגורי משפחת הנאשם. המתלוננים הגיעו למקום והחלו לפרקו. הנאשם אשר עמד ביחד עם אחר במרחק מה מהשביל כשהם מחזיקים בנשק הדומה ל- M16, הזהיר את המתלוננים שלא יפרקו את המחסום ואיים לירות במי שיעשה כן. כשהמתלוננים המשיכו בשלהם, כיוון הנאשם את הנשק כלפי מעלה וירה מספר יריות באוויר. בית המשפט המחוזי קבע מתחם עונש הולם הנע בין 4 ל- 6 שנות מאסר בפועל, וגזר על הנאשם 54 חודשי מאסר לצד ענישה נלווית. בית המשפט העליון דחה את ערעורו של הנאשם על חומרת העונש, בקבעו כי העונש שהוטל על הנאשם אינו חורג באופן המצדיק  התערבותו.","ב-ע""פ 1059/21 פלוני נ' מדינת ישראל [נבו] (22.03.2021), הורשע נאשם על יסוד הודאתו במסגרת הסדר טיעון בעבירות של החזקת נשק ואביזר תחמושת, ירי מנשק חם שלא כדין, איומים והפרעה לשוטר במילוי תפקידו. הנאשם החזיק מספר חודשים באקדח חצי אוטומטי, גנוב, מסוג גלוק. לאחר חילופי דברים בין הנאשם לבין קטין שכללו קריאות הדדיות לעזוב את המקום וכן דחיפות, הוציא הנאשם את האקדח, ירה שתי יריות באוויר, ובעת שהקטין ניסה להימלט מן המקום ירה הנאשם מספר יריות נוספות באוויר. משהבחין הנאשם בכוחות ביטחון שהגיעו לביתו כדי לעצרו, נמלט, השליך מהחלון תיק ובו האקדח, שהיה טעון במחסנית מלאה בכדורים, שתי מחסניות נוספות מלאות וכסף מזומן, הטמין את התיק בחצר הסמוכה לביתו והמשיך במנוסתו עד שנעצר על ידי כוחות הביטחון. בית משפט המחוזי קבע מתחם ענישה הנע בין 36 עד 60 חודשי מאסר בפועל, והשית על הנאשם- בעל עבר פלילי- 42 חודשי מאסר בפועל, לצד ענישה נלווית. בית המשפט העליון דחה את ערעורו של הנאשם על חומרת העונש בקבעו כי על אף שעונשו של הנאשם ""אינו מן הקלים"", מעשיו חמורים ומחייבים עונש הולם.",1,"ע""פ 1059/21",http://www.nevo.co.il/case/27404359
"ע""פ 2602/23","ב-ע""פ 1059/21 פלוני נ' מדינת ישראל [נבו] (22.03.2021), הורשע נאשם על יסוד הודאתו במסגרת הסדר טיעון בעבירות של החזקת נשק ואביזר תחמושת, ירי מנשק חם שלא כדין, איומים והפרעה לשוטר במילוי תפקידו. הנאשם החזיק מספר חודשים באקדח חצי אוטומטי, גנוב, מסוג גלוק. לאחר חילופי דברים בין הנאשם לבין קטין שכללו קריאות הדדיות לעזוב את המקום וכן דחיפות, הוציא הנאשם את האקדח, ירה שתי יריות באוויר, ובעת שהקטין ניסה להימלט מן המקום ירה הנאשם מספר יריות נוספות באוויר. משהבחין הנאשם בכוחות ביטחון שהגיעו לביתו כדי לעצרו, נמלט, השליך מהחלון תיק ובו האקדח, שהיה טעון במחסנית מלאה בכדורים, שתי מחסניות נוספות מלאות וכסף מזומן, הטמין את התיק בחצר הסמוכה לביתו והמשיך במנוסתו עד שנעצר על ידי כוחות הביטחון. בית משפט המחוזי קבע מתחם ענישה הנע בין 36 עד 60 חודשי מאסר בפועל, והשית על הנאשם- בעל עבר פלילי- 42 חודשי מאסר בפועל, לצד ענישה נלווית. בית המשפט העליון דחה את ערעורו של הנאשם על חומרת העונש בקבעו כי על אף שעונשו של הנאשם ""אינו מן הקלים"", מעשיו חמורים ומחייבים עונש הולם.
ב-ע""פ 2602/23 מג'די אבו ואדי נ' מדינת ישראל [נבו] (07.11.2023), הורשע הנאשם על יסוד הודאתו בעבירות של החזקת נשק לפי סעיף 144(א) לחוק העונשין, וירי מנשק חם לפי סעיפים 144(א) ו-340א(ב)(1) לחוק. על רקע סכסוך בין משפחתו של הנאשם למשפחת המתלוננים,  הוצב מחסום על  שביל עפר שחסם כלי רכב של משפחת המתלוננים לשטח הסמוך למגורי משפחת הנאשם. המתלוננים הגיעו למקום והחלו לפרקו. הנאשם אשר עמד ביחד עם אחר במרחק מה מהשביל כשהם מחזיקים בנשק הדומה ל- M16, הזהיר את המתלוננים שלא יפרקו את המחסום ואיים לירות במי שיעשה כן. כשהמתלוננים המשיכו בשלהם, כיוון הנאשם את הנשק כלפי מעלה וירה מספר יריות באוויר. בית המשפט המחוזי קבע מתחם עונש הולם הנע בין 4 ל- 6 שנות מאסר בפועל, וגזר על הנאשם 54 חודשי מאסר לצד ענישה נלווית. בית המשפט העליון דחה את ערעורו של הנאשם על חומרת העונש, בקבעו כי העונש שהוטל על הנאשם אינו חורג באופן המצדיק  התערבותו.
ב-ת""פ (מחוזי חי') 37966-04-23 מדינת ישראל נ' נור אלדין אבאז'ה [נבו] (02.07.2024), הורשע הנאשם על יסוד הודאתו בעבירות של נשיאה והובלת נשק, לפי סעיף 144(ב) (רישא וסיפא) לחוק העונשין, ובירי מנשק חם, לפי סעיפים 340א(ב)(1+2) לחוק. על רקע קטטה שבמהלכה נחתך בראשו אדם בשם מוחמד (להלן: מוחמד) על ידי אחר, ופונה לקבלת טיפול רפואי ראשוני במוקד רפואי, החלה התקהלות של אנשים ברחבת הכניסה של המוקד הרפואי, סביב האמבולנס שהגיע כדי לפנות את מוחמד לבית חולים. בסמוך לכך, הגיע הנאשם לקרבת רחבת הכניסה של המוקד הרפואי, כשהוא רכוב על קטנוע, חובש קסדה על ראשו המסתירה את פניו, עוטה כפפות שחורות על ידיו, וכשהוא מוביל ונושא אקדח חצי אוטומטי, הטעון מחסנית המכילה מספר כדורים. הנאשם החנה את הקטנוע סמוך למרכז הרפואי, ניגש בריצה לעבר האמבולנס, בעת שמוחמד הובל אליו שכוב על גבי אלונקה, שלף את האקדח וירה לפחות שתי יריות. מיד לאחר מכן הפסיק הנאשם את הירי. או אז מוחמד ואחרים שהיו במוקד הרפואי התנפלו על הנאשם, הפילו אותו ארצה וחילצו ממנו את האקדח. בהמשך, הוכה הנאשם על ידי הנוכחים עד להגעת כוחות הביטחון שהוזעקו למקום ועצרו את הנאשם. בית המשפט המחוזי העמיד את מתחם העונש ההולם על טווח שבין 32 ל- 54 חודשי מאסר, והשית על הנאשם- שלחובת שתי הרשעות קודמות, שהאחרונה בהם בין היתר בגין עבירות של נשיאה והובלת נשק וסיוע לסחר בנשק, בגינה ריצה עונש מאסר – 39 חודשי מאסר לצד ענישה נלווית.","ב-ע""פ 2602/23 מג'די אבו ואדי נ' מדינת ישראל [נבו] (07.11.2023), הורשע הנאשם על יסוד הודאתו בעבירות של החזקת נשק לפי סעיף 144(א) לחוק העונשין, וירי מנשק חם לפי סעיפים 144(א) ו-340א(ב)(1) לחוק. על רקע סכסוך בין משפחתו של הנאשם למשפחת המתלוננים,  הוצב מחסום על  שביל עפר שחסם כלי רכב של משפחת המתלוננים לשטח הסמוך למגורי משפחת הנאשם. המתלוננים הגיעו למקום והחלו לפרקו. הנאשם אשר עמד ביחד עם אחר במרחק מה מהשביל כשהם מחזיקים בנשק הדומה ל- M16, הזהיר את המתלוננים שלא יפרקו את המחסום ואיים לירות במי שיעשה כן. כשהמתלוננים המשיכו בשלהם, כיוון הנאשם את הנשק כלפי מעלה וירה מספר יריות באוויר. בית המשפט המחוזי קבע מתחם עונש הולם הנע בין 4 ל- 6 שנות מאסר בפועל, וגזר על הנאשם 54 חודשי מאסר לצד ענישה נלווית. בית המשפט העליון דחה את ערעורו של הנאשם על חומרת העונש, בקבעו כי העונש שהוטל על הנאשם אינו חורג באופן המצדיק  התערבותו.",1,"ע""פ 1059/21",http://www.nevo.co.il/case/27404359
"ת""פ (מחוזי חי') 37966-04-23","ב-ע""פ 2602/23 מג'די אבו ואדי נ' מדינת ישראל [נבו] (07.11.2023), הורשע הנאשם על יסוד הודאתו בעבירות של החזקת נשק לפי סעיף 144(א) לחוק העונשין, וירי מנשק חם לפי סעיפים 144(א) ו-340א(ב)(1) לחוק. על רקע סכסוך בין משפחתו של הנאשם למשפחת המתלוננים,  הוצב מחסום על  שביל עפר שחסם כלי רכב של משפחת המתלוננים לשטח הסמוך למגורי משפחת הנאשם. המתלוננים הגיעו למקום והחלו לפרקו. הנאשם אשר עמד ביחד עם אחר במרחק מה מהשביל כשהם מחזיקים בנשק הדומה ל- M16, הזהיר את המתלוננים שלא יפרקו את המחסום ואיים לירות במי שיעשה כן. כשהמתלוננים המשיכו בשלהם, כיוון הנאשם את הנשק כלפי מעלה וירה מספר יריות באוויר. בית המשפט המחוזי קבע מתחם עונש הולם הנע בין 4 ל- 6 שנות מאסר בפועל, וגזר על הנאשם 54 חודשי מאסר לצד ענישה נלווית. בית המשפט העליון דחה את ערעורו של הנאשם על חומרת העונש, בקבעו כי העונש שהוטל על הנאשם אינו חורג באופן המצדיק  התערבותו.
ב-ת""פ (מחוזי חי') 37966-04-23 מדינת ישראל נ' נור אלדין אבאז'ה [נבו] (02.07.2024), הורשע הנאשם על יסוד הודאתו בעבירות של נשיאה והובלת נשק, לפי סעיף 144(ב) (רישא וסיפא) לחוק העונשין, ובירי מנשק חם, לפי סעיפים 340א(ב)(1+2) לחוק. על רקע קטטה שבמהלכה נחתך בראשו אדם בשם מוחמד (להלן: מוחמד) על ידי אחר, ופונה לקבלת טיפול רפואי ראשוני במוקד רפואי, החלה התקהלות של אנשים ברחבת הכניסה של המוקד הרפואי, סביב האמבולנס שהגיע כדי לפנות את מוחמד לבית חולים. בסמוך לכך, הגיע הנאשם לקרבת רחבת הכניסה של המוקד הרפואי, כשהוא רכוב על קטנוע, חובש קסדה על ראשו המסתירה את פניו, עוטה כפפות שחורות על ידיו, וכשהוא מוביל ונושא אקדח חצי אוטומטי, הטעון מחסנית המכילה מספר כדורים. הנאשם החנה את הקטנוע סמוך למרכז הרפואי, ניגש בריצה לעבר האמבולנס, בעת שמוחמד הובל אליו שכוב על גבי אלונקה, שלף את האקדח וירה לפחות שתי יריות. מיד לאחר מכן הפסיק הנאשם את הירי. או אז מוחמד ואחרים שהיו במוקד הרפואי התנפלו על הנאשם, הפילו אותו ארצה וחילצו ממנו את האקדח. בהמשך, הוכה הנאשם על ידי הנוכחים עד להגעת כוחות הביטחון שהוזעקו למקום ועצרו את הנאשם. בית המשפט המחוזי העמיד את מתחם העונש ההולם על טווח שבין 32 ל- 54 חודשי מאסר, והשית על הנאשם- שלחובת שתי הרשעות קודמות, שהאחרונה בהם בין היתר בגין עבירות של נשיאה והובלת נשק וסיוע לסחר בנשק, בגינה ריצה עונש מאסר – 39 חודשי מאסר לצד ענישה נלווית.
17.	ההגנה הפנתה לפסיקה לתמיכה בעמדתה כדלהלן:","ב-ת""פ (מחוזי חי') 37966-04-23 מדינת ישראל נ' נור אלדין אבאז'ה [נבו] (02.07.2024), הורשע הנאשם על יסוד הודאתו בעבירות של נשיאה והובלת נשק, לפי סעיף 144(ב) (רישא וסיפא) לחוק העונשין, ובירי מנשק חם, לפי סעיפים 340א(ב)(1+2) לחוק. על רקע קטטה שבמהלכה נחתך בראשו אדם בשם מוחמד (להלן: מוחמד) על ידי אחר, ופונה לקבלת טיפול רפואי ראשוני במוקד רפואי, החלה התקהלות של אנשים ברחבת הכניסה של המוקד הרפואי, סביב האמבולנס שהגיע כדי לפנות את מוחמד לבית חולים. בסמוך לכך, הגיע הנאשם לקרבת רחבת הכניסה של המוקד הרפואי, כשהוא רכוב על קטנוע, חובש קסדה על ראשו המסתירה את פניו, עוטה כפפות שחורות על ידיו, וכשהוא מוביל ונושא אקדח חצי אוטומטי, הטעון מחסנית המכילה מספר כדורים. הנאשם החנה את הקטנוע סמוך למרכז הרפואי, ניגש בריצה לעבר האמבולנס, בעת שמוחמד הובל אליו שכוב על גבי אלונקה, שלף את האקדח וירה לפחות שתי יריות. מיד לאחר מכן הפסיק הנאשם את הירי. או אז מוחמד ואחרים שהיו במוקד הרפואי התנפלו על הנאשם, הפילו אותו ארצה וחילצו ממנו את האקדח. בהמשך, הוכה הנאשם על ידי הנוכחים עד להגעת כוחות הביטחון שהוזעקו למקום ועצרו את הנאשם. בית המשפט המחוזי העמיד את מתחם העונש ההולם על טווח שבין 32 ל- 54 חודשי מאסר, והשית על הנאשם- שלחובת שתי הרשעות קודמות, שהאחרונה בהם בין היתר בגין עבירות של נשיאה והובלת נשק וסיוע לסחר בנשק, בגינה ריצה עונש מאסר – 39 חודשי מאסר לצד ענישה נלווית.",1,"ע""פ 2602/23",http://www.nevo.co.il/case/29524767
"ע""פ 4332/21","17.	ההגנה הפנתה לפסיקה לתמיכה בעמדתה כדלהלן:
ב-ע""פ 4332/21 כרם עאסלה נ' מדינת ישראל [נבו] (20.2.2022), הורשע נאשם על יסוד הודאתו בעבירה של החזקת נשק, לפי סעיף 144(א) רישא וסיפא לחוק העונשין. על פי המתואר, הנאשם החזיק תת מקלע מאולתר מסוג קרלו ומחסנית, לאחר שעטף אותם בניילון נצמד ובמגבת, הכניסם לתיק והסליק אותם מתחת לסלעים בשדה הממוקם במרחק של כ- 4.3 ק""מ מביתו. ההחזקה כאמור נמשכה על פני שלושה חודשים. בית המשפט המחוזי קבע מתחם עונש הנע בין 22 ל- 48 חודשי מאסר בפועל, אולם ראה לסטות לקולה ממתחם הענישה שקבע והשית על הנאשם- צעיר בן 25, שעברו נקי ושירות המבחן הגיש תסקיר חיובי בעניינו-  15 חודשי מאסר בפועל, לצד עונשים נלווים. בית המשפט העליון קיבל את ערעורו של הנאשם, והעמיד את עונשו על 9 חודשי מאסר בפועל לריצוי בעבודות שירות, תוך חריגה מהמתחם משיקולי שיקום.
ב-ת""פ (מחוזי חי') 41276-06-17 מדינת ישראל נ' ודיע ג'בארין [נבו] (17.7.2018), הורשעו שני נאשמים על יסוד הודאתם בביצוע בצוותא של נשיאת נשק ותחמושת, לפי סעיף 144(ב) רישא וסיפא + סעיף 29 לחוק העונשין. הנאשמים נשאו בצוותא תת מקלע מסוג קרל גוסטב וכן מחסנית תואמת, בתוך מטע המצוי במרחק 340 מטר מכפר מגוריהם, כאשר נאשם 1 מחזיק בכיסו 12 כדורי 9 מ""מ. במהלך שהיית השניים במקום ביצע כל אחד מהם ירי בנשק. בית המשפט המחוזי קבע מתחם ענישה הנע בין 10 ל- 30 חודשי מאסר, ואולם בהתחשב בנסיבות ביצוע העבירה והמלצותיו החיוביות של שירות המבחן בעניינם של שני הנאשמים, ראה בית המשפט לסטות ממתחם הענישה משיקולי שיקום, והשית על כל אחד מהנאשמים 6 חודשי מאסר לריצוי בעבודות שירות, לצד עונשים נלווים.","ב-ע""פ 4332/21 כרם עאסלה נ' מדינת ישראל [נבו] (20.2.2022), הורשע נאשם על יסוד הודאתו בעבירה של החזקת נשק, לפי סעיף 144(א) רישא וסיפא לחוק העונשין. על פי המתואר, הנאשם החזיק תת מקלע מאולתר מסוג קרלו ומחסנית, לאחר שעטף אותם בניילון נצמד ובמגבת, הכניסם לתיק והסליק אותם מתחת לסלעים בשדה הממוקם במרחק של כ- 4.3 ק""מ מביתו. ההחזקה כאמור נמשכה על פני שלושה חודשים. בית המשפט המחוזי קבע מתחם עונש הנע בין 22 ל- 48 חודשי מאסר בפועל, אולם ראה לסטות לקולה ממתחם הענישה שקבע והשית על הנאשם- צעיר בן 25, שעברו נקי ושירות המבחן הגיש תסקיר חיובי בעניינו-  15 חודשי מאסר בפועל, לצד עונשים נלווים. בית המשפט העליון קיבל את ערעורו של הנאשם, והעמיד את עונשו על 9 חודשי מאסר בפועל לריצוי בעבודות שירות, תוך חריגה מהמתחם משיקולי שיקום.",1,"ע""פ 4332/21",http://www.nevo.co.il/case/27721185
