paragraph_number,paragraph_text,citation,part,predicted_label
86,"בהתאם לתיקון 113, כאשר אין המדובר בעבירה יחידה, וכשלב ראשון, על בית המשפט לקבוע האם מדובר באירוע אחד או בכמה אירועים נפרדים. תקצר היריעה מלפרט את המבחנים השונים שנקבעו בפסיקה ביחס לשאלה מה ייחשב כמעשה אחד, ומה ייחשב כאירוע אחד וזאת לצורך קביעת מתחם עונש הולם על פי תיקון 113.  בית המשפט העליון נדרש באריכות לסוגיה זו במסגרת ע""פ 4910/13 אחמד ג'אבר נ' מדינת ישראל. בסופו של פסק דין זה, מתקבלת בדעת רוב עמדת כב' השופטת ברק-ארז יחד עם דעתו של כב' השופט פוגלמן לפיה, בבואו של בית משפט לקבוע אם מדובר באירוע אחד בגינו יש לקבוע מתחם אחד, אם לאו, יש להחיל את מבחן ""ניסיון החיים"" ומבחן ""הקשר ההדוק"". עוד ראה בהקשר לכך, ע""פ 361-04-14 גיא פן נ' מ""י, רע""פ 4760/14 קיסלמן נ' מ""י וע""פ 5643/14 אחמד עיסא נ' מ""י.","ע""פ 4910/13",דיון והכרעה,0
86,"בהתאם לתיקון 113, כאשר אין המדובר בעבירה יחידה, וכשלב ראשון, על בית המשפט לקבוע האם מדובר באירוע אחד או בכמה אירועים נפרדים. תקצר היריעה מלפרט את המבחנים השונים שנקבעו בפסיקה ביחס לשאלה מה ייחשב כמעשה אחד, ומה ייחשב כאירוע אחד וזאת לצורך קביעת מתחם עונש הולם על פי תיקון 113.  בית המשפט העליון נדרש באריכות לסוגיה זו במסגרת ע""פ 4910/13 אחמד ג'אבר נ' מדינת ישראל. בסופו של פסק דין זה, מתקבלת בדעת רוב עמדת כב' השופטת ברק-ארז יחד עם דעתו של כב' השופט פוגלמן לפיה, בבואו של בית משפט לקבוע אם מדובר באירוע אחד בגינו יש לקבוע מתחם אחד, אם לאו, יש להחיל את מבחן ""ניסיון החיים"" ומבחן ""הקשר ההדוק"". עוד ראה בהקשר לכך, ע""פ 361-04-14 גיא פן נ' מ""י, רע""פ 4760/14 קיסלמן נ' מ""י וע""פ 5643/14 אחמד עיסא נ' מ""י.","ע""פ 4760/14",דיון והכרעה,0
86,"בהתאם לתיקון 113, כאשר אין המדובר בעבירה יחידה, וכשלב ראשון, על בית המשפט לקבוע האם מדובר באירוע אחד או בכמה אירועים נפרדים. תקצר היריעה מלפרט את המבחנים השונים שנקבעו בפסיקה ביחס לשאלה מה ייחשב כמעשה אחד, ומה ייחשב כאירוע אחד וזאת לצורך קביעת מתחם עונש הולם על פי תיקון 113.  בית המשפט העליון נדרש באריכות לסוגיה זו במסגרת ע""פ 4910/13 אחמד ג'אבר נ' מדינת ישראל. בסופו של פסק דין זה, מתקבלת בדעת רוב עמדת כב' השופטת ברק-ארז יחד עם דעתו של כב' השופט פוגלמן לפיה, בבואו של בית משפט לקבוע אם מדובר באירוע אחד בגינו יש לקבוע מתחם אחד, אם לאו, יש להחיל את מבחן ""ניסיון החיים"" ומבחן ""הקשר ההדוק"". עוד ראה בהקשר לכך, ע""פ 361-04-14 גיא פן נ' מ""י, רע""פ 4760/14 קיסלמן נ' מ""י וע""פ 5643/14 אחמד עיסא נ' מ""י.","ע""פ 5643/14",דיון והכרעה,0
93,"על החומרה שיש לנקוט בעבירות נשק ראו ע""פ 1332/04 מ""י נ' יצחק רפאל פס ואח' 9/04/2004):","ע""פ 1332/04",דיון והכרעה,0
100,"בע""פ 2368/11 ג'מאל נפאע נ' מדינת ישראל, ציין בית המשפט כי:","ע""פ 2368/11",דיון והכרעה,0
105,"חרף השונות הרבה בענישה, ניתן לומר ""ככלל אצבע"" שעבירות שעניינן נשיאה והחזקת נשק מובילות בהכרח להשתת עונש מאסר בפועל, כאשר במקרים הקלים ביותר הנמצאים במדרג הנמוך ביותר של עבירות בכגון דא (וכוללים גם רכיב שיקומי יוצא דופן)  ניתן למצוא עונשי מאסר בדרך של עבודות שירות. ברובם המכריע של התיקים נגזרים עונשי מאסר בני שנה, שנתיים ואף עונשי מאסר של 4 שנים ויותר. הערה מקדימה נוספת הנוגעת לעבירות נשק,  עניינה מגמת החמרה ברורה בענישה בשנים האחרונות. מגמה זו מוצאת ביטוי מפורש בגזרי הדין של ביהמ""ש העליון וראה בין היתר ע""פ 135/17  באסל נ' מדינת ישראל פסקה 10, ע""פ 2422/14 - חאדר נ' מדינת ישראל, ע""פ 4945/13 מדינת ישראל נ' סלימאן פסקה 14 וההפניות שם. בהינתן האמור, להלן פסיקה מדגמית.","ע""פ 135/17",דיון והכרעה,0
105,"חרף השונות הרבה בענישה, ניתן לומר ""ככלל אצבע"" שעבירות שעניינן נשיאה והחזקת נשק מובילות בהכרח להשתת עונש מאסר בפועל, כאשר במקרים הקלים ביותר הנמצאים במדרג הנמוך ביותר של עבירות בכגון דא (וכוללים גם רכיב שיקומי יוצא דופן)  ניתן למצוא עונשי מאסר בדרך של עבודות שירות. ברובם המכריע של התיקים נגזרים עונשי מאסר בני שנה, שנתיים ואף עונשי מאסר של 4 שנים ויותר. הערה מקדימה נוספת הנוגעת לעבירות נשק,  עניינה מגמת החמרה ברורה בענישה בשנים האחרונות. מגמה זו מוצאת ביטוי מפורש בגזרי הדין של ביהמ""ש העליון וראה בין היתר ע""פ 135/17  באסל נ' מדינת ישראל פסקה 10, ע""פ 2422/14 - חאדר נ' מדינת ישראל, ע""פ 4945/13 מדינת ישראל נ' סלימאן פסקה 14 וההפניות שם. בהינתן האמור, להלן פסיקה מדגמית.","ע""פ 2422/14",דיון והכרעה,0
105,"חרף השונות הרבה בענישה, ניתן לומר ""ככלל אצבע"" שעבירות שעניינן נשיאה והחזקת נשק מובילות בהכרח להשתת עונש מאסר בפועל, כאשר במקרים הקלים ביותר הנמצאים במדרג הנמוך ביותר של עבירות בכגון דא (וכוללים גם רכיב שיקומי יוצא דופן)  ניתן למצוא עונשי מאסר בדרך של עבודות שירות. ברובם המכריע של התיקים נגזרים עונשי מאסר בני שנה, שנתיים ואף עונשי מאסר של 4 שנים ויותר. הערה מקדימה נוספת הנוגעת לעבירות נשק,  עניינה מגמת החמרה ברורה בענישה בשנים האחרונות. מגמה זו מוצאת ביטוי מפורש בגזרי הדין של ביהמ""ש העליון וראה בין היתר ע""פ 135/17  באסל נ' מדינת ישראל פסקה 10, ע""פ 2422/14 - חאדר נ' מדינת ישראל, ע""פ 4945/13 מדינת ישראל נ' סלימאן פסקה 14 וההפניות שם. בהינתן האמור, להלן פסיקה מדגמית.","ע""פ 4945/13",דיון והכרעה,0
109,"בע""פ 5604/11 נאסר נ' מ""י (5.10.11) – נדחה ערעור מטעם נאשם אשר נדון ל־12 חודשי מאסר בגין עבירת החזקת נשק וזאת חרף נסיבות לקולא אשר התקיימו בעניינו.","ע""פ 5604/11",דיון והכרעה,1
111,"בע""פ 3877/16 ג'באלי נ' מדינת ישראל, נדחה ערעור על חומרת העונש בעניינו של נאשם שנגזרו עליו 34 חודשים מאסר בפועל לאחר שהורשע בכך ששנשא אקדח ובו מחסנית המכילה 14 כדורים עימם הגיע למקום מפגש לשם יישוב סכסוך. בית המשפט העליון מאשר גם את המתחם שנקבע על ידי בית המשפט המחוזי שנע בין 2-4 שנות מאסר.","ע""פ 3877/16",דיון והכרעה,1
