paragraph_number,paragraph_text,citation,part,predicted_label
59,"כתב האישום מתאר בכל אחד מן האישומים הרלוונטיים אירוע אחד נפרד. אמנם שני האירועים בוצעו על רקע אידיאולוגי, ואולם לנוכח הפער בזמן (קרוב לשנה), במקום (שני כפרים שונים), ובמהות העבירות (פגיעה באדם מול פגיעה ברכוש), סבורני כי על פי המבחנים אשר נקבעו בע""פ 4910/13 ג'אבר נ' מדינת ישראל (29.10.14) וכן בפסיקה שניתנה בעקבותיו, הרי שיש לראות כל אחד מן המקרים כאירוע אחד נפרד ומכאן שיש לקבוע בגין כל אחד מהם מתחם עונש הולם אחד.","ע""פ 4910/13",דיון - קביעת מתחם העונש ההולם,0
61,"באשר לחומרתן של עבירות המבוצעות ממניע גזעני ראו ע""פ 3981/14 פלוני נ' מדינת ישראל (3.8.14):","ע""פ 3981/14",דיון - קביעת מתחם העונש ההולם,0
63,"ובהתייחס לעבירות הצתה אשר מבוצעות ממניע גזעני ראו ע""פ 8469/99 אסקין נ' מדינת ישראל (1.1.01):","ע""פ 8469/99",דיון - קביעת מתחם העונש ההולם,0
74,"בע""פ 6928/17 ‏מדינת ישראל נ' אסרף (16.8.18), התקבל ערעור המדינה על קולת עונשו של נאשם אשר הורשע בעבירות של הצתה בנסיבות מחמירות, השחתת פני מקרקעין ממניע עוינות כלפי ציבור, קשירת קשר לפשע ועוד. הנאשם הצית יחד עם אחרים את כנסיית הלחם והדגים באמצעות חומר דליק וריסס כתובות על קיר הכנסייה. בית המשפט המחוזי קבע מתחם עונש בין 3 ל- 6 שנות מאסר בפועל. בית המשפט העליון קבע כי גזר הדין אינו משקף את חומרת המעשים, והעמיד את עונשו של הנאשם על 5.5 שנות מאסר בפועל (חלף 4 שנות מאסר).","ע""פ 6928/17",דיון - קביעת מתחם העונש ההולם,1
75,"בע""פ 401/16 מדינת ישראל נ' גבאי (28.9.16), התקבל ערעור המדינה על קולת העונש ונדחה ערעורו של הנאשם על חומרת העונש. הנאשם הורשע בעבירות הצתה, השחתת פני מקרקעין, החזקת סכין, הסתה לאלימות, איסור פרסום הסתה לגזענות ותמיכה בארגון טרור. הנאשם הצית עם שניים נוספים את בית הספר הדו-לשוני בירושלים. נקבע כי החומרה שבעבירה מתעצמת שעה שמדובר בהצתת ביה""ס בו לומדים תלמידים יהודים וערבים בצוותא, ומתוך מניע של שנאה. הנאשם ללא עבר פלילי. בבית המשפט המחוזי נקבע מתחם לעבירת הצתה בין שנת מאסר ל- 5 שנות מאסר. בית המשפט העליון החמיר בעונשו של הנאשם והעמידו על 40 חודשי מאסר בפועל (חלף 36 חודשים).","ע""פ 401/16",דיון - קביעת מתחם העונש ההולם,1
76,"בע""פ 5794/15 מדינת ישראל נ' טויטו (31.1.16), התקבל ערעור המדינה על קולת עונשם של נאשמים שהורשעו בעבירות של הצתה והשחתת פני מקרקעין. הנאשמים  הורשעו בפרשת הצתת בית הספר הדו לשוני בירושלים וריסוס כתובות נאצה על רקע אידיאולוגי. בית המשפט המחוזי קבע מתחם שנע בן שנה לחמש שנות מאסר בעניינו של נאשם 1 אשר היה כבן 20 וכן מתחם שבין שנה  וחצי לחמש וחצי שנים בעניינו של נאשם 2 אשר היה כבן 18 ואולם הורשע גם בעבירות של הסתה לאלימות. בית המשפט העליון קבע כי הרף התחתון הינו נמוך מידי והשית על הנאשמים 32 חודשי מאסר בפועל וכן 38 חודשי מאסר בפועל (חלף 24 ו- 30 חודשי מאסר).","ע""פ 5794/15",דיון - קביעת מתחם העונש ההולם,1
77,"בע""פ 3511/17 מדינת ישראל נ' ריא (17.9.17), התקבל ערעור המדינה על קולת עונשם של נאשמים אשר הורשעו בעבירות של ייצור נשק, נשיאה והובלת נשק, ניסיון הצתה והיזק בזדון. הנאשמים תכננו פעולת נקמה על ירי שבוצע על ידי כוחות הביטחון, הכינו שישה בקבוקי תבערה, נכנסו אל תוך יישוב כשהם רעולי פנים, התמקמו בסמוך לחניון בקיבוץ ובו מתחם המשמש לאירוח קבוצות והשליכו את בקבוקי התבערה אל עבר האוהל על מנת להציתו. חלק מבקבוקי התבערה שהתלקחו פגעו בגג האוהל, חדרו לתוכו וגרמו לשריפת חלק מן הגג וציוד. בית המשפט העליון קבע כי מתחם הענישה ההולם שנקבע (בין 6 חודשי מאסר בפועל לבין שנה וחצי מאסר בפועל) נוטה לקולא. על הנאשמים הושתו 12 חודשי מאסר בפועל (חלף 6 חודשי עבודות שירות).","ע""פ 3511/17",דיון - קביעת מתחם העונש ההולם,1
78,"בע""פ 6204/13 סופר נ' מדינת ישראל (28.1.14), נדחה ערעורו של נאשם אשר הורשע בעבירת הצתה. הנאשם הכין בקבוק תבערה אותו השליך לעבר ביתו של המתלונן שהינו ממוצא ערבי. הבקבוק פגע בחלקה התחתון של הגדר, התפוצץ והצית חלק מהברזנט. דיירי הבית כיבו את השריפה. נקבע מתחם ענישה בין 12 חודשי מאסר בפועל לבין 36 חודשי מאסר בפועל. הנאשם נידון ל- 12 חודשי מאסר בפועל.","ע""פ 6204/13",דיון - קביעת מתחם העונש ההולם,1
79,"בע""פ 5634/16 שחר נ' מדינת ישראל (27.10.16), נדחה ערעורו של נאשם אשר הורשע בעבירות של תקיפה בנסיבות מחמירות ממניע גזעני; תקיפת עובד ציבור; היזק בזדון ממניע גזעני; וניסיון להיזק בזדון ממניע גזעני. באישום הראשון החליטו לתקוף את המתלונן רק בשל היותו ערבי, ולשם כך הצטיידו מראש בגז מדמיע ובקרש, ותצפתו עליו כשהם רעולי פנים. לאחר מכן רצו לעברו, התיזו גז מדמיע לעיניו, הכו אותו עם הקרש מספר פעמים ונמלטו מן המקום. באישום השני, כשבוע לפני כן, יידו השלושה אבנים על משאית בשל כך שהייתה בבעלותו של אדם ערבי ונמלטו מהמקום. באישום השלישי, הצטיידו מבעוד מועד במסורים וכרתו 35 עצי זית ממטע וגרמו לנזק שנאמד בכ-30,000 ש""ח. בנוסף ריססו על שני סלעים במטע את הכתובות ""ערבים גנבים"" ו-""תג מחיר"". בגין האישום הראשון נקבע מתחם שנע בין 5 ל- 12 חודשי מאסר. בגין האישום השני והאישום השלישי (כל אחד מהם בנפרד) נקבע מתחם שנע בין עבודות שירות ל- 12 חודשי מאסר. הנאשם, צעיר, נעדר עבר פלילי ועבר הליך טיפולי משמעותי נידון ל- 10 חודשי מאסר בפועל. בית המשפט העליון ציין כי המערער לא טען כנגד מתחמי הענישה שקבע בית המשפט המחוזי. עוד קבע בית המשפט העליון כי העונש שהוטל על הנאשם ניצב על הרף הנמוך, שאינו חורג מהנהוג במקרים דומים, ודומה שאף מקל עם המערער.","ע""פ 5634/16",דיון - קביעת מתחם העונש ההולם,1
80,"בע""פ 3183/16 עופרי נ' מדינת ישראל (8.3.17), נדחה ערעורו של נאשם שהורשע בביצוע עבירת תקיפה בנסיבות מחמירות ממניע גזעני ועבירת היזק בזדון. המערער ואחיו הגיעו למקום בו עבדו המתלוננים אותה עת, קיללו אותם ואמרו להם שלא יעבדו במקום מכיוון שהם ערבים. בהמשך הגיעו למקום הנאשם ושני אחיו מצוידים  באלה מברזל ובאקדח גז. רדפו אחרי אחד המתלוננים, אשר ניסה לתפוס מחסה בתא שירותים שבתוך חנות מכולת. השלושה נכנסו בעקבותיו לחנות, עקרו את דלת השירותים והלמו במתלונן באמצעות אלת ברזל ויעה. כתוצאה מכך נגרמו לאחרון נפיחות וכאבים ביד שמאל, שריטה ליד עינו וכאבים בפניו. בהתפרצותם לחנות הפילו השלושה סחורה ממדפי החנות, ובתום המתואר אמרו לבעל החנות כי ""הערבי ישלם על הנזק שנגרם"". נקבע מתחם שנע בין 8 עד 24 חודשי מאסר. הנאשם, אב לארבעה ילדים, נעדר עבר פלילי, בעל נסיבות חיים קשות, נדון ל- 8 חודשי מאסר בפועל.","ע""פ 3183/16",דיון - קביעת מתחם העונש ההולם,1
