paragraph_number,paragraph_text,citation,part,predicted_label
61,"9.	הערכים החברתיים המוגנים בקביעת האיסור בביצוע עבירות הנשק בכלל, ונשיאתו והובלתו בפרט, הם שמירה על בטחון הציבור מפני פגיעות בגוף ושמירה על הסדר הציבורי. עבירות הנשק טומנות בחובן פוטנציאל סיכון הרסני, כאשר החשש הוא שנשק המוחזק שלא כדין ישמש לפעילות עבריינית העלולה להביא לפגיעה ואף לקיפוח חייהם של אזרחים תמימים. משכך קיימת בפסיקה מגמת החמרה בענישה שמטרתה מיגור התופעה (ע""פ 1903/13 עיאשה נ' מדינת ישראל [14.7.13]). לזאת יש להוסיף את שקבע כבוד השופט א' שהם בע""פ 7502/12 כוויס נ' מדינת ישראל [25.6.13], פסקה 6:","ע""פ 1903/13",קביעת מתחם עונש הולם,0
61,"9.	הערכים החברתיים המוגנים בקביעת האיסור בביצוע עבירות הנשק בכלל, ונשיאתו והובלתו בפרט, הם שמירה על בטחון הציבור מפני פגיעות בגוף ושמירה על הסדר הציבורי. עבירות הנשק טומנות בחובן פוטנציאל סיכון הרסני, כאשר החשש הוא שנשק המוחזק שלא כדין ישמש לפעילות עבריינית העלולה להביא לפגיעה ואף לקיפוח חייהם של אזרחים תמימים. משכך קיימת בפסיקה מגמת החמרה בענישה שמטרתה מיגור התופעה (ע""פ 1903/13 עיאשה נ' מדינת ישראל [14.7.13]). לזאת יש להוסיף את שקבע כבוד השופט א' שהם בע""פ 7502/12 כוויס נ' מדינת ישראל [25.6.13], פסקה 6:","ע""פ 7502/12",קביעת מתחם עונש הולם,0
64,"לזאת יש להוסיף את שקבעה כבוד השופטת ע' ארבל בע""פ 1323/13 חסן נ' מדינת ישראל [5.6.13], פסקה 12:","ע""פ 1323/13",קביעת מתחם עונש הולם,0
78,"א.	ע""פ 6347/17 מגאהד נ' מדינת ישראל [2.1.18]: בית המשפט העליון דחה את ערעור המערער על הרשעתו בעבירות של קשירת קֶשֶר לביצוע פשע והובלת נשק ואביזר לנשק. המערער העביר רובה סער דמוי M-4 ו-1001 כדורי נשק מהשטחים לארץ, בתמורת ל-2,000 ₪. בית משפט קמא קבע מתחם ענישה בין 20 ל-40 חודשי מאסר בפועל, וגזר עליו 28 חודשי מאסר בפועל ו-12 חודשי מאסר מותנה, תוך שלקח בחשבון את עברו הפלילי הדל, היותו נשוי ואב לשניים והודאתו המיידית. בשונה מענייננו, מדובר היה בכלי נשק אחד, הנאשם לא הורשע בעבירה של נסיון לבצע עסקה ולא ביצע בנוסף גם עבירות תעבורה;","ע""פ 6347/17",קביעת מתחם עונש הולם,1
79,"ב.	ע""פ 3651/08 מדינת ישראל נ' פלוני [21.1.10]: מדובר בערעורים הדדיים על גזר דינו של בית משפט קמא. המערער הורשע על פי הודאתו בעבירות של סחר בנשק, נסיון לסחר בנשק, החזקה ורכישת נשק, ונשיאה והובלה של תחמושת. המערער מכר לתושב ג'נין אקדחים, רובים, מחסניות וכדורים במספר הזדמנויות, בנוסף רכש 54 קילוגרם של כדורים ו-46 קילוגרם תרמילים ריקים. בית המשפט הטיל על המערער חמש שנות מאסר בפועל, מאסר מותנה וקנס בסך 25,000 ₪. בית המשפט העליון קיבל בחלקו את ערעור המדינה והעמיד את עונשו על שש שנות מאסר בפועל. מצד אחד מדובר בעבירות חמורות יותר, שכן הנאשם הורשע בסחר בנשק והחזיק כמות גדולה של כדורים ותרמילים ריקים, מנגד הוא לא מכר תתי מקלע אלא אקדחים, ולא ביצע בנוסף גם עבירות תעבורה;","ע""פ 3651/08",קביעת מתחם עונש הולם,1
80,"ג.	ע""פ 2944/09 מועמר נ' מדינת ישראל [9.12.09]: בית המשפט העליון דחה את ערעור המערער, שנידון ל-42 חודשי מאסר ומאסר מותנה, בגין הרשעתו בעבירות של קשירת קֶשֶר לביצוע פשע, הובלת נשק מסוג ""מאג"" וסחר בו;","ע""פ 2944/09",קביעת מתחם עונש הולם,1
81,"ד.	ע""פ 8899/06 ארמין נ' מדינת ישראל [29.7.07]: בית המשפט העליון דחה את ערעור המערער על הרשעתו בעבירות של קשירת קֶשֶר לביצוע פשע, הובלת נשק ורכישת נשק. המערער קשר קֶשֶר עם אחר לשם רכישת שלושה רובים מסוג קלצ'ניקוב ושלוש מחסניות תמורת 7,500 ₪. בית משפט קמא גזר על המערער שלוש שנות מאסר בפועל, לצד מאסר מותנה;","ע""פ 8899/06",קביעת מתחם עונש הולם,1
82,"ה.	ת""פ (מחוזי חיפה) 62435-11-16 מדינת ישראל נ' ח'טיב [6.3.17]: הנאשם הורשע לפי הודאתו בביצוע עבירות נשק ועבירות תעבורה. יוחסו לו ארבעה אישומים, בין היתר, בעבירות של נשיאה והובלה של שני רובי סער מסוג M16, בשתי הזדמנויות שונות ובנשיאה והובלת אקדח בהזדמנות אחרת. עוד הורשע הנאשם בעסקה בנשק ונסיון לביצוע עסקה בנשק. את העסקאות ביצע הנאשם בין תושב המתגורר בטול כרם לקונה אזרח ישראלי. בית המשפט קבע מספר מתחמי ענישה. ביחס לאישום הראשון והשני, שעניינם הובלה ועסקה בנשק, קבע בית המשפט כי בגין כל אישום מתחם העונש ההולם נע בין 15 לבין 30 חודשי מאסר בפועל. מאחר שמדובר בשני אישומים קבע בית המשפט כי במסגרת האֵרוע הראשון על מתחם העונש לנוע בין 30 לבין 60 חודשי מאסר בפועל, לצד מאסר מותנה. בגין אֵרוע זה גזר בית המשפט על הנאשם עונש כולל שעמד על 30 חודשי מאסר בפועל. ביחס לאישום השלישי והרביעי שעניינם הובלת נשק ונסיון ביצוע עסקה בנשק, וכן עבירות של החזקה והובלת נשק וגם עבירות תעבורה, קבע בית המשפט כי על מתחם העונש ההולם נע בין 18 ל-32 חודשי מאסר, לצד עונשים נלווים. באֵרוע זה גזר בית המשפט על הנאשם עונש של 24 חודשי מאסר בפועל. לפיכך, גזר בית המשפט על הנאשם עונש מאסר כולל של 54 חודשי מאסר בפועל, שנתיים וחצי מאסר מותנה ופסילה מקבלת רשיון נהיגה למשך שלוש שנים. בעת קביעת העונשים התחשב בית המשפט בתסקיר שירות המבחן שעמד על כך שהנאשם מתקשה לקבל אחריות, מצוקתו הכלכלית ובמצבו הרפואי. יצוין כי הנאשם לא השלים עם גזר דינו והגיש ערעור לבית המשפט העליון (שנדון במסגרת ע""פ 3410/17), אך לאור הערת בית המשפט חזר בו הנאשם מהערעור.","ע""פ 3410/17",קביעת מתחם עונש הולם,1
85,"א.	ע""פ 4945/13 מדינת ישראל נ' סלימאן [19.1.14]: בית המשפט העליון דחה את ערעור המדינה שנסוב על קולת העונש. המשיב הורשע לאחר שמיעת ראיות, בין היתר, בעבירות של רכישה והחזקת תחמושת, נשיאה והובלת נשק מסוג ""קרל גוסטב"" ותחמושת, וכן הפרעה לשוטר במילוי תפקידו ומעשי פזיזות ורשלנות. בית משפט קמא קבע כי מתחם העונש ההולם נע בין מספר חודשים בעבודות שירות עד 20 חודשי מאסר בפועל, וגזר על הנאשם ששה חודשי מאסר שירוצו בעבודות שירות, וכן עונשים נלווים. בית המשפט העליון קבע שהמתחם מקל יתר על המידה ועל המתחם להתחיל מ-12 חודשי מאסר ועד 36 חודשי מאסר בפועל. עם זאת, הותיר בית המשפט העליון את עונשו של המשיב על כנו, מאחר שסבר כי יש למשיב פוטנציאל שיקום גבוה במידה המצדיקה לחרוג ממתחם העונש ההולם, מה שאינו קיים בענייננו;","ע""פ 4945/13",קביעת מתחם עונש הולם,1
90,"א.	ע""פ 4077/17 עבד אל קאדר ג'ואד נ' מדינת ישראל [11.3.18] [עניין ג'ואד]: שם נדחה ערעורו של הנאשם על עונש המאסר בן 45 חודשים שנגזר עליו לאחר הרשעתו, במסגרת הסדר טיעון שלא כלל הסכמה עונשית, בשלושה אישומים הקשורים בנשק. באותו מקרה, המערער פעל ביחד ולחוד עם נאשמים אחרים לקידומן ולהוצאתן לפעול של עסקאות נשק בדרכים שונות. פעילות זו כללה איתור, הובלה ושיווק של כלי נשק ותחמושת בשטחי הרשות הפלסטינית ובתחומי מדינת ישראל. בגין מעשים אלו הורשע המערער בשלושה אישומים, בביצוען של שתי עבירות קשירת קשר לביצוע פשע (סחר בנשק), שתי עבירות של נשיאת נשק ובעבירה אחת של רכישת נשק. שם היה מדובר אומנם בסחר ולא בנסיון לעשות עסקה, ומדובר בשלושה אישומים, אך זאת מאחר שכל כלי נשק היה מושא לאישום נפרד. ועדיין - כבענייננו - מדובר בשלושה כלי נשק מאולתרים, ובמקרה שלנו יש גם עבירות תעבורה נילוות. יש לציין עוד, כי שם מדובר היה בנאשם שעברו הפלילי היה ישן, יחסית (12 שנים קודם לכן), שלא כבענייננו.","ע""פ 4077/17",קביעת מתחם עונש הולם,1
