paragraph_number,paragraph_text,citation,part,predicted_label
105,"דא עקא, שבעניין שלפניי, כמצוין בפתח גזר דין זה, טעמים הנוגעים לכללים בדבר אחידות הענישה (ראו לעניין זה, למשל: ע""פ 8627/14 דביר נ' מדינת ישראל, פסקה 6, ניתן ביום 14.7.15; ע""פ 2580/14 חסן נ' מדינת ישראל, ניתן ביום 23.9.14) ושמירה על יחסיות בענישה מציבים סימני שאלה משמעותיים בכל הנוגע לעונש, הראוי להיות מוטל על הנאשם שלפניי.","ע""פ 8627/14",דיון והכרעה,0
105,"דא עקא, שבעניין שלפניי, כמצוין בפתח גזר דין זה, טעמים הנוגעים לכללים בדבר אחידות הענישה (ראו לעניין זה, למשל: ע""פ 8627/14 דביר נ' מדינת ישראל, פסקה 6, ניתן ביום 14.7.15; ע""פ 2580/14 חסן נ' מדינת ישראל, ניתן ביום 23.9.14) ושמירה על יחסיות בענישה מציבים סימני שאלה משמעותיים בכל הנוגע לעונש, הראוי להיות מוטל על הנאשם שלפניי.","ע""פ 2580/14",דיון והכרעה,0
112,"מדיניות הענישה בכגון דא מחמירה ותואמת את אותם ערכים חברתיים חשובים שבהם פוגעים המעשים ואת מידת פגיעתם הניכרת באותם ערכים. עמדה על כך כב' השופטת ד' ביניש במסגרתו של  ע""פ 1332/04 מדינת ישראל נ' פס (ניתן ביום  19.4.04) בציינה כדלהלן:","ע""פ 1332/04",דיון והכרעה,0
116,"על הסיכון שנשקף לשלום הציבור, כפועל יוצא מביצוען של עבירות שעניינן בנשק, עמדה כב' השופטת ארבל במסגרתו של ע""פ 4945/13 מדינת ישראל נ' עבד אלכרים סלימאן (ניתן ביום 19.01.14), בציינה כדלהלן:","ע""פ 4945/13",דיון והכרעה,0
122,"כך למשל, בפרשה שנדונה במסגרת ע""פ 5677/12 מג'ד נ' מדינת ישראל (ניתן ביום 31.1.13) דחה בית המשפט העליון ערעור על גזר דינו של בית המשפט בנצרת, שבמסגרתו הושת על המערער עונש מאסר בן 24 חודשים לריצוי בפועל. עונש זה הוטל על  יסוד הודאתו של המערער בביצועה של עבירה שעניינה נשיאת נשק בצוותא, לפי סעיפים 144(ב) ו- 29 לחוק העונשין. עובדות פרשה זו לימדו, כי חברו של המערער (עמאד - שעליו נגזר עונש מאסר לריצוי בדרך של עבודות שירות) נסע יחד עם שניים אחרים (להלן: סארי ו-אמל), ברכבו של אמל, למוצב צה""ל סמוך לקיבוץ יפתח אשר צמוד לגבול עם לבנון. במועד ביצוע גניבת הנשק שירת סארי כלוחם במוצב, והיה מודע לנהלי האבטחה הנוהגים בו, ולקיומו של כלי נשק מסוג ""מאג"" המותקן דרך קבע על גבי רכב קרב שהוצב בכביש הגישה למוצב. לאחר שהחלו השלושה בנסיעה, התקשר אמל למערער וביקש ממנו להתלוות לנסיעה אל המוצב באמצעות רכב נוסף, ובאופן זה  להוביל את רכבם של השלושה למוצב בנסיעה.  בהגיעם של הארבעה למוצב, יצאו סארי ואמל מהרכב, גנבו את המאג והסתירו אותו בתא המטען של רכבו של אמל. לאחר מכן נסעו הארבעה מהמקום, כשהמערער נוסע ברכבו לפנים, ושלושת האחרים נוסעים בעקבותיו ברכבו של אמל, עד להגיעם לחורפיש, מקום מגוריו של המערער. כאן המקום לציין,  כי למערער ולעאמד לא יוחסה  עבירת שעניינה גניבה, בעוד לאמל וסארי אכן יוחסה עבירה מסוג זה. מכאן,  שבגין מעורבותו הישירה בגניבת הנשק במסגרת הפרשה הנ""ל, ובגין פרשות אחרות שבהן היה מעורב (שכללו עבירות מתחום הסמים והנשק), השית בית המשפט המחוזי בנצרת על אמל שבע שנות מאסר ומחצה לריצוי בפועל (ת""פ 30-10). באשר לסארי,  בגין מעורבותו הישירה בגניבת הנשק (ומעורבותו בפרשה נוספת) השית עליו בית הדין הצבאי לערעורים (עבמ""ץ (מחוזי) 28/11) שש שנות מאסר לריצוי בפועל.","ע""פ 5677/12",דיון והכרעה,1
125,"בחינת מדיניות הענישה הנוהגת במקרים של  החזקת ונשיאת נשק של כדין, ללא גניבתו, מעלה כי הוטלו עונשים כדלהלן: ע""פ 3156/11 זראיעה נ' מדינת ישראל (ניתן ביום 21.02.12) - עונש מאסר בן 24 חודשים לריצוי בפועל; ע""פ 2892/13 עודתאללה  נ' מדינת ישראל  (ניתן ביום 29.9.13) - עונש מאסר בן 21 חודשים לריצוי בפועל; ע""פ 4329/10 פלוני נ' מדינת ישראל (ניתן ביום 25.10.10) - עונש מאסר בן 20 חודשים לריצוי בפועל;  ת""פ 9111-02-15 מדינת ישראל נ' חאסרמה (ניתן ביום 20.9.15) - עונש מאסר בן 10 חודשים לריצוי בפועל.","ע""פ 3156/11",דיון והכרעה,1
125,"בחינת מדיניות הענישה הנוהגת במקרים של  החזקת ונשיאת נשק של כדין, ללא גניבתו, מעלה כי הוטלו עונשים כדלהלן: ע""פ 3156/11 זראיעה נ' מדינת ישראל (ניתן ביום 21.02.12) - עונש מאסר בן 24 חודשים לריצוי בפועל; ע""פ 2892/13 עודתאללה  נ' מדינת ישראל  (ניתן ביום 29.9.13) - עונש מאסר בן 21 חודשים לריצוי בפועל; ע""פ 4329/10 פלוני נ' מדינת ישראל (ניתן ביום 25.10.10) - עונש מאסר בן 20 חודשים לריצוי בפועל;  ת""פ 9111-02-15 מדינת ישראל נ' חאסרמה (ניתן ביום 20.9.15) - עונש מאסר בן 10 חודשים לריצוי בפועל.","ע""פ 2892/13",דיון והכרעה,1
125,"בחינת מדיניות הענישה הנוהגת במקרים של  החזקת ונשיאת נשק של כדין, ללא גניבתו, מעלה כי הוטלו עונשים כדלהלן: ע""פ 3156/11 זראיעה נ' מדינת ישראל (ניתן ביום 21.02.12) - עונש מאסר בן 24 חודשים לריצוי בפועל; ע""פ 2892/13 עודתאללה  נ' מדינת ישראל  (ניתן ביום 29.9.13) - עונש מאסר בן 21 חודשים לריצוי בפועל; ע""פ 4329/10 פלוני נ' מדינת ישראל (ניתן ביום 25.10.10) - עונש מאסר בן 20 חודשים לריצוי בפועל;  ת""פ 9111-02-15 מדינת ישראל נ' חאסרמה (ניתן ביום 20.9.15) - עונש מאסר בן 10 חודשים לריצוי בפועל.","ע""פ 4329/10",דיון והכרעה,1
127,"חרף המקובץ, בעבירות שעניינן נשק קיים מדרג של חומרה, ושומה על בית המשפט להביאו בחשבון בבואו לקבוע את מתחם העונש ההולם (ע""פ 9702/16 אלוליאיה נ' מדינת ישראל, פסקה 8, ניתן ביום 13.9.17).","ע""פ 9702/16",דיון והכרעה,0
133,"הנזק אשר צפוי היה להיגרם הוא רב. אין צורך להכביר במילים אודות הסיכון הרב שטמון בהתגלגלות כלי-נשק אוטומטי טעון במחסנית ובתחמושת בלא השגחה מוסמכת. בפועל, כלי הנשק הוחזר לידיו הבטוחות של צה""ל, כאשר מעשה ההשבה למעשה איין את הסיכון הגבוה להתגלגלותו של כלי הנשק לידיים עוינות. לדידי, יש להעניק לנתון זה משמעות רבה בהיבטי ענישתו של הנאשם ושרטוט מתחם הענישה ההולם בעניינו (ראו: סעיף 40ט(א)3) לחוק העונשין).  על הקטנת ""פוטנציאל הנזק""  עמד כב' השופט י' אלרון במסגרתו של ע""פ 4530/19 ג'זאווי נ' מדינת ישראל (ניתן ביום 11.8.19) בציינו כדלהלן:","ע""פ 4530/19",דיון והכרעה,0
