paragraph_number,paragraph_text,citation,part,predicted_label
40,"14.	בית המשפט ציין פעמים רבות את החומרה הגלומה בעבירות נשק ופוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מכך (ראו למשל: ע""פ 8280/15 גולאני נ' מדינת ישראל (פורסם בנבו, 28.03.16);  ע""פ 6989/13 פרח נ' מדינת ישראל (פורסם בנבו, 25.02.14)), ואת הצורך בהחמרת הענישה לצורך מיגור התופעה (ראו למשל: ע""פ 8045/17 בראנסי נ' מדינת ישראל (פורסם בנבו, 16.08.18; ע""פ 4945/13 מדינת ישראל נ' סלימאן (פורסם בנבו, 19.01.14)).","ע""פ 8280/15",דיון והכרעה,0
40,"14.	בית המשפט ציין פעמים רבות את החומרה הגלומה בעבירות נשק ופוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מכך (ראו למשל: ע""פ 8280/15 גולאני נ' מדינת ישראל (פורסם בנבו, 28.03.16);  ע""פ 6989/13 פרח נ' מדינת ישראל (פורסם בנבו, 25.02.14)), ואת הצורך בהחמרת הענישה לצורך מיגור התופעה (ראו למשל: ע""פ 8045/17 בראנסי נ' מדינת ישראל (פורסם בנבו, 16.08.18; ע""פ 4945/13 מדינת ישראל נ' סלימאן (פורסם בנבו, 19.01.14)).","ע""פ 6989/13",דיון והכרעה,0
40,"14.	בית המשפט ציין פעמים רבות את החומרה הגלומה בעבירות נשק ופוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מכך (ראו למשל: ע""פ 8280/15 גולאני נ' מדינת ישראל (פורסם בנבו, 28.03.16);  ע""פ 6989/13 פרח נ' מדינת ישראל (פורסם בנבו, 25.02.14)), ואת הצורך בהחמרת הענישה לצורך מיגור התופעה (ראו למשל: ע""פ 8045/17 בראנסי נ' מדינת ישראל (פורסם בנבו, 16.08.18; ע""פ 4945/13 מדינת ישראל נ' סלימאן (פורסם בנבו, 19.01.14)).","ע""פ 8045/17",דיון והכרעה,0
40,"14.	בית המשפט ציין פעמים רבות את החומרה הגלומה בעבירות נשק ופוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מכך (ראו למשל: ע""פ 8280/15 גולאני נ' מדינת ישראל (פורסם בנבו, 28.03.16);  ע""פ 6989/13 פרח נ' מדינת ישראל (פורסם בנבו, 25.02.14)), ואת הצורך בהחמרת הענישה לצורך מיגור התופעה (ראו למשל: ע""פ 8045/17 בראנסי נ' מדינת ישראל (פורסם בנבו, 16.08.18; ע""פ 4945/13 מדינת ישראל נ' סלימאן (פורסם בנבו, 19.01.14)).","ע""פ 4945/13",דיון והכרעה,0
52,"בע""פ 5681/14 מדינת ישראל נ' טאטור (פורסם בנבו, 1.02.15) הושת עונש ל 8 חודשי מאסר על נאשם שרכש והחזיק באקדח וב-11 כדורי סרק וכדור חי אחד. את האקדח החזיק דרך קבע בחצר ביתו, אך הוא נתפס עמו כשהוא עליו והכדור החי במצב ""הכנס"". אותו נאשם גם ניסה לברוח במהלך מעצרו ובניסיון ההשתלטות של השוטרים נגרמה לאחד מהם חבלה ברגל. בכך החמיר בית המשפט העליון את עונשו של הנאשם שנקבע על ידי בית המשפט המחוזי ל-6 חודשי מאסר בעבודות שירות. מקרה זה בנסיבותיו חמור יותר מהמקרה שבפני.","ע""פ 5681/14",דיון והכרעה,1
54,"בע""פ 1505/14 לידאוי נ' מדינת ישראל (פורסם בנבו, 4.11.14) נידון עניינו של נאשם אשר קיבל לידיו אקדח החשוד כגנוב ובו מחסנית מלאה בכדורים, ומאוחר יותר קיבל עוד 22 כדורים. את האקדח הטמין הנאשם כשהוא טעון בארון ביתו ואת הכדורים הנוספים על ארון הבגדים. כשהגיעו השוטרים לביתו, ניסה הנאשם לעכב את השוטרים מלהיכנס ובינתיים ילדתו הוציאה את האקדח והטמינה אותו מתחת לתחתוניה. בית המשפט המחוזי קבע מתחם עונש הולם הנע מ-7 ל-24 חודשי מאסר בפועל והשית על הנאשם 8 חודשים. בית המשפט העליון הקל עם הנאשם בשל נסיבות אישיות מיוחדות והשית עליו 6 חודשי מסר לריצוי בעבודות שירות.","ע""פ 1505/14",דיון והכרעה,1
56,"בע""פ 4945/13 מדינת ישראל נ' סלימאן (פורסם בנבו, 19.01.14) דובר בנאשם שרכש, החזיק והוביל נשק מסוג ""קרל גוסטב"" ותחמושת, ירה ירייה בנשק בחורשה הסמוכה למקום יישוב, ולאחר מכן הטמין את הנשק במקום מסתור סמוך לביתו. בהמשך, נשא הנאשם את הנשק בתא המטען של רכבו, וכשהבחין בשוטרים המסיירים סמוך אליו, נטש את הרכב מונע ונמלט מהמקום. הרכב התדרדר עד שנתקבע באבנים. נסיבות אלו חמורות יותר מהמקרה שבפני, הן בשל כך שהנאשם עשה שימוש בנשק ואף נשא אותו עמו (עבירה חמורה יותר שהעונש הקבוע לצדה חמור יותר ועומד על 10 שנים). בית המשפט העליון קבע מתחם עונש הולם למקרה זה בנסיבותיו של בין 12 ל-36 חודשי מאסר בפועל.","ע""פ 4945/13",דיון והכרעה,0
58,"בע""פ 1069/12 אלנברי נ' מדינת ישראל (פורסם בנבו, 26.07.12) הותיר בית המשפט העליון על כנו את העונש שהשית בית המשפט המחוזי של 9 חודשי מאסר על נאשם שהחזיק אקדח ותחמושת וסחר בו ובסופו של דבר הגיע הנשק לידיים עברייניות. מדובר אם כן, בעבירה חמורה יותר ממקרה זה, בו אין מדובר על סחר, ובנסיבות חמורות יותר של הגעה לידיים עברייניות.","ע""פ 1069/12",דיון והכרעה,1
70,"בעפ""ג (מחוזי-מרכז) 27018-01-16 מדינת ישראל נ' נוסיראת (פורסם בנבו, 8.05.16), קבע בית המשפט עונש של 9 חודשי מאסר על נאשם שהורשע בהחזקת נשק מאולתר הדומה לקרל גוסטב וכן מחסנית ו-9 כדורים. גזר הדין אושר ברע""פ 4559/16 נוסיראת נ' מדינת ישראל (פורסם בנבו, 22.06.16).","ע""פ 4559/16",דיון והכרעה,1
82,"ע""פ 9702/16 אבו אלוליאיה נ' מדינת ישראל (פורסם בנבו, 13.09.17), שם נקבע מתחם של 10 עד 30 חודשי מאסר במקרה של נאשם שהורשע בעבירה של נשיאת והובלת נשק ובנשיאת והובלת תחמושת. מדובר בעבירה חמורה יותר מהמקרה שבפני, עבירה שהעונש הקבוע בצדה הוא, כאמור, 10 שנות מאסר ולא 7 כבמקרה זה.","ע""פ 9702/16",דיון והכרעה,1
