paragraph_number,paragraph_text,citation,part,predicted_label
47,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, (ניתן ביום 28.3.16).","ע""פ 319/11",מתחם העונש ההולם,0
47,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, (ניתן ביום 28.3.16).","ע""פ 1768/14",מתחם העונש ההולם,0
47,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, (ניתן ביום 28.3.16).","ע""פ 7317/13",מתחם העונש ההולם,0
47,"הערכים החברתיים עליהם יש להגן מפני אלה המבצעים עבירות בנשק, הם ההגנה על שלום הציבור וביטחונו, שמירה על שלמות גופו ורכושו של אדם ומניעת פגיעה משמעותית בו כתוצאה משימוש בנשק חם על ידי מי שאינו מיומן בכך. בית המשפט העליון חזר פעם אחר פעם על החומרה הגלומה בעבירות נשק ועל פוטנציאל הפגיעה בנפש וברכוש שעלולים להיגרם כתוצאה מהשימוש בו. אשר לסוחרים בנשק הדגיש בית המשפט העליון כי יש לראות במשנה חומרה את מעשיהם, ועל כן יש להחמיר, ככלל, בענישתם של נאשמים שהורשעו בעבירות נשק בכלל ובעבירות סחר בנשק בפרט (ע""פ 319/11 מדינת ישראל נ' יאסין (ניתן ביום 5.12.11), ע""פ 1768/14 גנאיים נ' מדינת ישראל (ניתן ביום 22.7.14), ע""פ 7317/13 חג'אב נ' מדינת ישראל (ניתן ביום 19.5.14), ע""פ 8280/15 מוחמד גולאני נ' מ""י, (ניתן ביום 28.3.16).","ע""פ 8280/15",מתחם העונש ההולם,0
49,"נשק, שהוא מטבעו כלי קטלני, עלול לעבור מיד ליד ולהגיע לידי גורמים שיבצעו באמצעותו עבירות פליליות חמורות, ואף לידי ארגוני טרור שיעשו בו שימוש באירועי טרור. על-כן, פוטנציאל הסיכון הנשקף מהסחר בו מחייב הטלת ענישה מחמירה ומרתיעה, אף אם מבצעי העבירות – בחוליות השונות בשרשרת העברת הנשק – אינם מודעים לתכלית השימוש בו. עוד נפסק כי בשל הסכנה הרבה הטמונה בעבירות הנשק, מוצדק להטיל עונשי מאסר בפועל גם על מי שזוהי עבורו הרשעתו הראשונה בפלילים. על בית המשפט לתת משקל משמעותי יותר לאינטרס הציבורי ולצורך להרתיע עבריינים מלבצע עבירות דומות, על-פני הנסיבות האישיות של העבריין. כב' השופט צ' זילברטל  חזר על כך בע""פ 6989/13 פרח נ' מדינת ישראל (מיום 25.2.14):","ע""פ 6989/13",מתחם העונש ההולם,0
53,"המגמה להחמיר בענישה בעבירות נשק באה לידי ביטוי בשורה ארוכה של פסק דין שניתנו על ידי בית משפט העליון, בין היתר, בע""פ 1323/13 רך חסן  נגד מדינת ישראל  (ניתן ביום 5.6.13), שם קבעה כבוד השופטת ע' ארבל:","ע""פ 1323/13",מתחם העונש ההולם,0
57,"בע""פ 4945/13 מדינת ישראל נ' סלימאן (ניתן ביום 19.1.14, כב' השופטת ע' ארבל) נקבע מדרג חומרה לעבירות הנשק השונות, כאשר עבירת הסחר מצויה ברף העליון. מידת החומרה משתקפת, מטבע הדברים, גם בעונש המאסר הקבוע לצד עבירה זו עד 15 שנות מאסר.","ע""פ 4945/13",מתחם העונש ההולם,0
63,"בע""פ 135/17 מדינת ישראל נ' סמי בסל (ניתן ביום 8.3.17) קיבל בית המשפט העליון את ערעורה של המדינה  על גזר דינו של בית המשפט המחוזי בחיפה, במסגרתו הושת על הנאשם 12 חודשי מאסר לריצוי בפועל, בגין ביצוע עבירות של החזקה ונשיאת נשק לפי סעיף 144(א) ו-144(ב) לחוק העונשין וגזר עליו 18 חודשי מאסר. הנאשם, בן 20, צבר לחובתו הרשעה אחת בעבירת איומים ושבל""ר, החזיק בתת מקלע ומחסנית והסתירם בשביל קרוב משפחתו, למשך שבוע ימים, שבסופם העבירם לאחר, אשר קנה את הנשק והמחסנית מקרוב משפחתו של הנאשם.","ע""פ 135/17",מתחם העונש ההולם,1
65,"בע""פ 1397/16 מדינת ישראל נ' אחמד חמיאל (ניתן ביום 6.9.16) דחה בית המשפט העליון את ערעורה של המדינה  על גזר דינו של בית המשפט המחוזי בירושלים, במסגרתו הושת על הנאשם 48 חודשי מאסר לריצוי בפועל, בגין ביצוע שלוש עבירות שעניינן  סחר בנשק לפי סעיף 144(ב2) לחוק העונשין. הנאשם, בן 21, ללא עבר פלילי, מכר, בשלוש הזדמנויות שונות, לסוכן משטרתי, רובה מסוג ""קרל גוסטב"" (תמורת 15,000 ₪), רובה מסוג M-16 (תמורת 49,000 ₪) ובפעם השלישית - שני רובים מסוג M-16 ואקדח מסוגFN  (תמורתם סוכם על תשלום בסך 121,000 ₪). בית המשפט העליון התייחס לעונשו של הנאשם, וציין כי העונש שנגזר על הנאשם הוא עונש מאסר מקל, אך יחד עם זאת הוא לא מהווה חריג המצדיק את התערבותה של ערכאת הערעור.","ע""פ 1397/16",מתחם העונש ההולם,1
67,"בע""פ 7552/14 יוסף אגבאריה נ' מדינת ישראל (ניתן ביום 23.6.15) דחה בית המשפט העליון ערעור על גזר דינו של בית המשפט המחוזי בתל אביב, במסגרתו הושת על המערער עונש מאסר בן 32 חודשי מאסר בפועל, בגין עבירה של סחר בנשק (אקדח) שבוצע בצוותא, עבירה של הפרעה לשוטר בעת מילוי תפקידו ועבירת איומים.","ע""פ 7552/14",מתחם העונש ההולם,1
