paragraph_number,paragraph_text,citation,part,predicted_label
72,"""כלי הנשק הנסחרים עלולים לעבור מיד ליד. הם לא נרכשו באופן חוקי וחזקה שהם לא נועדו לשמש מטרה חוקית. גם כשהם נמצאים בידי אדם שאינו עבריין טמונה בהם סכנת חיים. קל וחומר אם הם מתגלגלים ומגיעים לידי גורמים עוינים, ועלינו לקחת בחשבון אפשרות זו, להרתיע מפניה ולמנוע את הסכנה המחמירה והולכת הצפויה מן הסחר בנשק. לכן שומה על בית-המשפט להתריע כנגד סכנה זאת ולפעול כנדרש כדי להרתיע מפני עבירה זאת"". (ע""פ 4609/98 טאהא נ' מדינת ישראל, תק - על 99(2) 716).","ע""פ 4609/98",דיון והכרעה ,0
74,"""אין ערוך למסוכנות הסחר הבלתי חוקי בנשק. נשק שכזה עושה את דרכו בדרך לא דרך לידיים עברייניות, לגורמים עויינים, לשימוש פלילי ולפעילות טרור. סכנת נפשות ליחידים ולציבור. בשיקולי הענישה בכגון דא יש לבכּר את האינטרס החברתי הכולל, על פני נסיבותיו האישיות של נאשם"" - ע""פ 3138/11 עפיף הייבי נ' מדינ""י (פורסם בנבו 6.3.12)","ע""פ 3138/11",דיון והכרעה ,0
78,"""... המונח ""עסקה אחרת"" בא להרחיב את האיסורים לעסקאות בנשק מכל סוג שהוא, ולא רק עסקאות בגדר סחר במובנו הקלאסי (ראו: יעקב קדמי על הדין בפלילים חלק רביעי 1975 (2006)... הסעיף אינו דורש כי המוסר יעשה זאת פיסית או שיהיה נוכח במעמד המסירה. זוהי מהותה של העסקה האחרת בנשק, אשר טומנת בחובה מגוון עסקאות לא טריוואיליות בנשק, בשונה מעסקאות סחר, ייצור, ייצוא וייבוא"" - ע""פ 8959/14 דניאל בן סימון נ' מדינת ישראל (פורסם בנבו, 24.06.15).","ע""פ 8959/14",דיון והכרעה ,0
83,"""נוכח היקפן המתרחב של עבירות המבוצעות בנשק בכלל וסחר בנשק בפרט, וזמינותו המדאיגה של נשק בלתי חוקי במחוזותינו, התעורר הצורך להחמיר בעונשי המאסר המוטלים בעבירות אלה. אכן, ""התגלגלותם"" של כלי נשק מיד ליד ללא פיקוח עלולה להוביל להגעתם בדרך לא דרך לגורמים פליליים ועוינים. אין לדעת מה יעלה בגורלם של כלי נשק אלה ולאילו תוצאות הרסניות יובילו – בסכסוך ברחוב, בקטטה בין ניצים ואף בתוך המשפחה פנימה. הסכנה הנשקפת לציבור כתוצאה מעבירות אלה, לצד המימדים שאליהם הגיעו, מחייבים לתת ביטוי הולם וכבד משקל להגנה על הערך החברתי שנפגע כתוצאה מפעילות עבריינית זאת, הגנה על שלום הציבור מפני פגיעות בגוף או בנפש, ולהחמיר את עונשי המאסר המוטלים בגין פעילות עבריינית זאת, בהדרגה..."" - ע""פ 1323/13 רך חסן נ' מדינת ישראל [פורסם בנבו] (05.06.13)","ע""פ 1323/13",דיון והכרעה ,0
85,"""פעילות של סחר בלתי חוקי בנשק אוצרת בחובה פגיעה בערכים חברתיים בעלי חשיבות רבה, בהם שלמות הגוף, חיי אדם ושלום הציבור וביטחונו. כלי הנשק שנמכרו במסגרת האישומים הם על פי טיבם כאלה שבאמצעותם ניתן בנקל לפגוע בשלמות הגוף ולגדוע חיי אדם. חומרת הנזק הנגרם בעקבות ביצוע עבירות כגון אלו מתעצמת במקרים כבענייננו, שבהם נמכרים כלי נשק בעלי פוטנציאל פגיעה ממשי... החומרה היתרה הכרוכה בעבירות נשק והסיכון הנשקף מביצוען לציבור, מקבלים משנה תוקף בשים לב להיקפיה של התופעה ואופן התפשטותה. כמענה לכך, מסתמנת בפסיקה מגמה עקבית להחמיר את הענישה בגין עבירות אלו, באופן שיהלום את מידת פגיעתן בערכים המוגנים ויקדם את מיגור התופעה (עניין דהוד, פסקה 11; עניין חסן, פסקה 12; עניין עספור, פסקה 7). משכך, חרף עיקרון הענישה האינדיבידואלית והמשקל שיש ליתן לנסיבותיו האישיות של כל נאשם לגופו, בבואו לגזור את דינו של מי שהורשע בביצוע עבירות חמורות אלו, על בית המשפט לתת בכורה לשיקולי ההרתעה והאינטרס הציבורי (ע""פ 5643/14 עיסא נ' מדינת ישראל (23.6.2015) (להלן: עניין עיסא), פסקה 13; עניין נפאע, פסקה 5)."" - ע""פ 8045/17 מחמוד בראנסי נ' מדינת ישראל (ניתן ביום 16.8.18)","ע""פ 5643/14",דיון והכרעה ,0
85,"""פעילות של סחר בלתי חוקי בנשק אוצרת בחובה פגיעה בערכים חברתיים בעלי חשיבות רבה, בהם שלמות הגוף, חיי אדם ושלום הציבור וביטחונו. כלי הנשק שנמכרו במסגרת האישומים הם על פי טיבם כאלה שבאמצעותם ניתן בנקל לפגוע בשלמות הגוף ולגדוע חיי אדם. חומרת הנזק הנגרם בעקבות ביצוע עבירות כגון אלו מתעצמת במקרים כבענייננו, שבהם נמכרים כלי נשק בעלי פוטנציאל פגיעה ממשי... החומרה היתרה הכרוכה בעבירות נשק והסיכון הנשקף מביצוען לציבור, מקבלים משנה תוקף בשים לב להיקפיה של התופעה ואופן התפשטותה. כמענה לכך, מסתמנת בפסיקה מגמה עקבית להחמיר את הענישה בגין עבירות אלו, באופן שיהלום את מידת פגיעתן בערכים המוגנים ויקדם את מיגור התופעה (עניין דהוד, פסקה 11; עניין חסן, פסקה 12; עניין עספור, פסקה 7). משכך, חרף עיקרון הענישה האינדיבידואלית והמשקל שיש ליתן לנסיבותיו האישיות של כל נאשם לגופו, בבואו לגזור את דינו של מי שהורשע בביצוע עבירות חמורות אלו, על בית המשפט לתת בכורה לשיקולי ההרתעה והאינטרס הציבורי (ע""פ 5643/14 עיסא נ' מדינת ישראל (23.6.2015) (להלן: עניין עיסא), פסקה 13; עניין נפאע, פסקה 5)."" - ע""פ 8045/17 מחמוד בראנסי נ' מדינת ישראל (ניתן ביום 16.8.18)","ע""פ 8045/17",דיון והכרעה ,0
87,"7.	בעבירות החמורות, ובהן עבירות הנשק, נסיבותיו האישיות של הנאשם ושיקולי השיקום שלו נסוגים מפני האינטרס הציבורי שבהרתעת עבריינים ומפני שיקולי הגמול, ובתי המשפט מטילים עונשי מאסר בפועל גם על מי שזו היתה עבירתו הראשונה (ראה אבו דחאל נ' מדינת ישראל [פורסם בנבו] (29.3.2004); ע""פ 5220/09 עוואודה נ' מדינת ישראל [פורסם בנבו] (30/12/09)).","ע""פ 5220/09",דיון והכרעה ,0
90,"בע""פ 448/15 אמיר דבש נגד מדינת ישראל (פורסם בנבו, 26.11.15) המערער הורשע בשתי עבירות של עסקה בנשק. נטען כי אחר התקשר לסוכן לבשר לו שביכולתו לארגן לו שלושה כלי נשק שישמשו אותו בסכסוך עם חמולה. לאחר משא ומתן ביניהם שכלל פגישה מקדמית, נפגש הסוכן עם המערער ואחר על מנת לרכוש אקדח חצי אוטומטי מסוג קולט ומחסנית תואמת טעונת כדורים. המערער והאחר נכנסו לרכבו של הסוכן ולאחר חילופי דברים שלף המערער את האקדח שהוסתר מתחת לחולצתו ומסר אותו לסוכן. בתמורה לאקדח, המחסנית והכדורים, מסר הסוכן לאחר סכום של 14,000 ש""ח, אותו העביר האחר למערער.  יומיים לאחר מכן נפגשו הסוכן, המערער והאחר ובמהלך הפגישה הציעו המערער והאחר לסוכן כלי נשק שונים במחירים שונים. ובסיום הפגישה סוכם כי המערער יארגן לשוטר אקדח. מספר ימים לאחר מכן, נפגש האחר עם הסוכן, ובהמשך, לבקשת האחר, הגיע המערער למקום, נכנס לרכבו של הסוכן, ניהל עמו משא ומתן לגבי רכישת כלי נשק והם קבעו להיפגש מאוחר יותר. לאחר מכן חזרו המערער והאחר, והמערער נכנס לרכבו של הסוכן כשהוא אוחז בידו בתת מקלע ומחסנית, הציג אותם לסוכן והדריך אותו כיצד לתפעל אותו. המערער ציין כי ברשותו שני תתי מקלע ושלוש מחסניות (להלן: ""כלי הנשק""), והציע לסוכן לרכוש את כלי הנשק תמורת 15,000 ₪.","ע""פ 448/15",דיון והכרעה ,1
96,"""אומר בקצרה כי יש ממש בערעור וכי העונש שהוטל על המשיב אינו עולה בקנה אחד עם רף הענישה בעבירות ובנסיבות כגון דא. המדובר בשתי עסקאות נפרדות בנשק, שבוצעו במועדים שונים על פני תקופה של מספר חודשים, מה שמצביע על נגישותו של המשיב לכלי נשק ולכך שהוא מסוגל ונכון לספק נשק לכל מזמין המרבה במחיר. לכך יש להוסיף את עברו הפלילי המכביד של המשיב..., לא רק זאת, אלא שהמשיב ביצע את העבירות שעה שהיה תלוי ועומד כנגדו מאסר על תנאי. מכאן, שהמשיב לא למד, לא שנה ולא הפנים את לקחו, וגם המאסר על תנאי לא הרתיעו מלשוב לסורו... אין צורך להכביר מילים לגבי חומרת העבירה. סחר בנשק הוא תופעה רווחת לצערנו, ונשק שיוצא מידי המחזיק בו, אין לדעת להיכן יתגלגל ומה ייעשה בו, אם לפעילות פלילית ואם לפעילות טרור. על בית המשפט להרים תרומתו במאבק נגד ""הקלות הבלתי נסבלת שבה סובב נשק חם או קר על נגזרותיו בידיים עברייניות. פעמים שהנשק נוטל חיי אדם, פעמים הוא פוגע בגוף האדם, ופעמים מתמזל המזל ובסייעתא דשמיא, אין פגיעה גופנית"" (כב' השופט רובינשטיין בע""פ 9543/09 בילאל רחאל נ' מדינת ישראל (לא פורסם, 19.1.2010)). החוטא בעבירות כגון דא, נוטל סיכון כי יידרש לשלם מחיר כבד בשל כך, קל וחומר בעניינו של המשיב, שכבר חטא בעבר בעבירות אלו... אשר על כן אנו מקבלים את הערעור, אך כדרכה של ערכאת ערעור מבלי למצות את העונש, כך שעל המשיב יוטל עונש מאסר בפועל של 42 חודשים (במקום 30 חודשים), ובנוסף, יופעל במצטבר ובמלואו עונש המאסר המותנה בן 18 חודשים שנגזר על המשיב בת""פ 40089/05 בבית המשפט המחוזי בתל-אביב. סה""כ ירצה המשיב 60 חודשי מאסר שימנו מיום מעצרו..."".","ע""פ 9543/09",דיון והכרעה ,0
98,"בע""פ 9579/10 חוסאם אבו רג'יס נ' מדינת ישראל (פורסם בנבו, 28.04.11) דחה בית המשפט העליון את ערעורו של נאשם שהורשע בביצוע עבירות של נשיאה והובלת נשק וביצוע עסקה אחרת בנשק מסוג M16 והותיר על כנו עונש של 24 חודשי מאסר בפועל.","ע""פ 9579/10",דיון והכרעה ,1
152,"4.	בתהליך בחינת עונש המוצע על ידי הצדדים בהסדר טיעון, יש להפעיל את ""מבחן האיזון"" שנקבע בפסיקה, במסגרתו נבחנת טובת ההנאה שההסדר מעניק לנאשם אל מול התועלת הנובעת ממנו לאינטרס הציבורי. ככלל, יש להעמיד את התביעה בחזקת תקינותה ולהתחשב בציפיית הנאשם, ולכבד עונשים המוצעים בהסדרי טיעון, אולם, כאשר העונש המוצע יוצר יחס בלתי הולם בין ההקלה הניתנת לנאשם לבין האינטרס הציבורי, יש לדחות את ההסדר. (ראה ע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז (1) 577;  ע""פ 1281/06 נחמן יצחק בורשטיין נ' מדינת ישראל (פורסם בנבו, 16.4.2008))","ע""פ 1958/98",דיון והכרעה ,0
152,"4.	בתהליך בחינת עונש המוצע על ידי הצדדים בהסדר טיעון, יש להפעיל את ""מבחן האיזון"" שנקבע בפסיקה, במסגרתו נבחנת טובת ההנאה שההסדר מעניק לנאשם אל מול התועלת הנובעת ממנו לאינטרס הציבורי. ככלל, יש להעמיד את התביעה בחזקת תקינותה ולהתחשב בציפיית הנאשם, ולכבד עונשים המוצעים בהסדרי טיעון, אולם, כאשר העונש המוצע יוצר יחס בלתי הולם בין ההקלה הניתנת לנאשם לבין האינטרס הציבורי, יש לדחות את ההסדר. (ראה ע""פ 1958/98 פלוני נ' מדינת ישראל, פ""ד נז (1) 577;  ע""פ 1281/06 נחמן יצחק בורשטיין נ' מדינת ישראל (פורסם בנבו, 16.4.2008))","ע""פ 1281/06",דיון והכרעה ,0
160,"8.	העונש המומלץ כאן, הן בנוגע למאסר והן בנוגע לפיצוי, רחוק מלהלום את חומרת מעשי הנאשם בנסיבותיהם ואת מידת אשמו של הנאשם, והוא מפר במובהק את האיזון הדרוש לקבלת המלצה עונשית במסגרת הסדר טיעון. (ראה והשווה רע""פ 4522/13 נעיסי נ' מדינת ישראל (16.7.13) ועפ""ג (ת""א) 49671-07-13 אל עביד נ' מדינת ישראל (28.10.13))","ע""פ 4522/13",דיון והכרעה ,0
